,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Brad Weber,Scrum half,chiefs,2019, 20 , 4 , 154 , 23 , 3 , 4 , 375 , 5 , 21 , 0 , 0 , 56 , 4 , 4 , 5 , 1 , 0 , 0 
Bryn Gatland,Fly half,chiefs,2019,,,,,,,,,,,,,,,,,,
Chase Tiatia,Wing,chiefs,2019,,,,,,,,,,,,,,,,,,
Cortez Ratima,Scrum Half,chiefs,2019,,,,,,,,,,,,,,,,,,
Etene Nanai-Seturo,Wing,chiefs,2019, 5 , 1 , 97 , 19 , 5 , 4 , 6 , 1 , 6 , 0 , 0 , 22 , 5 , 1 , 3 , 0 , 0 , 0 
Gideon Wrampling,,chiefs,2019,,,,,,,,,,,,,,,,,,
Jonah Lowe,Centre,chiefs,2019,,,,,,,,,,,,,,,,,,
Josh Ioane,Fly half,chiefs,2019,,,,,,,,,,,,,,,,,,
Josh Lord,,chiefs,2019,,,,,,,,,,,,,,,,,,
Quinn Tupaea,Centre 13,chiefs,2019,,,,,,,,,,,,,,,,,,
Rivez Reihana,Fullback,chiefs,2019,,,,,,,,,,,,,,,,,,
Shaun Stevenson,Fullback,chiefs,2019, 20 , 4 , 194 , 31 , 7 , 5 , 16 , 7 , 25 , 0 , 0 , 25 , 5 , 2 , 4 , 2 , 0 , 0 
Tyrone Thompson,,chiefs,2019,,,,,,,,,,,,,,,,,,
Xavier Roe,Scrum half,chiefs,2019,,,,,,,,,,,,,,,,,,
Arthur Iturria,Lock,clermont,2019, 5 , 1 , 17 , 10 , 2 , 0 , 3 , 1 , 2 , 0 , 0 , 31 , 7 , 1 , 2 , 1 , 0 , 0 
Daniel Bibi Bizuwu,Prop,clermont,2019,,,,,,,,,,,,,,,,,,
Etienne Falgoux,Prop,clermont,2019, 0 , 0 , 4 , 7 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 23 , 5 , 0 , 0 , 6 , 0 , 0 
Etienne Fourcade,Hooker,clermont,2019,,,,,,,,,,,,,,,,,,
Fritz Lee,Number 8,clermont,2019, 5 , 1 , 59 , 42 , 5 , 2 , 22 , 5 , 2 , 0 , 0 , 62 , 5 , 4 , 2 , 1 , 0 , 0 
Geoff Parling,Lock,clermont,2019,,,,,,,,,,,,,,,,,,
Giorgi Beria,Prop,clermont,2019, 0 , 0 , 6 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 
Judicael Cancoriet,Flanker 6,clermont,2019,,,,,,,,,,,,,,,,,,
Miles Amatosero,Lock 5,clermont,2019,,,,,,,,,,,,,,,,,,
Paul Jedrasiak,Lock,clermont,2019, 0 , 0 , 2 , 5 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 18 , 4 , 0 , 0 , 3 , 0 , 0 
Peceli Yato,Number 8,clermont,2019, 10 , 2 , 55 , 18 , 3 , 5 , 7 , 2 , 0 , 0 , 0 , 32 , 5 , 1 , 2 , 3 , 0 , 0 
Peni Ravai,Prop,clermont,2019,,,,,,,,,,,,,,,,,,
Rabah Slimani,Prop,clermont,2019, 0 , 0 , 5 , 10 , 2 , 0 , 2 , 0 , 0 , 0 , 0 , 22 , 4 , 0 , 0 , 2 , 0 , 0 
Sebastien Vahaamahina,Lock,clermont,2019, 0 , 0 , 20 , 7 , 1 , 1 , 4 , 2 , 0 , 0 , 0 , 9 , 2 , 1 , 0 , 0 , 0 , 0 
Sipili Falatea,Prop,clermont,2019,,,,,,,,,,,,,,,,,,
Tomas Lavanini,Lock,clermont,2019,,,,,,,,,,,,,,,,,,
Yohan Beheregaray,Hooker,clermont,2019, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
Alivereti Raka,Wing,clermont,2019, 20 , 4 , 111 , 30 , 8 , 8 , 9 , 5 , 7 , 0 , 0 , 12 , 4 , 2 , 4 , 1 , 1 , 0 
Baptiste Jauneau,Scrum half,clermont,2019,,,,,,,,,,,,,,,,,,
Bastien Pourailly,Wing,clermont,2019,,,,,,,,,,,,,,,,,,
Benjamin Boudou,Fullback,clermont,2019,,,,,,,,,,,,,,,,,,
Camille Lopez,Fly half,clermont,2019, 5 , 1 , 20 , 14 , 4 , 1 , 57 , 4 , 31 , 0 , 0 , 22 , 6 , 1 , 4 , 0 , 0 , 0 
Cheikh Tiberghien,,clermont,2019,,,,,,,,,,,,,,,,,,
Clement Lanen,,clermont,2019, 0 , 0 , 9 , 5 , 1 , 1 , 2 , 2 , 0 , 0 , 0 , 4 , 0 , 1 , 0 , 0 , 0 , 0 
Cristian Ojovan,,clermont,2019,,,,,,,,,,,,,,,,,,
Damian Penaud,Centre,clermont,2019, 10 , 2 , 71 , 15 , 6 , 4 , 7 , 1 , 0 , 0 , 0 , 12 , 1 , 0 , 3 , 2 , 0 , 0 
Edward Annandale,Fullback,clermont,2019,,,,,,,,,,,,,,,,,,
Gabin Michet,Fullback,clermont,2019,,,,,,,,,,,,,,,,,,
George Moala,Centre 12,clermont,2019, 15 , 3 , 88 , 36 , 4 , 7 , 9 , 2 , 1 , 0 , 0 , 15 , 4 , 2 , 2 , 0 , 0 , 0 
JJ Hanrahan,Fly half,clermont,2019,,,,,,,,,,,,,,,,,,
Jaco van Tonder,,clermont,2019,,,,,,,,,,,,,,,,,,
Jean Pascal Barraque,Centre,clermont,2019,,,,,,,,,,,,,,,,,,
Kevin Viallard,Scrum half,clermont,2019,,,,,,,,,,,,,,,,,,
Kotaro Matsushima,Fullback,clermont,2019,,,,,,,,,,,,,,,,,,
Lucas Dessaigne,,clermont,2019, 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
Marvin O'Connor,Wing,clermont,2019,,,,,,,,,,,,,,,,,,
Morgan Parra,Scrum half,clermont,2019, 27 , 0 , 0 , 0 , 0 , 0 , 148 , 1 , 6 , 9 , 3 , 4 , 4 , 2 , 8 , 0 , 0 , 0 
Samuel Ezeala,Fullback,clermont,2019,,,,,,,,,,,,,,,,,,
Sebastien Bezy,Scrum half,clermont,2019,,,,,,,,,,,,,,,,,,
Tani Vili,Centre,clermont,2019,,,,,,,,,,,,,,,,,,
Thibaud Lanen,,clermont,2019, 0 , 0 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 0 
Wesley Fofana,Centre 12,clermont,2019, 5 , 1 , 4 , 5 , 2 , 2 , 5 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 1 , 0 , 0 , 0 
Cian Prendergast,Number 8,connacht,2019,,,,,,,,,,,,,,,,,,
Dennis Buckley,Prop,connacht,2019, 0 , 0 , 29 , 30 , 0 , 0 , 28 , 0 , 0 , 0 , 0 , 78 , 10 , 3 , 0 , 3 , 0 , 0 
Finlay Bealham,Prop,connacht,2019, 10 , 2 , 98 , 54 , 3 , 2 , 5 , 0 , 0 , 0 , 0 , 58 , 6 , 3 , 1 , 8 , 0 , 0 
Jack Aungier,Prop,connacht,2019,,,,,,,,,,,,,,,,,,
Jarrad Butler,Flanker 6,connacht,2019, 0 , 0 , 144 , 68 , 5 , 2 , 23 , 2 , 0 , 0 , 0 , 107 , 7 , 4 , 4 , 4 , 0 , 0 
Josh Murphy,Flanker 6,connacht,2019,,,,,,,,,,,,,,,,,,
Oisin Dowling,Lock,connacht,2019,,,,,,,,,,,,,,,,,,
Paul Boyle,Number 8,connacht,2019, 5 , 1 , 171 , 92 , 4 , 1 , 35 , 7 , 2 , 0 , 0 , 121 , 2 , 5 , 7 , 8 , 1 , 0 
Peter Dooley,Loosehead Prop,connacht,2019,,,,,,,,,,,,,,,,,,
Shamus Hurley-Langton,Openside flanker,connacht,2019,,,,,,,,,,,,,,,,,,
Bryan Ralston,,connacht,2019,,,,,,,,,,,,,,,,,,
Caolin Blade,Scrum Half,connacht,2019, 25 , 5 , 180 , 47 , 16 , 9 , 651 , 4 , 67 , 0 , 0 , 49 , 10 , 2 , 9 , 3 , 0 , 0 
Conor Fitzgerald,Fly half,connacht,2019, 81 , 0 , 146 , 29 , 13 , 4 , 200 , 1 , 69 , 21 , 12 , 65 , 13 , 1 , 10 , 4 , 0 , 0 
David Hawkshaw,Fullback,connacht,2019,,,,,,,,,,,,,,,,,,
Dylan Tierney-Martin,Fullback,connacht,2019,,,,,,,,,,,,,,,,,,
John Porch,Wing,connacht,2019, 15 , 3 , 377 , 56 , 14 , 8 , 11 , 2 , 11 , 0 , 0 , 38 , 13 , 6 , 10 , 5 , 1 , 0 
Kieran Marmion,Scrum half,connacht,2019, 10 , 2 , 56 , 13 , 1 , 0 , 247 , 1 , 22 , 0 , 0 , 10 , 1 , 2 , 5 , 0 , 0 , 0 
Oran McNulty,Fullback,connacht,2019,,,,,,,,,,,,,,,,,,
Simon Westraadt,,connacht,2019,,,,,,,,,,,,,,,,,,
Thomas Farrell,Centre,connacht,2019, 0 , 0 , 36 , 25 , 4 , 0 , 16 , 3 , 2 , 0 , 0 , 22 , 5 , 0 , 4 , 0 , 0 , 0 
Abraham Pole,Loosehead Prop,crusaders,2019,,,,,,,,,,,,,,,,,,
Codie Taylor,Hooker,crusaders,2019, 10 , 2 , 83 , 29 , 4 , 4 , 11 , 2 , 0 , 0 , 0 , 29 , 2 , 1 , 15 , 1 , 0 , 0 
Ethan Blackadder,Blindside Flanker,crusaders,2019, 0 , 0 , 8 , 6 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 12 , 0 , 1 , 0 , 1 , 0 , 0 
George Bower,Tighthead Prop,crusaders,2019, 0 , 0 , 21 , 8 , 1 , 0 , 4 , 2 , 0 , 0 , 0 , 26 , 4 , 1 , 3 , 2 , 0 , 0 
Joe Moody,Prop,crusaders,2019, 0 , 0 , 36 , 27 , 1 , 1 , 7 , 0 , 0 , 0 , 0 , 46 , 4 , 2 , 4 , 8 , 0 , 0 
Liam Hallam-Eames,Lock,crusaders,2019,,,,,,,,,,,,,,,,,,
Mitchell Dunshea,Lock 4,crusaders,2019, 5 , 1 , 64 , 20 , 0 , 0 , 4 , 2 , 0 , 0 , 0 , 17 , 0 , 2 , 3 , 1 , 0 , 0 
Pablo Matera,Blindside Flanker,crusaders,2019,,,,,,,,,,,,,,,,,,
Quinten Strange,Lock,crusaders,2019,,,,,,,,,,,,,,,,,,
Ricky Jackson,Hooker,crusaders,2019,,,,,,,,,,,,,,,,,,
Samuel Whitelock,Lock,crusaders,2019, 0 , 0 , 74 , 28 , 3 , 0 , 13 , 6 , 0 , 0 , 0 , 50 , 3 , 8 , 3 , 4 , 0 , 0 
Scott Barrett,Lock,crusaders,2019, 10 , 2 , 163 , 39 , 3 , 3 , 14 , 3 , 2 , 0 , 0 , 60 , 4 , 2 , 10 , 8 , 0 , 0 
Sione Havili Talitui,Openside Flanker,crusaders,2019,,,,,,,,,,,,,,,,,,
Bryn Hall,Scrum half,crusaders,2019, 10 , 2 , 67 , 21 , 2 , 3 , 376 , 1 , 46 , 0 , 0 , 22 , 4 , 2 , 9 , 2 , 0 , 0 
David Kaetau Havili,Wing,crusaders,2019, 20 , 4 , 410 , 56 , 23 , 8 , 36 , 7 , 41 , 0 , 0 , 29 , 3 , 2 , 12 , 2 , 0 , 0 
Fletcher Newell,,crusaders,2019,,,,,,,,,,,,,,,,,,
Jack Goodhue,Centre,crusaders,2019, 5 , 1 , 224 , 61 , 10 , 4 , 45 , 16 , 10 , 0 , 0 , 68 , 16 , 6 , 5 , 2 , 0 , 0 
Kini Naholo,Left wing,crusaders,2019,,,,,,,,,,,,,,,,,,
Leicester Fainga'anuku,Wing,crusaders,2019,,,,,,,,,,,,,,,,,,
Richie Mo'unga,Fly half,crusaders,2019, 116 , 5 , 293 , 53 , 20 , 9 , 118 , 17 , 65 , 26 , 13 , 42 , 16 , 2 , 11 , 3 , 0 , 0 
Sevu Reece,Right Wing,crusaders,2019, 45 , 9 , 428 , 61 , 14 , 7 , 35 , 16 , 10 , 0 , 0 , 28 , 18 , 4 , 11 , 0 , 0 , 0 
Simon Hickey,Fly half,crusaders,2019,,,,,,,,,,,,,,,,,,
Will Jordan,Fullback,crusaders,2019, 0 , 0 , 41 , 5 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Boan Venter,Prop,edinburgh,2019,,,,,,,,,,,,,,,,,,
Grant Gilchrist,Lock,edinburgh,2019, 0 , 0 , 55 , 26 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 53 , 4 , 2 , 0 , 0 , 0 , 0 
Jamie Ritchie,Openside Flanker,edinburgh,2019, 0 , 0 , 24 , 10 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 19 , 2 , 0 , 0 , 1 , 0 , 0 
Luan de Bruin,Prop,edinburgh,2019,,,,,,,,,,,,,,,,,,
Luke Crosbie,Flanker 6,edinburgh,2019, 5 , 1 , 106 , 41 , 3 , 4 , 11 , 3 , 0 , 0 , 0 , 55 , 2 , 6 , 3 , 2 , 0 , 0 
Pierre Schoeman,Prop,edinburgh,2019, 0 , 0 , 152 , 78 , 7 , 4 , 19 , 3 , 0 , 0 , 0 , 94 , 9 , 5 , 3 , 9 , 0 , 0 
Sam Skinner,Lock 4,exeter-chiefs,2019, 0 , 0 , 21 , 10 , 1 , 1 , 5 , 3 , 0 , 0 , 0 , 10 , 0 , 1 , 1 , 0 , 0 , 0 
Stuart McInally,Hooker,edinburgh,2019, 0 , 0 , 38 , 19 , 3 , 1 , 5 , 0 , 0 , 0 , 0 , 42 , 1 , 0 , 2 , 3 , 1 , 0 
Viliame Mata,Number 8,edinburgh,2019, 0 , 0 , 116 , 38 , 10 , 0 , 14 , 3 , 0 , 0 , 0 , 34 , 5 , 0 , 1 , 3 , 1 , 0 
WP Nel,Prop,edinburgh,2019, 0 , 0 , 3 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 13 , 0 , 0 , 0 , 1 , 0 , 0 
Ben Vellacott,Scrum half,edinburgh,2019,,,,,,,,,,,,,,,,,,
Blair Kinghorn,Fullback,edinburgh,2019, 10 , 2 , 101 , 31 , 4 , 3 , 21 , 5 , 14 , 0 , 0 , 16 , 5 , 1 , 2 , 1 , 0 , 0 
Charlie Savala,Fullback,edinburgh,2019,,,,,,,,,,,,,,,,,,
Chris Dean,Centre,edinburgh,2019,,,,,,,,,,,,,,,,,,
Darcy Graham,Wing,edinburgh,2019, 10 , 2 , 90 , 12 , 7 , 1 , 11 , 1 , 1 , 0 , 0 , 15 , 1 , 0 , 1 , 0 , 0 , 0 
Henry Immelman,Fullback,edinburgh,2019,,,,,,,,,,,,,,,,,,
Henry Pyrgos,Scrum half,edinburgh,2019, 5 , 1 , 17 , 15 , 1 , 1 , 315 , 2 , 53 , 0 , 0 , 11 , 0 , 0 , 3 , 0 , 0 , 0 
Jaco van der Walt,Fly half,edinburgh,2019, 59 , 2 , 43 , 19 , 6 , 3 , 70 , 1 , 27 , 11 , 9 , 28 , 3 , 1 , 4 , 0 , 0 , 0 
James Lang,Fly half,edinburgh,2019,,,,,,,,,,,,,,,,,,
Mac Sykes,Scrum half,edinburgh,2019,,,,,,,,,,,,,,,,,,
Mark Bennett,Centre,edinburgh,2019, 22 , 4 , 224 , 51 , 20 , 8 , 24 , 8 , 6 , 1 , 0 , 42 , 12 , 3 , 7 , 3 , 0 , 0 
Alec Hepburn,Prop,exeter-chiefs,2019, 5 , 1 , 110 , 80 , 1 , 0 , 29 , 4 , 1 , 0 , 0 , 89 , 7 , 0 , 5 , 12 , 0 , 0 
Anthony Dickinson,Prop,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Ben Moon,Prop,exeter-chiefs,2019, 15 , 3 , 69 , 40 , 4 , 1 , 8 , 0 , 0 , 0 , 0 , 51 , 8 , 0 , 2 , 7 , 1 , 0 
Callum Bradbury,Lock,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Christ Tshiunza,Lock,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Christ Tshiunza ,Lock,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Dave Ewers,Flanker 7,exeter-chiefs,2019, 5 , 1 , 236 , 130 , 5 , 5 , 22 , 2 , 0 , 0 , 0 , 125 , 9 , 4 , 7 , 7 , 1 , 0 
David Attoub,Prop,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Don Armand,Flanker 7,exeter-chiefs,2019, 15 , 3 , 62 , 40 , 7 , 4 , 17 , 2 , 0 , 0 , 0 , 67 , 11 , 4 , 3 , 3 , 0 , 0 
Gilles Valette,Hooker,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Harry Williams,Prop,exeter-chiefs,2019, 15 , 3 , 75 , 51 , 1 , 2 , 22 , 3 , 0 , 0 , 0 , 104 , 12 , 1 , 4 , 13 , 1 , 1 
Jack Innard,Hooker,exeter-chiefs,2019, 0 , 0 , 7 , 4 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 13 , 1 , 0 , 1 , 0 , 0 , 0 
Jack Yeandle,Hooker,exeter-chiefs,2019, 0 , 0 , 134 , 83 , 3 , 7 , 23 , 2 , 0 , 0 , 0 , 80 , 9 , 4 , 16 , 3 , 0 , 0 
Jacques Vermeulen,Flanker 7,exeter-chiefs,2019, 15 , 3 , 262 , 126 , 5 , 4 , 41 , 9 , 0 , 0 , 0 , 152 , 18 , 6 , 6 , 10 , 0 , 0 
James Kenny,Prop,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Jannes Kirsten,Flanker 7,exeter-chiefs,2019, 5 , 1 , 149 , 83 , 2 , 1 , 7 , 3 , 0 , 0 , 0 , 91 , 6 , 5 , 9 , 8 , 0 , 0 
Jean Jo Marmouyet,Flanker 6,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Jean-Blaise Lespinasse,Lock,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Jonny Gray,Lock,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Jordan Seneca,Hooker,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Jose Ramon Ayarza,Prop,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Josh Iosefa-Scott,Prop,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Marcus Street,Prop,exeter-chiefs,2019, 5 , 1 , 26 , 14 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 38 , 2 , 1 , 1 , 6 , 0 , 0 
Richard Capstick,Flanker 6,exeter-chiefs,2019, 5 , 1 , 55 , 18 , 0 , 1 , 3 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 2 , 0 , 0 , 0 
Ryan McCauley,Flanker 6,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Sam Nixon,Prop,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Sean Lonsdale,Lock,exeter-chiefs,2019, 5 , 1 , 27 , 20 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 29 , 0 , 2 , 2 , 2 , 0 , 0 
Sean O'Brien,Flanker 7,london-irish,2019,,,,,,,,,,,,,,,,,,
Steffan Liebig,Lock,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Tom Donnelly,Lock,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Will Witty,Lock,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
William Keast,Prop,exeter-chiefs,2019, 0 , 0 , 31 , 15 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 1 , 0 , 0 
Ambrose Curtis,Wing,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Benjamin Thiery,Fly half,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Chris Auld,Centre,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Dafydd Jenkins,Fullback,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Facundo Cordero,Fullback,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Harvey Skinner,Fly half,exeter-chiefs,2019, 2 , 0 , 16 , 4 , 0 , 0 , 27 , 0 , 0 , 1 , 0 , 6 , 2 , 0 , 1 , 0 , 0 , 0 
Henry Slade,Centre,exeter-chiefs,2019, 20 , 4 , 211 , 54 , 10 , 10 , 53 , 5 , 18 , 0 , 0 , 55 , 25 , 4 , 6 , 3 , 1 , 0 
Ian Whitten,Centre,exeter-chiefs,2019, 0 , 0 , 177 , 57 , 5 , 6 , 53 , 3 , 7 , 0 , 0 , 57 , 15 , 7 , 3 , 4 , 0 , 0 
Iban Etcheverry,Wing,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Isa Nacewa,Centre,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Jack Maunder,Scrum half,exeter-chiefs,2019, 10 , 2 , 73 , 21 , 1 , 0 , 654 , 0 , 67 , 0 , 0 , 39 , 3 , 4 , 5 , 1 , 0 , 0 
Jack Nowell,Wing,exeter-chiefs,2019, 5 , 1 , 353 , 75 , 29 , 17 , 17 , 9 , 6 , 0 , 0 , 33 , 4 , 4 , 9 , 1 , 0 , 0 
Jamie Murphy,Centre,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Joe Simmonds,Fly half,exeter-chiefs,2019, 143 , 2 , 167 , 57 , 9 , 7 , 313 , 3 , 34 , 44 , 15 , 92 , 22 , 5 , 10 , 2 , 0 , 0 
Josh Hodge,,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Laurent Bourda-Couhet,Wing,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Lewis Pearson,,exeter-chiefs,2019, 0 , 0 , 12 , 6 , 1 , 1 , 1 , 0 , 0 , 0 , 0 , 4 , 1 , 1 , 2 , 0 , 0 , 0 
Max Norey,,exeter-chiefs,2019, 0 , 0 , 3 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 
Ollie Burrows,Fullback,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Ollie Devoto,Centre,exeter-chiefs,2019, 0 , 0 , 123 , 46 , 7 , 6 , 38 , 2 , 3 , 0 , 0 , 41 , 10 , 0 , 4 , 5 , 0 , 0 
Ollie Leatherbarrow,Fullback,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Olly Woodburn,Wing,exeter-chiefs,2019, 10 , 2 , 282 , 71 , 18 , 12 , 25 , 7 , 4 , 0 , 0 , 37 , 15 , 2 , 8 , 2 , 0 , 0 
Owain Leonard,Scrum half,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Patrick Schickerling,,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Ray Parkinson,Centre,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Rus Tuima,,exeter-chiefs,2019, 0 , 0 , 16 , 12 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 
Sam Maunder,Scrum half,exeter-chiefs,2019, 0 , 0 , 2 , 2 , 0 , 0 , 183 , 1 , 20 , 0 , 0 , 10 , 1 , 0 , 4 , 2 , 0 , 0 
Santiago Grondona,,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Stu Townsend,Scrum half,exeter-chiefs,2019, 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 4 , 0 , 0 , 4 , 2 , 2 , 2 , 0 , 0 , 0 
Thibault Lacroix,Centre,exeter-chiefs,2019,,,,,,,,,,,,,,,,,,
Tom Hendrickson,Centre,exeter-chiefs,2019, 5 , 1 , 97 , 47 , 1 , 1 , 16 , 3 , 1 , 0 , 0 , 30 , 1 , 1 , 8 , 1 , 0 , 0 
Tom O'Flaherty,Centre,exeter-chiefs,2019, 20 , 4 , 538 , 114 , 45 , 23 , 40 , 6 , 12 , 0 , 0 , 59 , 11 , 5 , 13 , 3 , 1 , 0 
Alex Craig,Lock,gloucester,2019, 0 , 0 , 46 , 29 , 3 , 0 , 7 , 0 , 0 , 0 , 0 , 74 , 5 , 5 , 0 , 6 , 0 , 0 
Alex Seville,Prop,gloucester,2019, 0 , 0 , 0 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 20 , 0 , 2 , 1 , 3 , 0 , 0 
Andrew Davidson,Lock,gloucester,2019,,,,,,,,,,,,,,,,,,
Ben Morgan,Number 8,gloucester,2019, 15 , 3 , 232 , 86 , 8 , 5 , 48 , 4 , 2 , 0 , 0 , 110 , 9 , 1 , 6 , 2 , 0 , 0 
Ciaran Knight,Prop,gloucester,2019, 0 , 0 , 5 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 1 , 0 , 1 , 4 , 0 , 0 
Ed Slater,Lock,gloucester,2019, 0 , 0 , 69 , 18 , 2 , 1 , 8 , 1 , 0 , 0 , 0 , 16 , 3 , 4 , 3 , 0 , 0 , 0 
Fraser Balmain,Prop,gloucester,2019, 0 , 0 , 63 , 42 , 2 , 1 , 11 , 1 , 0 , 0 , 0 , 53 , 2 , 1 , 4 , 9 , 0 , 0 
Freddie Clarke,Number 8,gloucester,2019, 0 , 0 , 107 , 46 , 1 , 3 , 17 , 1 , 0 , 0 , 0 , 69 , 4 , 3 , 2 , 2 , 1 , 0 
Harry Elrington,Prop,gloucester,2019,,,,,,,,,,,,,,,,,,
Henry Walker,Hooker,gloucester,2019, 0 , 0 , 12 , 7 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 9 , 2 , 0 , 3 , 0 , 0 , 0 
Jack Singleton,Hooker,gloucester,2019,,,,,,,,,,,,,,,,,,
Jamal Ford-Robinson,Prop,gloucester,2019, 0 , 0 , 23 , 17 , 1 , 0 , 4 , 2 , 0 , 0 , 0 , 52 , 8 , 1 , 3 , 10 , 0 , 0 
Jordy Reid,Flanker 6,gloucester,2019,,,,,,,,,,,,,,,,,,
Kirill Gotovtsev,Prop,gloucester,2019,,,,,,,,,,,,,,,,,,
Lewis Ludlow,Flanker 6,gloucester,2019, 20 , 4 , 144 , 53 , 5 , 3 , 17 , 2 , 0 , 0 , 0 , 153 , 11 , 10 , 8 , 13 , 2 , 0 
Matias Alemanno,Lock,gloucester,2019,,,,,,,,,,,,,,,,,,
Matt Moulds,Hooker,gloucester,2019,,,,,,,,,,,,,,,,,,
Pat MacArthur,Hooker,gloucester,2019,,,,,,,,,,,,,,,,,,
Ruan Ackermann,Flanker 7,gloucester,2019, 5 , 1 , 245 , 95 , 9 , 5 , 27 , 8 , 0 , 0 , 0 , 127 , 4 , 12 , 6 , 8 , 0 , 0 
Santiago Socino,Hooker,gloucester,2019,,,,,,,,,,,,,,,,,,
Thomas Bianchin,Hooker,gloucester,2019,,,,,,,,,,,,,,,,,,
Val Rapava Ruskin,Prop,gloucester,2019, 0 , 0 , 62 , 40 , 0 , 0 , 17 , 1 , 0 , 0 , 0 , 75 , 11 , 2 , 4 , 10 , 0 , 0 
Wian Conradie,Flanker 7,gloucester,2019,,,,,,,,,,,,,,,,,,
Yan Rosetti,Hooker,gloucester,2019,,,,,,,,,,,,,,,,,,
 Louis Hillman-Cooper ,Fullback,gloucester,2019,,,,,,,,,,,,,,,,,,
Adam Hastings,Fly Half,gloucester,2019,,,,,,,,,,,,,,,,,,
Alex Morgan,,gloucester,2019,,,,,,,,,,,,,,,,,,
Beka Tsiklauri,Fly half,gloucester,2019,,,,,,,,,,,,,,,,,,
Ben Meehan,Scrum half,gloucester,2019,,,,,,,,,,,,,,,,,,
