,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Trevor Nyakane,Prop,south-africa-a,2021, 0 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 0 , 2 , 0 , 0 
Vincent Koch,Prop,south-africa-a,2021, 0 , 0 , 5 , 4 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 20 , 3 , 0 , 0 , 3 , 0 , 0 
Andre Esterhuizen,Centre,south-africa,2021,,,,,,,,,,,,,,,,,,
Aphelele Fassi,Fullback,south-africa-a,2021, 5 , 1 , 22 , 11 , 0 , 0 , 4 , 0 , 2 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 
Canan Moodie,Right wing,south-africa,2021,,,,,,,,,,,,,,,,,,
Cheslin Kolbe,Fullback,south-africa-a,2021, 0 , 0 , 26 , 7 , 3 , 0 , 6 , 2 , 0 , 0 , 0 , 5 , 3 , 0 , 0 , 0 , 0 , 0 
Damian Willemse,Fly half,south-africa-a,2021, 0 , 0 , 0 , 1 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 16 , 0 , 0 , 0 , 0 , 0 , 0 
Damian de Allende,Centre,south-africa-a,2021, 0 , 0 , 13 , 5 , 0 , 0 , 3 , 0 , 2 , 0 , 0 , 12 , 2 , 3 , 2 , 0 , 0 , 0 
Elton Jantjies,Fly half,south-africa-a,2021, 4 , 0 , -2 , 1 , 0 , 0 , 8 , 0 , 9 , 2 , 0 , 6 , 2 , 2 , 2 , 0 , 0 , 0 
Evan Roos,Number 8,south-africa,2021,,,,,,,,,,,,,,,,,,
Francois de Klerk,Scrum Half,south-africa-a,2021, 0 , 0 , 0 , 1 , 0 , 0 , 39 , 1 , 16 , 0 , 0 , 4 , 5 , 0 , 0 , 3 , 1 , 0 
Frans Steyn,Centre,south-africa,2021, 9 , 0 , 78 , 44 , 6 , 0 , 18 , 3 , 15 , 0 , 3 , 24 , 4 , 4 , 5 , 9 , 0 , 0 
Grant Williams,Scrum half,south-africa,2021,,,,,,,,,,,,,,,,,,
Handre Pollard,Fly half,south-africa,2021, 141 , 0 , 88 , 47 , 4 , 0 , 120 , 6 , 68 , 9 , 41 , 47 , 9 , 1 , 12 , 7 , 0 , 0 
Hershel Jantjies,Scrum half,south-africa-a,2021, 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 
Jacobus Reinach,Scrum half,south-africa-a,2021, 0 , 0 , 14 , 2 , 0 , 1 , 32 , 2 , 7 , 0 , 0 , 4 , 0 , 0 , 3 , 0 , 0 , 0 
Jaden Hendrikse,Scrum Half,south-africa,2021, 5 , 1 , 9 , 1 , 1 , 1 , 7 , 0 , 3 , 0 , 0 , 5 , 0 , 0 , 2 , 1 , 0 , 0 
Jesse Kriel,Centre,south-africa-a,2021, 0 , 0 , 3 , 4 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 6 , 2 , 1 , 0 , 0 , 0 , 0 
Kurt-Lee Arendse,Full Back,south-africa,2021,,,,,,,,,,,,,,,,,,
Lukhanyo Am,Centre,south-africa-a,2021, 5 , 1 , 5 , 3 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 8 , 1 , 1 , 0 , 0 , 0 , 0 
Makazole Mapimpi,Wing,south-africa,2021, 30 , 6 , 95 , 44 , 7 , 5 , 13 , 5 , 3 , 0 , 0 , 40 , 9 , 1 , 11 , 6 , 0 , 0 
Ntuthuko Mchunu,Prop,south-africa,2021,,,,,,,,,,,,,,,,,,
Warrick Gelant,Fullback,south-africa,2021,,,,,,,,,,,,,,,,,,
Willie Le Roux,Fullback,south-africa-a,2021, 0 , 0 , 4 , 2 , 0 , 0 , 3 , 0 , 5 , 0 , 0 , 5 , 1 , 2 , 0 , 1 , 0 , 0 
Andrew Porter,Prop,ireland,2021, 5 , 1 , 94 , 47 , 1 , 0 , 8 , 0 , 0 , 0 , 0 , 40 , 6 , 2 , 2 , 8 , 0 , 0 
Caelan Doris,Number 8,ireland,2021, 10 , 2 , 184 , 58 , 3 , 2 , 23 , 5 , 0 , 0 , 0 , 54 , 7 , 4 , 13 , 1 , 0 , 0 
Cian Healy,Prop,ireland,2021, 10 , 2 , 21 , 18 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 40 , 8 , 1 , 4 , 3 , 0 , 0 
Cian Prendergast,Number 8,ireland,2021,,,,,,,,,,,,,,,,,,
Dan Sheehan,Hooker,ireland,2021, 5 , 1 , 28 , 11 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 16 , 0 , 1 , 2 , 2 , 0 , 0 
Dave Heffernan,Hooker,ireland,2021, 0 , 0 , 10 , 2 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 1 , 0 , 0 
Dave Kilcoyne,Prop,ireland,2021, 0 , 0 , 29 , 20 , 2 , 0 , 7 , 1 , 0 , 0 , 0 , 28 , 4 , 1 , 0 , 5 , 0 , 0 
Ed Byrne,Loosehead Prop,ireland,2021, 0 , 0 , 9 , 5 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 11 , 2 , 1 , 0 , 0 , 0 , 0 
Finlay Bealham,Prop,ireland,2021, 10 , 2 , 12 , 5 , 2 , 0 , 1 , 0 , 0 , 0 , 0 , 18 , 1 , 0 , 0 , 0 , 0 , 0 
Gavin Coombes,Flanker 6,ireland,2021, 5 , 1 , 31 , 13 , 2 , 0 , 8 , 2 , 0 , 0 , 0 , 11 , 0 , 1 , 2 , 1 , 0 , 0 
Iain Henderson,Lock,ireland,2021, 10 , 2 , 108 , 57 , 5 , 1 , 18 , 3 , 0 , 0 , 0 , 59 , 4 , 17 , 5 , 3 , 0 , 0 
Jack Conan,Number 8,ireland,2021, 5 , 1 , 94 , 39 , 2 , 3 , 16 , 6 , 0 , 0 , 0 , 25 , 5 , 4 , 2 , 1 , 0 , 0 
James Ryan,Lock,ireland,2021, 0 , 0 , 131 , 64 , 1 , 0 , 18 , 3 , 0 , 0 , 0 , 73 , 2 , 9 , 8 , 5 , 0 , 0 
Jeremy Loughman,Prop,ireland,2021,,,,,,,,,,,,,,,,,,
Joe McCarthy,Lock 5,ireland,2021,,,,,,,,,,,,,,,,,,
Josh Van der Flier,Flanker 7,ireland,2021, 10 , 2 , 106 , 43 , 3 , 0 , 26 , 3 , 0 , 0 , 0 , 52 , 6 , 1 , 4 , 1 , 0 , 0 
Kieran Treadwell,Lock,ireland,2021,,,,,,,,,,,,,,,,,,
Michael Bent,Tighthead Prop,ireland,2021,,,,,,,,,,,,,,,,,,
Niall Scannell,Hooker,ireland,2021,,,,,,,,,,,,,,,,,,
Nick Timoney,Number 8,ireland,2021, 5 , 1 , 0 , 3 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 7 , 0 , 1 , 0 , 1 , 0 , 0 
Peter O'Mahony,Flanker 7,ireland,2021, 0 , 0 , 43 , 31 , 0 , 0 , 14 , 1 , 0 , 0 , 0 , 32 , 5 , 5 , 1 , 4 , 0 , 1 
Rob Herring,Hooker,ireland,2021, 0 , 0 , 17 , 10 , 0 , 0 , 15 , 0 , 0 , 0 , 0 , 38 , 9 , 1 , 4 , 3 , 0 , 0 
Ronan Kelleher,Hooker,ireland,2021, 25 , 5 , 77 , 47 , 3 , 2 , 17 , 3 , 0 , 0 , 0 , 53 , 1 , 4 , 10 , 4 , 0 , 0 
Ryan Baird,Lock,ireland,2021, 0 , 0 , 74 , 23 , 1 , 1 , 6 , 2 , 0 , 0 , 0 , 23 , 8 , 1 , 0 , 0 , 0 , 0 
Tadgh Beirne,Lock,ireland,2021, 10 , 2 , 93 , 52 , 5 , 1 , 32 , 4 , 0 , 0 , 0 , 47 , 5 , 10 , 5 , 6 , 0 , 0 
Tadhg Furlong,Tighthead Prop,ireland,2021, 0 , 0 , 93 , 53 , 3 , 1 , 23 , 2 , 0 , 0 , 0 , 41 , 6 , 0 , 5 , 4 , 0 , 0 
Tom O'Toole,Prop,ireland,2021, 0 , 0 , 3 , 3 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 13 , 0 , 0 , 1 , 0 , 0 , 0 
Andrew Conway,Wing,ireland,2021, 15 , 3 , 85 , 18 , 2 , 2 , 16 , 4 , 4 , 0 , 0 , 10 , 0 , 0 , 2 , 3 , 0 , 0 
Bundee Aki,Centre,ireland,2021, 5 , 1 , 64 , 26 , 1 , 1 , 22 , 5 , 0 , 0 , 0 , 20 , 3 , 1 , 3 , 1 , 0 , 1 
Ciaran Frawley,Fly half,ireland,2021,,,,,,,,,,,,,,,,,,
Conor Murray,Scrum half,ireland,2021, 0 , 0 , 8 , 7 , 0 , 0 , 236 , 0 , 35 , 0 , 0 , 18 , 6 , 0 , 2 , 4 , 1 , 0 
Craig Casey,Scrum Half,ireland,2021, 0 , 0 , 9 , 8 , 0 , 0 , 140 , 2 , 10 , 0 , 0 , 7 , 1 , 0 , 2 , 2 , 0 , 0 
Garry Ringrose,Centre,ireland,2021, 10 , 2 , 225 , 72 , 13 , 2 , 48 , 8 , 8 , 0 , 0 , 40 , 12 , 2 , 10 , 5 , 0 , 0 
Hugo Keenan,Fullback,ireland,2021, 10 , 2 , 249 , 77 , 17 , 3 , 64 , 4 , 17 , 0 , 0 , 23 , 9 , 1 , 6 , 1 , 0 , 0 
Jack Carty,Fly half,ireland,2021,,,,,,,,,,,,,,,,,,
James Hume,Centre 13,ireland,2021, 0 , 0 , 34 , 10 , 1 , 1 , 7 , 2 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 
James Lowe,Left Wing,ireland,2021, 10 , 2 , 338 , 73 , 10 , 8 , 47 , 15 , 39 , 0 , 0 , 21 , 7 , 1 , 12 , 2 , 0 , 0 
Jamison Gibson-Park,Scrum Half,ireland,2021, 5 , 1 , 79 , 26 , 6 , 1 , 492 , 6 , 59 , 0 , 0 , 23 , 11 , 0 , 9 , 3 , 0 , 0 
Jimmy O'Brien,Centre,ireland,2021,,,,,,,,,,,,,,,,,,
Joey Carbery,Fly half,ireland,2021, 56 , 0 , 59 , 16 , 1 , 1 , 67 , 4 , 22 , 16 , 8 , 26 , 10 , 1 , 6 , 3 , 0 , 0 
Johnny Sexton,Fly Half,ireland,2021, 88 , 1 , 66 , 33 , 8 , 1 , 147 , 8 , 40 , 16 , 17 , 42 , 1 , 0 , 9 , 3 , 0 , 0 
Jordan Larmour,Wing,ireland,2021, 0 , 0 , 40 , 12 , 7 , 1 , 9 , 3 , 3 , 0 , 0 , 4 , 2 , 0 , 2 , 1 , 0 , 0 
Keith Earls,Wing,ireland,2021, 10 , 2 , 102 , 24 , 6 , 3 , 13 , 0 , 4 , 0 , 0 , 31 , 7 , 2 , 5 , 2 , 0 , 0 
Michael Lowry,Fullback,ireland,2021,,,,,,,,,,,,,,,,,,
Robbie Henshaw,Centre,ireland,2021, 5 , 1 , 121 , 73 , 6 , 1 , 49 , 4 , 4 , 0 , 0 , 38 , 5 , 1 , 3 , 1 , 0 , 0 
Robert Baloucoune,Wing,ireland,2021, 5 , 1 , 157 , 19 , 5 , 2 , 5 , 3 , 0 , 0 , 0 , 9 , 2 , 2 , 2 , 1 , 0 , 0 
Simon Westraadt,,ireland,2021,,,,,,,,,,,,,,,,,,
Stuart McCloskey,Centre,ireland,2021, 10 , 2 , 84 , 21 , 4 , 0 , 21 , 0 , 0 , 0 , 0 , 22 , 1 , 0 , 1 , 3 , 0 , 0 
Allan Dell,Prop,scotland,2021,,,,,,,,,,,,,,,,,,
Andy Christie,Flanker 6,scotland,2021,,,,,,,,,,,,,,,,,,
David Cherry,Hooker,scotland,2021, 15 , 3 , 24 , 13 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 12 , 3 , 0 , 4 , 2 , 0 , 0 
Ewan Ashman,Hooker,scotland,2021, 5 , 1 , 12 , 3 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 5 , 2 , 0 , 0 
Fraser Brown,Hooker,scotland,2021,,,,,,,,,,,,,,,,,,
George Turner,Hooker,scotland,2021, 5 , 1 , 39 , 34 , 1 , 0 , 9 , 1 , 0 , 0 , 0 , 47 , 8 , 1 , 11 , 1 , 0 , 0 
Glen Young,Lock,scotland,2021,,,,,,,,,,,,,,,,,,
Grant Gilchrist,Lock,scotland,2021, 0 , 0 , 28 , 22 , 0 , 0 , 16 , 0 , 0 , 0 , 0 , 49 , 1 , 1 , 1 , 2 , 0 , 0 
Hamish Watson,Flanker 7,scotland,2021, 10 , 2 , 107 , 71 , 3 , 0 , 17 , 1 , 0 , 0 , 0 , 87 , 0 , 6 , 5 , 1 , 0 , 0 
Jack Dempsey,Flanker 6,scotland,2021,,,,,,,,,,,,,,,,,,
Jamie Bhattie,Prop,scotland,2021, 0 , 0 , 9 , 4 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 11 , 0 , 0 , 0 , 3 , 0 , 0 
Jamie Hodgson,Lock,scotland,2021, 0 , 0 , 10 , 7 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 18 , 1 , 2 , 2 , 2 , 0 , 0 
Jamie Ritchie,Openside Flanker,scotland,2021, 0 , 0 , 63 , 32 , 1 , 0 , 20 , 4 , 2 , 0 , 0 , 80 , 3 , 5 , 4 , 9 , 1 , 0 
Javan Sebastian,Prop,scotland,2021, 0 , 0 , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 
Jonny Gray,Lock,scotland,2021, 0 , 0 , 9 , 26 , 1 , 1 , 6 , 0 , 0 , 0 , 0 , 32 , 0 , 3 , 0 , 1 , 0 , 0 
Josh Bayliss,Blindside Flanker,scotland,2021, 0 , 0 , 13 , 8 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 13 , 0 , 1 , 0 , 1 , 0 , 0 
Luke Crosbie,Flanker 6,scotland,2021, 0 , 0 , 3 , 6 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 0 
Magnus Bradbury,Blindside Flanker,scotland,2021,,,,,,,,,,,,,,,,,,
Matt Fagerson,Flanker 7,scotland,2021, 0 , 0 , 71 , 85 , 2 , 0 , 23 , 4 , 0 , 0 , 0 , 58 , 1 , 1 , 5 , 4 , 0 , 0 
Nick Haining,Number 8,scotland,2021, 5 , 1 , 50 , 21 , 2 , 0 , 9 , 2 , 1 , 0 , 0 , 24 , 6 , 2 , 1 , 2 , 0 , 0 
Pierre Schoeman,Prop,scotland,2021, 5 , 1 , 33 , 19 , 0 , 0 , 7 , 1 , 0 , 0 , 0 , 25 , 1 , 1 , 4 , 1 , 0 , 0 
Rory Darge,Flanker 7,scotland,2021,,,,,,,,,,,,,,,,,,
Rory Sutherland,Prop,scotland,2021, 0 , 0 , 13 , 26 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 35 , 0 , 0 , 1 , 7 , 0 , 0 
Sam Skinner,Lock 4,scotland,2021, 0 , 0 , 16 , 16 , 0 , 0 , 10 , 0 , 0 , 0 , 0 , 25 , 2 , 3 , 3 , 2 , 0 , 0 
Scott Cummings,Lock,scotland,2021, 0 , 0 , 18 , 17 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 26 , 1 , 1 , 2 , 3 , 0 , 0 
Stuart McInally,Hooker,scotland,2021, 5 , 1 , 22 , 18 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 18 , 0 , 0 , 3 , 0 , 0 , 0 
WP Nel,Prop,scotland,2021, 0 , 0 , -1 , 6 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 13 , 1 , 0 , 0 , 0 , 0 , 0 
Zander Fagerson,Prop,scotland,2021, 0 , 0 , 33 , 47 , 0 , 0 , 11 , 0 , 0 , 0 , 0 , 41 , 1 , 0 , 4 , 13 , 0 , 1 
Adam Hastings,Fly Half,scotland,2021, 2 , 0 , 7 , 4 , 0 , 0 , 7 , 1 , 1 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 
Ali Price,Scrum half,scotland,2021, 0 , 0 , 8 , 18 , 3 , 0 , 492 , 5 , 48 , 0 , 0 , 38 , 6 , 2 , 8 , 6 , 0 , 0 
Ben Vellacott,Scrum half,scotland,2021,,,,,,,,,,,,,,,,,,
Ben White,Scrum half,scotland,2021,,,,,,,,,,,,,,,,,,
Blair Kinghorn,Fullback,scotland,2021, 6 , 1 , 12 , 9 , 1 , 0 , 25 , 6 , 2 , 3 , 0 , 10 , 4 , 1 , 2 , 0 , 0 , 0 
Cameron Redpath,Centre,scotland,2021, 0 , 0 , 18 , 5 , 2 , 1 , 3 , 0 , 2 , 0 , 0 , 5 , 1 , 1 , 1 , 0 , 0 , 0 
Chris Harris,Centre,scotland,2021, 0 , 0 , 57 , 30 , 2 , 0 , 21 , 5 , 1 , 0 , 0 , 61 , 5 , 2 , 8 , 6 , 0 , 0 
Darcy Graham,Wing,scotland,2021, 10 , 2 , 139 , 36 , 14 , 1 , 8 , 0 , 4 , 0 , 0 , 5 , 4 , 0 , 2 , 0 , 0 , 0 
Duhan van der Merwe,Wing,scotland,2021, 30 , 6 , 197 , 63 , 28 , 6 , 17 , 9 , 4 , 0 , 0 , 20 , 6 , 1 , 3 , 3 , 0 , 0 
Finn Russell,Fly half,scotland,2021, 54 , 1 , 46 , 28 , 3 , 0 , 142 , 14 , 84 , 11 , 9 , 43 , 13 , 3 , 18 , 3 , 1 , 1 
George Horne,Scrum half,scotland,2021, 0 , 0 , 10 , 6 , 0 , 1 , 23 , 0 , 1 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 
Kyle Rowe,Fullback,scotland,2021,,,,,,,,,,,,,,,,,,
Kyle Steyn,Wing,scotland,2021, 20 , 4 , 35 , 8 , 5 , 3 , 3 , 1 , 0 , 0 , 0 , 9 , 2 , 1 , 1 , 0 , 0 , 0 
Mark Bennett,Centre,scotland,2021,,,,,,,,,,,,,,,,,,
Ollie Smith,Fullback,scotland,2021,,,,,,,,,,,,,,,,,,
Rory Hutchinson,Centre,scotland,2021,,,,,,,,,,,,,,,,,,
Ross Thompson,Fullback,scotland,2021, 4 , 1 , 2 , 2 , 0 , 0 , 8 , 1 , 4 , 2 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 
Rufus McLean,,scotland,2021, 10 , 2 , 57 , 11 , 5 , 3 , 1 , 0 , 0 , 0 , 0 , 4 , 1 , 1 , 0 , 0 , 0 , 0 
Sam Johnson,Centre,scotland,2021, 5 , 1 , 63 , 29 , 13 , 1 , 35 , 0 , 2 , 0 , 0 , 44 , 7 , 1 , 4 , 0 , 0 , 0 
Sione Tuipulotu,Centre 12,scotland,2021, 0 , 0 , 12 , 9 , 0 , 1 , 8 , 1 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 
Stuart Hogg,Fullback,scotland,2021, 41 , 5 , 220 , 49 , 21 , 7 , 72 , 13 , 24 , 8 , 0 , 23 , 5 , 2 , 11 , 9 , 1 , 0 
Ben Betts,Prop,tonga,2021,,,,,,,,,,,,,,,,,,
Ben Tameifuna,Prop,tonga,2021, 0 , 0 , 20 , 11 , 1 , 0 , 3 , 0 , 0 , 0 , 0 , 4 , 2 , 2 , 0 , 2 , 0 , 0 
Dan Tuohy,Lock,tonga,2021,,,,,,,,,,,,,,,,,,
Daniel Faleafa,Flanker 6,tonga,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 0 , 0 
David Lolohea,Tight head prop,tonga,2021, 5 , 1 , 15 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 3 , 1 , 2 , 0 , 0 , 0 
Don Lolo,Lock 4,tonga,2021, 0 , 0 , 6 , 5 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 20 , 11 , 1 , 1 , 0 , 0 , 0 
Duke Nginingini,Prop,tonga,2021, 0 , 0 , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 4 , 1 , 1 , 2 , 0 , 0 
Fotu Lokotui,Flanker 7,tonga,2021, 0 , 0 , 23 , 12 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 7 , 3 , 0 , 0 , 0 , 0 , 0 
Ian Evans,Lock,tonga,2021,,,,,,,,,,,,,,,,,,
Jay Fonokalafi,Loosehead Prop,tonga,2021, 5 , 1 , 13 , 7 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 10 , 2 , 1 , 7 , 2 , 0 , 0 
Jeremy Thrush,Lock,tonga,2021,,,,,,,,,,,,,,,,,,
Jethro Felemi,Prop,tonga,2021, 0 , 0 , 4 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 18 , 2 , 0 , 0 , 1 , 0 , 0 
Leva Fifita,Lock,tonga,2021, 0 , 0 , 25 , 12 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 22 , 3 , 0 , 1 , 1 , 0 , 0 
Loni Uhila,Prop,tonga,2021, 0 , 0 , 8 , 5 , 2 , 1 , 2 , 1 , 0 , 0 , 0 , 7 , 4 , 0 , 0 , 3 , 0 , 0 
Lopeti Timani,Lock,tonga,2021, 0 , 0 , 8 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 
Lua Li,Prop,tonga,2021, 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Ma'afu Fia,Prop,tonga,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 2 , 0 , 0 , 2 , 0 , 0 
Maama Vaipulu,Number 8,tonga,2021, 0 , 0 , 10 , 6 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 10 , 2 , 0 , 1 , 0 , 0 , 0 
Mateaki Kafatolu,Flanker 6,tonga,2021, 0 , 0 , 16 , 10 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 49 , 8 , 1 , 1 , 2 , 0 , 0 
Nasi Manu,Number 8,tonga,2021, 0 , 0 , 15 , 12 , 0 , 0 , 2 , 1 , 1 , 0 , 0 , 15 , 5 , 2 , 2 , 0 , 0 , 0 
Nicola Cattina,Lock,tonga,2021,,,,,,,,,,,,,,,,,,
Onehunga Havili,Flanker 7,tonga,2021, 0 , 0 , 16 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 2 , 1 , 1 , 0 , 0 , 0 
Paula Ngauamo,Hooker,tonga,2021, 0 , 0 , 3 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 3 , 0 , 0 , 0 
Sam Dickinson,Number 8,tonga,2021,,,,,,,,,,,,,,,,,,
Samiuela Moli,Hooker,tonga,2021, 0 , 0 , 4 , 3 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 11 , 1 , 0 , 6 , 2 , 0 , 0 
Shaun Knight,Prop,tonga,2021,,,,,,,,,,,,,,,,,,
Siegfried Fisiihoi,Prop,tonga,2021, 0 , 0 , -1 , 3 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 8 , 0 , 1 , 0 , 1 , 0 , 0 
Sila Puafisi,Prop,tonga,2021, 0 , 0 , 4 , 5 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 16 , 7 , 0 , 1 , 0 , 0 , 0 
Sione Tuipolotu,Lock 4,tonga,2021, 5 , 1 , 38 , 22 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 13 , 3 , 1 , 3 , 0 , 0 , 0 
Sione Vailanu,Number 8,tonga,2021, 0 , 0 , 19 , 8 , 0 , 1 , 3 , 0 , 0 , 0 , 0 , 5 , 2 , 1 , 2 , 1 , 0 , 0 
Siua Maile,Hooker,tonga,2021, 0 , 0 , 7 , 11 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 10 , 2 , 0 , 4 , 2 , 0 , 0 
Solomone Funaki,Blindside Flanker,tonga,2021, 0 , 0 , 11 , 7 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 10 , 2 , 3 , 1 , 0 , 0 , 0 
Tanginoa Halaifonua,Lock,tonga,2021, 0 , 0 , 11 , 7 , 0 , 0 , 5 , 2 , 0 , 0 , 0 , 18 , 3 , 1 , 0 , 3 , 0 , 0 
Tom Johnson,Flanker 6,tonga,2021,,,,,,,,,,,,,,,,,,
Toma Taufa,Prop,tonga,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 1 , 0 , 0 
Valentino Mapapalangi,Flanker 6,tonga,2021, 0 , 0 , 5 , 6 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 1 , 1 , 0 , 0 
Wandile Putuma,Lock,tonga,2021,,,,,,,,,,,,,,,,,,
Zane Kapeli,Flanker 7,tonga,2021, 0 , 0 , 7 , 5 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 15 , 6 , 0 , 0 , 0 , 0 , 0 
Afeafe Haisila-Lokotui,Centre,tonga,2021, 0 , 0 , 4 , 1 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 
Afusipa Taumoepeau,Wing,tonga,2021, 0 , 0 , 8 , 3 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 11 , 2 , 1 , 0 , 1 , 0 , 0 
Aisea Halo,Scrum Half,tonga,2021, 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 2 , 2 , 0 , 0 , 1 , 1 , 0 
Atunaisa Manu,Right wing,tonga,2021,,,,,,,,,,,,,,,,,,
Cecil Afrika,Fly half,tonga,2021,,,,,,,,,,,,,,,,,,
Fine Inisi,Centre 13,tonga,2021, 0 , 0 , 15 , 7 , 1 , 0 , 4 , 3 , 0 , 0 , 0 , 16 , 0 , 1 , 1 , 0 , 0 , 0 
Hosea Saumaki,Wing,tonga,2021, 0 , 0 , 20 , 10 , 1 , 0 , 1 , 0 , 2 , 0 , 0 , 8 , 1 , 0 , 3 , 0 , 0 , 0 
JC Roos,Centre,tonga,2021,,,,,,,,,,,,,,,,,,
JacopoTrulla,,tonga,2021, 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
James Faiva,Fly half,tonga,2021, 14 , 0 , 28 , 16 , 6 , 0 , 16 , 2 , 14 , 1 , 4 , 15 , 8 , 0 , 7 , 3 , 0 , 0 
John Tapueluelu,Fullback,tonga,2021,,,,,,,,,,,,,,,,,,
Kali Hala,Fly half,tonga,2021, 0 , 0 , 3 , 5 , 0 , 0 , 7 , 0 , 9 , 0 , 0 , 12 , 5 , 0 , 1 , 0 , 0 , 0 
Kurt Morath,Fly half,tonga,2021, 0 , 0 , 0 , 0 , 0 , 0 , 13 , 0 , 13 , 0 , 0 , 7 , 4 , 0 , 1 , 1 , 0 , 0 
Leon Fukofuka,Scrum half,tonga,2021, 0 , 0 , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 2 , 0 , 0 , 0 , 0 , 0 
Luatangi Li,,canada,2021, 5 , 1 , 28 , 13 , 1 , 0 , 2 , 1 , 1 , 0 , 0 , 11 , 2 , 0 , 4 , 2 , 0 , 0 
