,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Romain Ntamack,Fly half,france,2020, 57 , 3 , 131 , 17 , 14 , 2 , 54 , 7 , 46 , 9 , 8 , 33 , 10 , 0 , 5 , 1 , 0 , 0 
Tani Vili,Centre,france,2020,,,,,,,,,,,,,,,,,,
Teddy Thomas,Wing,france,2020, 10 , 2 , 76 , 17 , 7 , 3 , 12 , 3 , 4 , 0 , 0 , 12 , 11 , 0 , 1 , 1 , 0 , 0 
Thomas Ramos,Fullback,france,2020, 14 , 0 , 54 , 11 , 3 , 1 , 19 , 2 , 12 , 1 , 4 , 1 , 0 , 0 , 1 , 0 , 0 , 0 
Virimi Vakatawa,Wing,france,2020, 10 , 2 , 164 , 38 , 7 , 2 , 13 , 7 , 1 , 0 , 0 , 39 , 8 , 2 , 3 , 2 , 0 , 0 
Yoram Moefana,Centre,france,2020, 0 , 0 , 12 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 1 , 1 , 0 , 0 , 0 
Aidan Ross,Prop,new-zealand,2020,,,,,,,,,,,,,,,,,,
Akira Ioane,Blindside Flanker,new-zealand,2020, 0 , 0 , 37 , 14 , 1 , 0 , 4 , 0 , 0 , 0 , 0 , 15 , 1 , 3 , 0 , 1 , 0 , 0 
Angus Taavao-Matau,Prop,new-zealand,2020,,,,,,,,,,,,,,,,,,
Ardie Savea,Flanker 7,new-zealand,2020, 10 , 2 , 164 , 50 , 6 , 4 , 22 , 6 , 1 , 0 , 0 , 46 , 2 , 5 , 0 , 3 , 0 , 0 
Brodie Retallick,Lock,new-zealand,2020,,,,,,,,,,,,,,,,,,
Codie Taylor,Hooker,new-zealand,2020, 5 , 1 , 15 , 19 , 0 , 0 , 12 , 1 , 0 , 0 , 0 , 35 , 3 , 3 , 7 , 1 , 0 , 0 
Dalton Papali'i,Flanker 7,new-zealand,2020, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 1 , 0 , 0 , 0 
Dane Coles,Hooker,new-zealand,2020, 10 , 2 , 55 , 14 , 1 , 2 , 6 , 0 , 1 , 0 , 0 , 28 , 1 , 1 , 3 , 1 , 0 , 0 
Ethan De Groot,Loosehead Prop,new-zealand,2020,,,,,,,,,,,,,,,,,,
George Bower,Tighthead Prop,new-zealand,2020,,,,,,,,,,,,,,,,,,
Hoskins Sotutu,Number 8,new-zealand,2020, 0 , 0 , 36 , 26 , 0 , 0 , 12 , 1 , 0 , 0 , 0 , 23 , 1 , 1 , 3 , 2 , 0 , 0 
Karl Tuinukuafe,Prop,new-zealand,2020, 5 , 1 , 15 , 8 , 1 , 0 , 3 , 0 , 0 , 0 , 0 , 9 , 3 , 0 , 3 , 3 , 0 , 0 
Nepo Laulala,Tighthead Prop,new-zealand,2020, 0 , 0 , 9 , 12 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 5 , 1 , 0 , 3 , 2 , 0 , 0 
Ofa Tuungafasi,Tighthead Prop,new-zealand,2020, 0 , 0 , 19 , 13 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 22 , 10 , 1 , 2 , 5 , 0 , 1 
Patrick Tuipulotu,Lock,new-zealand,2020, 5 , 1 , 75 , 22 , 0 , 2 , 5 , 0 , 0 , 0 , 0 , 20 , 3 , 3 , 5 , 3 , 0 , 0 
Pita Sowakula,Flanker 6,new-zealand,2020,,,,,,,,,,,,,,,,,,
Sam Cane,Openside Flanker,new-zealand,2020, 10 , 2 , 79 , 43 , 3 , 0 , 35 , 10 , 0 , 0 , 0 , 81 , 12 , 8 , 3 , 3 , 0 , 0 
Samisoni Taukei'aho,Hooker,new-zealand,2020,,,,,,,,,,,,,,,,,,
Samuel Whitelock,Lock,new-zealand,2020, 0 , 0 , 49 , 42 , 1 , 0 , 13 , 3 , 0 , 0 , 0 , 41 , 4 , 4 , 6 , 2 , 0 , 0 
Scott Barrett,Lock,new-zealand,2020, 0 , 0 , 27 , 20 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 21 , 5 , 2 , 1 , 4 , 1 , 0 
Shannon Frizell,Flanker 7,new-zealand,2020, 0 , 0 , 37 , 29 , 0 , 0 , 7 , 3 , 0 , 0 , 0 , 40 , 8 , 5 , 6 , 3 , 1 , 0 
Tupou Vaai,Lock 4,new-zealand,2020, 5 , 1 , 27 , 14 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 11 , 0 , 0 , 2 , 1 , 0 , 0 
Tyrel Lomax,Prop,maori-all-blacks,2020,,,,,,,,,,,,,,,,,,
Aaron Smith,Scrum Half,new-zealand,2020, 10 , 2 , 37 , 13 , 0 , 1 , 280 , 3 , 25 , 0 , 0 , 18 , 2 , 0 , 3 , 0 , 0 , 0 
Anton Lienert-Brown,Centre,new-zealand,2020, 0 , 0 , 69 , 30 , 3 , 1 , 21 , 8 , 2 , 0 , 0 , 47 , 2 , 5 , 1 , 1 , 0 , 0 
Beauden Barrett,Fly Half,new-zealand,2020, 0 , 0 , 108 , 32 , 8 , 2 , 45 , 11 , 33 , 0 , 0 , 18 , 7 , 3 , 7 , 1 , 0 , 0 
Braydon Ennor,Wing,new-zealand,2020,,,,,,,,,,,,,,,,,,
Caleb Clarke,Left Wing,new-zealand,2020, 5 , 1 , 198 , 47 , 12 , 6 , 8 , 2 , 0 , 0 , 0 , 12 , 1 , 1 , 8 , 1 , 0 , 0 
David Kaetau Havili,Wing,new-zealand,2020,,,,,,,,,,,,,,,,,,
Finlay Christie,Scrum Half,new-zealand,2020,,,,,,,,,,,,,,,,,,
Fletcher Newell,,new-zealand,2020,,,,,,,,,,,,,,,,,,
Folau Fakatava,Scrum half,new-zealand,2020,,,,,,,,,,,,,,,,,,
Jordie Barrett,Fullback,new-zealand,2020, 28 , 3 , 176 , 40 , 8 , 6 , 17 , 1 , 13 , 2 , 3 , 32 , 11 , 3 , 7 , 3 , 1 , 0 
Leicester Fainga'anuku,Wing,new-zealand,2020,,,,,,,,,,,,,,,,,,
Quinn Tupaea,Centre 13,new-zealand,2020,,,,,,,,,,,,,,,,,,
Richie Mo'unga,Fly half,new-zealand,2020, 48 , 2 , 189 , 44 , 19 , 2 , 111 , 9 , 36 , 13 , 4 , 27 , 7 , 2 , 9 , 4 , 0 , 0 
Rieko Ioane,Wing,new-zealand,2020, 10 , 2 , 97 , 21 , 5 , 2 , 17 , 2 , 0 , 0 , 0 , 21 , 4 , 1 , 5 , 1 , 0 , 0 
Roger Tuivasa-Sheck,Centre 12,new-zealand,2020,,,,,,,,,,,,,,,,,,
Sevu Reece,Right Wing,new-zealand,2020, 0 , 0 , 44 , 9 , 4 , 1 , 4 , 1 , 0 , 0 , 0 , 5 , 2 , 0 , 0 , 2 , 0 , 0 
Stephen Perofeta,Fly half,new-zealand,2020,,,,,,,,,,,,,,,,,,
Will Jordan,Fullback,new-zealand,2020, 10 , 2 , 120 , 4 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 
AndreaZambonin,Lock 4,italy,2020,,,,,,,,,,,,,,,,,,
Braam Steyn,Flanker 7,italy,2020, 0 , 0 , 94 , 57 , 2 , 0 , 9 , 2 , 0 , 0 , 0 , 73 , 12 , 5 , 10 , 5 , 0 , 0 
Cherif Traore,Prop,italy,2020,,,,,,,,,,,,,,,,,,
Danilo Fischetti,Prop,italy,2020, 0 , 0 , 37 , 38 , 1 , 0 , 20 , 6 , 0 , 0 , 0 , 42 , 11 , 3 , 2 , 6 , 0 , 0 
David Sisi,Blindside Flanker,italy,2020, 0 , 0 , 7 , 5 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 0 
Federico Ruzza,Lock,italy,2020, 0 , 0 , -1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 
Giacomo Nicotera,Hooker,italy,2020,,,,,,,,,,,,,,,,,,
Gianmarco Lucchesi,,italy,2020, 0 , 0 , 2 , 8 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 13 , 0 , 0 , 4 , 1 , 0 , 0 
Giosue Zilocchi,Tighthead Prop,italy,2020, 0 , 0 , 40 , 32 , 1 , 1 , 10 , 1 , 0 , 0 , 0 , 74 , 7 , 3 , 3 , 11 , 0 , 0 
Giovanni Pettinelli,Openside Flanker,italy,2020,,,,,,,,,,,,,,,,,,
Hame Faiva,Hooker,italy,2020,,,,,,,,,,,,,,,,,,
Ivan Nemer,Loosehead Prop,italy,2020,,,,,,,,,,,,,,,,,,
Luca Bigi,Hooker,italy,2020, 0 , 0 , 39 , 36 , 1 , 1 , 10 , 0 , 0 , 0 , 0 , 76 , 7 , 1 , 13 , 5 , 0 , 0 
Manuel Zuliani,Number 8,italy,2020,,,,,,,,,,,,,,,,,,
Marco Fuser,Lock,italy,2020,,,,,,,,,,,,,,,,,,
Michele Lamaro,Openside Flanker,italy,2020, 0 , 0 , 10 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 15 , 1 , 0 , 0 , 0 , 0 , 0 
Niccolo Cannone,Lock 4,italy,2020, 0 , 0 , 99 , 59 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 81 , 9 , 2 , 6 , 1 , 0 , 0 
Pietro Ceccarelli,Prop,italy,2020, 0 , 0 , 12 , 7 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 17 , 1 , 0 , 3 , 1 , 0 , 0 
Sebastian Negri da Ollegio,Openside Flanker,italy,2020, 0 , 0 , 131 , 53 , 2 , 1 , 7 , 1 , 0 , 0 , 0 , 49 , 4 , 0 , 6 , 5 , 0 , 0 
Tiziano Pasquali,Tight head prop,italy,2020,,,,,,,,,,,,,,,,,,
Toa Halafihi,Number 8,italy,2020,,,,,,,,,,,,,,,,,,
Alessandro Fusco,Fullback,italy,2020,,,,,,,,,,,,,,,,,,
Ange Capuozzo,Fullback,italy,2020,,,,,,,,,,,,,,,,,,
Callum Braley,Scrum half,italy,2020, 0 , 0 , 3 , 6 , 0 , 0 , 213 , 1 , 4 , 0 , 0 , 20 , 2 , 3 , 4 , 0 , 0 , 0 
Edoardo Padovani,Fullback,italy,2020, 5 , 1 , 16 , 4 , 1 , 0 , 1 , 0 , 1 , 0 , 0 , 6 , 1 , 1 , 1 , 0 , 0 , 0 
Federico Mori,Left wing,italy,2020, 0 , 0 , 36 , 13 , 0 , 1 , 4 , 2 , 2 , 0 , 0 , 11 , 2 , 0 , 1 , 1 , 0 , 0 
Giacomo Da Re,Fullback,italy,2020,,,,,,,,,,,,,,,,,,
Juan Ignacio Brex,Centre 12,italy,2020,,,,,,,,,,,,,,,,,,
Leonardo Marin ,Fly Half,italy,2020,,,,,,,,,,,,,,,,,,
Luca Morisi,Centre,italy,2020, 0 , 0 , 94 , 36 , 2 , 1 , 19 , 2 , 0 , 0 , 0 , 37 , 11 , 0 , 2 , 2 , 0 , 0 
Marco Zanon,Centre 12,italy,2020, 5 , 1 , 37 , 15 , 4 , 0 , 9 , 2 , 1 , 0 , 0 , 24 , 4 , 0 , 1 , 2 , 0 , 0 
Mark Sorenson,Wing,italy,2020,,,,,,,,,,,,,,,,,,
Monty Ioane,Right Wing,italy,2020, 0 , 0 , 31 , 10 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 
Paolo Garbisi,Fly half,italy,2020, 32 , 1 , 83 , 32 , 4 , 1 , 81 , 5 , 65 , 3 , 7 , 22 , 3 , 1 , 5 , 0 , 0 , 0 
Pierre Bruno,Wing,italy,2020,,,,,,,,,,,,,,,,,,
Stephen Varney,Scrum half,italy,2020, 0 , 0 , 51 , 2 , 1 , 1 , 91 , 0 , 7 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 0 , 0 
Tommaso Menoncello,Left Wing,italy,2020,,,,,,,,,,,,,,,,,,
Diego Arbelo,Prop,uruguay,2020,,,,,,,,,,,,,,,,,,
Eric dos Santos Madeira,Blindside Flanker,uruguay,2020,,,,,,,,,,,,,,,,,,
Franco Lamanna,Lock,uruguay,2020,,,,,,,,,,,,,,,,,,
German Kessler,Hooker,uruguay,2020,,,,,,,,,,,,,,,,,,
Kisi Pulu,Prop,uruguay,2020,,,,,,,,,,,,,,,,,,
Luke Crocker,Lock,uruguay,2020,,,,,,,,,,,,,,,,,,
Manuel Ardao,Flanker 6,uruguay,2020,,,,,,,,,,,,,,,,,,
Manuel Diana,Number 8,uruguay,2020,,,,,,,,,,,,,,,,,,
Manuel Leindekar,Lock,uruguay,2020,,,,,,,,,,,,,,,,,,
Mateo Sanguinetti,Prop,uruguay,2020,,,,,,,,,,,,,,,,,,
Santiago Civetta,Flanker 7,uruguay,2020,,,,,,,,,,,,,,,,,,
Agustin Ormaechea,Fullback,uruguay,2020,,,,,,,,,,,,,,,,,,
Diego Magno,,uruguay,2020,,,,,,,,,,,,,,,,,,
Facundo Gattas,,uruguay,2020,,,,,,,,,,,,,,,,,,
Federico Favaro,Wing,uruguay,2020,,,,,,,,,,,,,,,,,,
Felipe Arcos Perez,Outside centre,uruguay,2020,,,,,,,,,,,,,,,,,,
Felipe Etcheverry,,uruguay,2020,,,,,,,,,,,,,,,,,,
Gaston Mieres,Fullback,uruguay,2020,,,,,,,,,,,,,,,,,,
Ignacio Péculo,Fullback,uruguay,2020,,,,,,,,,,,,,,,,,,
Deon Fourie,Openside Flanker,south-africa,2020,,,,,,,,,,,,,,,,,,
Duane Vermeulen,Number 8,south-africa,2020,,,,,,,,,,,,,,,,,,
Eben Etzebeth,Lock,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Elrigh Louw,Number 8,south-africa,2020,,,,,,,,,,,,,,,,,,
Franco Mostert ,Openside flanker,south-africa,2020,,,,,,,,,,,,,,,,,,
Frans Malherbe,Prop,south-africa,2020,,,,,,,,,,,,,,,,,,
Jasper Wiese,Number 8,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Joeseph Dweba,Hooker,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Kwagga Smith,Flanker 6,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Lood De Jager,Lock 4,south-africa,2020,,,,,,,,,,,,,,,,,,
Malcolm Marx,Hooker,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Marcell Coetzee,Flanker 6,south-africa,2020,,,,,,,,,,,,,,,,,,
Marvin Orie,Lock,south-africa,2020,,,,,,,,,,,,,,,,,,
Mbongeni Mbonami,Hooker,south-africa,2020,,,,,,,,,,,,,,,,,,
Ox Nche,Prop,south-africa,2020,,,,,,,,,,,,,,,,,,
Pieter-Steph du Toit,Flanker 7,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Ruan Nortje,Lock,south-africa,2020,,,,,,,,,,,,,,,,,,
Rynhard Elstadt,Lock,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Salmaan Moerat,Lock,south-africa,2020,,,,,,,,,,,,,,,,,,
Siya Kolisi,Blindside Flanker,south-africa,2020,,,,,,,,,,,,,,,,,,
Steven Kitshoff,Prop,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Thomas du Toit,Prop,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Trevor Nyakane,Prop,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Vincent Koch,Prop,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Andre Esterhuizen,Centre,south-africa,2020,,,,,,,,,,,,,,,,,,
Aphelele Fassi,Fullback,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Canan Moodie,Right wing,south-africa,2020,,,,,,,,,,,,,,,,,,
Cheslin Kolbe,Fullback,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Damian Willemse,Fly half,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Damian de Allende,Centre,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Elton Jantjies,Fly half,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Evan Roos,Number 8,south-africa,2020,,,,,,,,,,,,,,,,,,
Francois de Klerk,Scrum Half,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Frans Steyn,Centre,south-africa,2020,,,,,,,,,,,,,,,,,,
Grant Williams,Scrum half,south-africa,2020,,,,,,,,,,,,,,,,,,
Handre Pollard,Fly half,south-africa,2020,,,,,,,,,,,,,,,,,,
Hershel Jantjies,Scrum half,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Jacobus Reinach,Scrum half,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Jaden Hendrikse,Scrum Half,south-africa,2020,,,,,,,,,,,,,,,,,,
Jesse Kriel,Centre,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Kurt-Lee Arendse,Full Back,south-africa,2020,,,,,,,,,,,,,,,,,,
Lukhanyo Am,Centre,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Makazole Mapimpi,Wing,south-africa,2020,,,,,,,,,,,,,,,,,,
Ntuthuko Mchunu,Prop,south-africa,2020,,,,,,,,,,,,,,,,,,
Warrick Gelant,Fullback,south-africa,2020,,,,,,,,,,,,,,,,,,
Willie Le Roux,Fullback,south-africa-a,2020,,,,,,,,,,,,,,,,,,
Andrew Porter,Prop,ireland,2020, 5 , 1 , 42 , 51 , 0 , 0 , 9 , 0 , 0 , 0 , 0 , 37 , 5 , 6 , 1 , 5 , 0 , 0 
Caelan Doris,Number 8,ireland,2020, 0 , 0 , 100 , 52 , 4 , 1 , 14 , 2 , 0 , 0 , 0 , 49 , 0 , 6 , 4 , 4 , 1 , 0 
Cian Healy,Prop,ireland,2020, 10 , 2 , 26 , 40 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 35 , 9 , 0 , 2 , 7 , 0 , 0 
Cian Prendergast,Number 8,ireland,2020,,,,,,,,,,,,,,,,,,
Dan Sheehan,Hooker,ireland,2020,,,,,,,,,,,,,,,,,,
Dave Heffernan,Hooker,ireland,2020, 0 , 0 , 6 , 6 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 14 , 0 , 1 , 1 , 0 , 0 , 0 
Dave Kilcoyne,Prop,ireland,2020, 0 , 0 , 13 , 9 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 18 , 1 , 0 , 1 , 1 , 0 , 0 
Ed Byrne,Loosehead Prop,ireland,2020, 0 , 0 , 5 , 8 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 11 , 3 , 0 , 1 , 1 , 0 , 0 
Finlay Bealham,Prop,ireland,2020, 0 , 0 , 14 , 11 , 2 , 0 , 3 , 0 , 0 , 0 , 0 , 14 , 0 , 1 , 0 , 3 , 0 , 0 
Gavin Coombes,Flanker 6,ireland,2020,,,,,,,,,,,,,,,,,,
Iain Henderson,Lock,ireland,2020, 0 , 0 , 32 , 25 , 2 , 0 , 9 , 0 , 0 , 0 , 0 , 37 , 3 , 7 , 6 , 6 , 0 , 0 
Jack Conan,Number 8,ireland,2020,,,,,,,,,,,,,,,,,,
James Ryan,Lock,ireland,2020, 0 , 0 , 127 , 89 , 0 , 0 , 15 , 0 , 0 , 0 , 0 , 92 , 4 , 4 , 10 , 12 , 0 , 0 
Jeremy Loughman,Prop,ireland,2020,,,,,,,,,,,,,,,,,,
Joe McCarthy,Lock 5,ireland,2020,,,,,,,,,,,,,,,,,,
Josh Van der Flier,Flanker 7,ireland,2020, 5 , 1 , 24 , 13 , 1 , 0 , 4 , 1 , 0 , 0 , 0 , 51 , 5 , 1 , 2 , 1 , 0 , 0 
Kieran Treadwell,Lock,ireland,2020,,,,,,,,,,,,,,,,,,
Michael Bent,Tighthead Prop,ireland,2020,,,,,,,,,,,,,,,,,,
Niall Scannell,Hooker,ireland,2020,,,,,,,,,,,,,,,,,,
Nick Timoney,Number 8,ireland,2020,,,,,,,,,,,,,,,,,,
Peter O'Mahony,Flanker 7,ireland,2020, 0 , 0 , 63 , 48 , 1 , 0 , 17 , 4 , 2 , 0 , 0 , 55 , 7 , 7 , 8 , 3 , 0 , 0 
Rob Herring,Hooker,ireland,2020, 0 , 0 , 33 , 31 , 0 , 1 , 11 , 1 , 0 , 0 , 0 , 59 , 6 , 4 , 10 , 4 , 0 , 0 
Ronan Kelleher,Hooker,ireland,2020, 0 , 0 , 31 , 22 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 26 , 1 , 1 , 4 , 0 , 0 , 0 
Ryan Baird,Lock,ireland,2020,,,,,,,,,,,,,,,,,,
Tadgh Beirne,Lock,ireland,2020, 0 , 0 , 32 , 26 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 20 , 2 , 5 , 1 , 0 , 0 , 0 
Tadhg Furlong,Tighthead Prop,ireland,2020, 5 , 1 , 17 , 20 , 1 , 0 , 6 , 0 , 0 , 0 , 0 , 30 , 4 , 0 , 0 , 3 , 0 , 0 
