,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Tom O'Toole,Prop,ireland,2020,,,,,,,,,,,,,,,,,,
Andrew Conway,Wing,ireland,2020, 5 , 1 , 86 , 33 , 5 , 0 , 15 , 2 , 11 , 0 , 0 , 24 , 7 , 2 , 4 , 0 , 0 , 0 
Bundee Aki,Centre,ireland,2020, 5 , 1 , 225 , 69 , 12 , 4 , 31 , 3 , 1 , 0 , 0 , 52 , 7 , 4 , 2 , 1 , 0 , 0 
Ciaran Frawley,Fly half,ireland,2020,,,,,,,,,,,,,,,,,,
Conor Murray,Scrum half,ireland,2020, 8 , 0 , 38 , 28 , 2 , 0 , 524 , 2 , 58 , 1 , 2 , 31 , 5 , 0 , 5 , 5 , 1 , 0 
Craig Casey,Scrum Half,ireland,2020,,,,,,,,,,,,,,,,,,
Garry Ringrose,Centre,ireland,2020, 0 , 0 , 40 , 10 , 1 , 0 , 16 , 1 , 1 , 0 , 0 , 5 , 2 , 0 , 0 , 0 , 0 , 0 
Hugo Keenan,Fullback,ireland,2020, 15 , 3 , 96 , 45 , 3 , 2 , 28 , 6 , 7 , 0 , 0 , 24 , 1 , 0 , 7 , 3 , 0 , 0 
Jack Carty,Fly half,ireland,2020,,,,,,,,,,,,,,,,,,
James Hume,Centre 13,ireland,2020,,,,,,,,,,,,,,,,,,
James Lowe,Left Wing,ireland,2020, 5 , 1 , 54 , 20 , 0 , 1 , 10 , 4 , 13 , 0 , 0 , 6 , 2 , 0 , 4 , 2 , 0 , 0 
Jamison Gibson-Park,Scrum Half,ireland,2020, 0 , 0 , 18 , 11 , 1 , 1 , 191 , 2 , 18 , 0 , 0 , 5 , 2 , 1 , 4 , 1 , 0 , 0 
Jimmy O'Brien,Centre,ireland,2020,,,,,,,,,,,,,,,,,,
Joey Carbery,Fly half,ireland,2020,,,,,,,,,,,,,,,,,,
Johnny Sexton,Fly Half,ireland,2020, 69 , 2 , 97 , 30 , 11 , 3 , 108 , 1 , 34 , 13 , 11 , 50 , 6 , 1 , 6 , 3 , 0 , 0 
Jordan Larmour,Wing,ireland,2020, 5 , 1 , 119 , 32 , 7 , 4 , 10 , 1 , 6 , 0 , 0 , 3 , 1 , 1 , 3 , 1 , 0 , 0 
Keith Earls,Wing,ireland,2020, 10 , 2 , 78 , 22 , 4 , 2 , 10 , 2 , 1 , 0 , 0 , 16 , 4 , 0 , 4 , 1 , 0 , 0 
Michael Lowry,Fullback,ireland,2020,,,,,,,,,,,,,,,,,,
Robbie Henshaw,Centre,ireland,2020, 10 , 2 , 125 , 47 , 7 , 1 , 34 , 2 , 3 , 0 , 0 , 47 , 7 , 2 , 4 , 3 , 0 , 0 
Robert Baloucoune,Wing,ireland,2020,,,,,,,,,,,,,,,,,,
Simon Westraadt,,ireland,2020,,,,,,,,,,,,,,,,,,
Stuart McCloskey,Centre,ireland,2020, 0 , 0 , 90 , 23 , 3 , 1 , 12 , 0 , 3 , 0 , 0 , 4 , 0 , 1 , 2 , 0 , 0 , 0 
Allan Dell,Prop,scotland,2020, 0 , 0 , 6 , 6 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 13 , 1 , 1 , 1 , 0 , 0 , 0 
Andy Christie,Flanker 6,scotland,2020,,,,,,,,,,,,,,,,,,
David Cherry,Hooker,scotland,2020,,,,,,,,,,,,,,,,,,
Ewan Ashman,Hooker,scotland,2020,,,,,,,,,,,,,,,,,,
Fraser Brown,Hooker,scotland,2020, 0 , 0 , 24 , 28 , 1 , 0 , 12 , 0 , 0 , 0 , 0 , 59 , 4 , 3 , 15 , 10 , 0 , 0 
George Turner,Hooker,scotland,2020, 0 , 0 , 7 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 9 , 0 , 0 , 2 , 1 , 0 , 0 
Glen Young,Lock,scotland,2020,,,,,,,,,,,,,,,,,,
Grant Gilchrist,Lock,scotland,2020, 0 , 0 , 8 , 6 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 27 , 1 , 0 , 0 , 1 , 0 , 0 
Hamish Watson,Flanker 7,scotland,2020, 0 , 0 , 88 , 54 , 7 , 1 , 17 , 5 , 0 , 0 , 0 , 100 , 4 , 7 , 4 , 1 , 0 , 0 
Jack Dempsey,Flanker 6,scotland,2020,,,,,,,,,,,,,,,,,,
Jamie Bhattie,Prop,scotland,2020, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 1 , 0 , 0 
Jamie Hodgson,Lock,scotland,2020,,,,,,,,,,,,,,,,,,
Jamie Ritchie,Openside Flanker,scotland,2020, 0 , 0 , 90 , 60 , 6 , 1 , 27 , 5 , 1 , 0 , 0 , 78 , 6 , 3 , 10 , 9 , 0 , 0 
Javan Sebastian,Prop,scotland,2020,,,,,,,,,,,,,,,,,,
Jonny Gray,Lock,scotland,2020, 0 , 0 , 46 , 55 , 1 , 0 , 21 , 3 , 1 , 0 , 0 , 81 , 6 , 3 , 4 , 5 , 0 , 0 
Josh Bayliss,Blindside Flanker,scotland,2020,,,,,,,,,,,,,,,,,,
Luke Crosbie,Flanker 6,scotland,2020,,,,,,,,,,,,,,,,,,
Magnus Bradbury,Blindside Flanker,scotland,2020, 0 , 0 , 26 , 25 , 1 , 1 , 7 , 2 , 0 , 0 , 0 , 15 , 1 , 1 , 5 , 1 , 0 , 0 
Matt Fagerson,Flanker 7,scotland,2020, 0 , 0 , 35 , 32 , 1 , 0 , 5 , 0 , 0 , 0 , 0 , 28 , 1 , 0 , 2 , 2 , 0 , 0 
Nick Haining,Number 8,scotland,2020, 0 , 0 , 25 , 12 , 1 , 0 , 6 , 3 , 0 , 0 , 0 , 25 , 2 , 0 , 2 , 2 , 0 , 0 
Pierre Schoeman,Prop,scotland,2020,,,,,,,,,,,,,,,,,,
Rory Darge,Flanker 7,scotland,2020,,,,,,,,,,,,,,,,,,
Rory Sutherland,Prop,scotland,2020, 0 , 0 , 62 , 34 , 2 , 1 , 5 , 1 , 0 , 0 , 0 , 42 , 1 , 2 , 3 , 7 , 0 , 0 
Sam Skinner,Lock 4,scotland,2020, 0 , 0 , 1 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 10 , 1 , 1 , 0 , 1 , 0 , 0 
Scott Cummings,Lock,scotland,2020, 5 , 1 , 46 , 46 , 1 , 0 , 10 , 2 , 0 , 0 , 0 , 80 , 7 , 5 , 8 , 2 , 0 , 0 
Stuart McInally,Hooker,scotland,2020, 10 , 2 , 63 , 28 , 4 , 3 , 4 , 0 , 0 , 0 , 0 , 30 , 3 , 1 , 8 , 2 , 0 , 0 
WP Nel,Prop,scotland,2020, 0 , 0 , 7 , 8 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 17 , 0 , 0 , 3 , 3 , 0 , 0 
Zander Fagerson,Prop,scotland,2020, 5 , 1 , 46 , 46 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 57 , 7 , 3 , 3 , 6 , 0 , 0 
Adam Hastings,Fly Half,scotland,2020, 41 , 1 , 128 , 31 , 12 , 3 , 55 , 4 , 41 , 3 , 10 , 48 , 18 , 2 , 10 , 3 , 0 , 0 
Ali Price,Scrum half,scotland,2020, 0 , 0 , 43 , 19 , 4 , 2 , 506 , 6 , 60 , 0 , 0 , 38 , 11 , 4 , 7 , 3 , 0 , 0 
Ben Vellacott,Scrum half,scotland,2020,,,,,,,,,,,,,,,,,,
Ben White,Scrum half,scotland,2020,,,,,,,,,,,,,,,,,,
Blair Kinghorn,Fullback,scotland,2020, 0 , 0 , 97 , 24 , 8 , 2 , 10 , 2 , 5 , 0 , 0 , 24 , 6 , 1 , 5 , 2 , 0 , 0 
Cameron Redpath,Centre,scotland,2020,,,,,,,,,,,,,,,,,,
Chris Harris,Centre,scotland,2020, 5 , 1 , 79 , 32 , 3 , 2 , 16 , 3 , 1 , 0 , 0 , 43 , 6 , 1 , 6 , 3 , 0 , 0 
Darcy Graham,Wing,scotland,2020, 0 , 0 , 43 , 9 , 1 , 2 , 2 , 0 , 2 , 0 , 0 , 13 , 4 , 1 , 5 , 0 , 0 , 0 
Duhan van der Merwe,Wing,scotland,2020, 10 , 2 , 177 , 21 , 7 , 6 , 2 , 1 , 0 , 0 , 0 , 14 , 5 , 0 , 3 , 2 , 0 , 0 
Finn Russell,Fly half,scotland,2020, 3 , 0 , 0 , 0 , 0 , 0 , 12 , 0 , 1 , 0 , 1 , 2 , 0 , 0 , 1 , 0 , 0 , 0 
George Horne,Scrum half,scotland,2020, 0 , 0 , 9 , 6 , 1 , 1 , 56 , 0 , 3 , 0 , 0 , 10 , 1 , 0 , 1 , 0 , 0 , 0 
Kyle Rowe,Fullback,scotland,2020,,,,,,,,,,,,,,,,,,
Kyle Steyn,Wing,scotland,2020, 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 , 0 
Mark Bennett,Centre,scotland,2020,,,,,,,,,,,,,,,,,,
Ollie Smith,Fullback,scotland,2020,,,,,,,,,,,,,,,,,,
Rory Hutchinson,Centre,scotland,2020, 0 , 0 , 5 , 2 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 
Ross Thompson,Fullback,scotland,2020,,,,,,,,,,,,,,,,,,
Rufus McLean,,scotland,2020,,,,,,,,,,,,,,,,,,
Sam Johnson,Centre,scotland,2020, 0 , 0 , 130 , 31 , 9 , 4 , 22 , 4 , 3 , 0 , 0 , 45 , 6 , 2 , 1 , 2 , 0 , 0 
Sione Tuipulotu,Centre 12,scotland,2020,,,,,,,,,,,,,,,,,,
Stuart Hogg,Fullback,scotland,2020, 8 , 1 , 204 , 61 , 20 , 4 , 57 , 7 , 51 , 0 , 1 , 25 , 8 , 1 , 12 , 3 , 0 , 0 
Ben Betts,Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Ben Tameifuna,Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Dan Tuohy,Lock,tonga,2020,,,,,,,,,,,,,,,,,,
Daniel Faleafa,Flanker 6,tonga,2020,,,,,,,,,,,,,,,,,,
David Lolohea,Tight head prop,tonga,2020,,,,,,,,,,,,,,,,,,
Don Lolo,Lock 4,tonga,2020,,,,,,,,,,,,,,,,,,
Duke Nginingini,Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Fotu Lokotui,Flanker 7,tonga,2020,,,,,,,,,,,,,,,,,,
Ian Evans,Lock,tonga,2020,,,,,,,,,,,,,,,,,,
Jay Fonokalafi,Loosehead Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Jeremy Thrush,Lock,tonga,2020,,,,,,,,,,,,,,,,,,
Jethro Felemi,Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Leva Fifita,Lock,tonga,2020,,,,,,,,,,,,,,,,,,
Loni Uhila,Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Lopeti Timani,Lock,tonga,2020,,,,,,,,,,,,,,,,,,
Lua Li,Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Ma'afu Fia,Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Maama Vaipulu,Number 8,tonga,2020,,,,,,,,,,,,,,,,,,
Mateaki Kafatolu,Flanker 6,tonga,2020,,,,,,,,,,,,,,,,,,
Nasi Manu,Number 8,tonga,2020,,,,,,,,,,,,,,,,,,
Nicola Cattina,Lock,tonga,2020,,,,,,,,,,,,,,,,,,
Onehunga Havili,Flanker 7,tonga,2020,,,,,,,,,,,,,,,,,,
Paula Ngauamo,Hooker,tonga,2020,,,,,,,,,,,,,,,,,,
Sam Dickinson,Number 8,tonga,2020,,,,,,,,,,,,,,,,,,
Samiuela Moli,Hooker,tonga,2020,,,,,,,,,,,,,,,,,,
Shaun Knight,Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Siegfried Fisiihoi,Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Sila Puafisi,Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Sione Tuipolotu,Lock 4,tonga,2020,,,,,,,,,,,,,,,,,,
Sione Vailanu,Number 8,tonga,2020,,,,,,,,,,,,,,,,,,
Siua Maile,Hooker,tonga,2020,,,,,,,,,,,,,,,,,,
Solomone Funaki,Blindside Flanker,tonga,2020,,,,,,,,,,,,,,,,,,
Tanginoa Halaifonua,Lock,tonga,2020,,,,,,,,,,,,,,,,,,
Tom Johnson,Flanker 6,tonga,2020,,,,,,,,,,,,,,,,,,
Toma Taufa,Prop,tonga,2020,,,,,,,,,,,,,,,,,,
Valentino Mapapalangi,Flanker 6,tonga,2020,,,,,,,,,,,,,,,,,,
Wandile Putuma,Lock,tonga,2020,,,,,,,,,,,,,,,,,,
Zane Kapeli,Flanker 7,tonga,2020,,,,,,,,,,,,,,,,,,
Afeafe Haisila-Lokotui,Centre,tonga,2020,,,,,,,,,,,,,,,,,,
Afusipa Taumoepeau,Wing,tonga,2020,,,,,,,,,,,,,,,,,,
Aisea Halo,Scrum Half,tonga,2020,,,,,,,,,,,,,,,,,,
Atunaisa Manu,Right wing,tonga,2020,,,,,,,,,,,,,,,,,,
Cecil Afrika,Fly half,tonga,2020,,,,,,,,,,,,,,,,,,
Fine Inisi,Centre 13,tonga,2020,,,,,,,,,,,,,,,,,,
Hosea Saumaki,Wing,tonga,2020,,,,,,,,,,,,,,,,,,
JC Roos,Centre,tonga,2020,,,,,,,,,,,,,,,,,,
JacopoTrulla,,tonga,2020,,,,,,,,,,,,,,,,,,
James Faiva,Fly half,tonga,2020,,,,,,,,,,,,,,,,,,
John Tapueluelu,Fullback,tonga,2020,,,,,,,,,,,,,,,,,,
Kali Hala,Fly half,tonga,2020,,,,,,,,,,,,,,,,,,
Kurt Morath,Fly half,tonga,2020,,,,,,,,,,,,,,,,,,
Leon Fukofuka,Scrum half,tonga,2020,,,,,,,,,,,,,,,,,,
Luatangi Li,,canada,2020,,,,,,,,,,,,,,,,,,
Maile Ngauamo,,tonga,2020,,,,,,,,,,,,,,,,,,
Mali Hingano,Centre,tonga,2020,,,,,,,,,,,,,,,,,,
Malietoa Hingano,,tonga,2020,,,,,,,,,,,,,,,,,,
Nafi Tu'itavake,Right Wing,tonga,2020,,,,,,,,,,,,,,,,,,
Nikolai Foliaki,Centre,tonga,2020,,,,,,,,,,,,,,,,,,
Oliver Zono,Fly half,tonga,2020,,,,,,,,,,,,,,,,,,
Penikolo Latu,Wing,tonga,2020,,,,,,,,,,,,,,,,,,
Robbie Fruean,Centre,tonga,2020,,,,,,,,,,,,,,,,,,
Sam Vaka,Centre,tonga,2020,,,,,,,,,,,,,,,,,,
Setefano Funaki,,tonga,2020,,,,,,,,,,,,,,,,,,
Solomone Kata,,tonga,2020,,,,,,,,,,,,,,,,,,
Sonatane Takulua,Scrum half,tonga,2020,,,,,,,,,,,,,,,,,,
Tau Koloamatangi,Fullback,tonga,2020,,,,,,,,,,,,,,,,,,
Telusa Veainu,Wing,tonga,2020,,,,,,,,,,,,,,,,,,
Vaea Tutuila Vaea,Inside centre,tonga,2020,,,,,,,,,,,,,,,,,,
Viliami Fine,Fullback,tonga,2020,,,,,,,,,,,,,,,,,,
Viliami Taulani,Fly Half,tonga,2020,,,,,,,,,,,,,,,,,,
Walter Fifita,,tonga,2020,,,,,,,,,,,,,,,,,,
Adrian Motoc,Lock,romania,2020,,,,,,,,,,,,,,,,,,
Alex Gordas,Prop,romania,2020,,,,,,,,,,,,,,,,,,
Alexandru Savin,Prop,romania,2020,,,,,,,,,,,,,,,,,,
Alexandru Tarus,Prop,romania,2020,,,,,,,,,,,,,,,,,,
Constantin Pristavita,Prop,romania,2020,,,,,,,,,,,,,,,,,,
Costel Burtila,Tighthead Prop,romania,2020,,,,,,,,,,,,,,,,,,
Cristian Chirica,Number 8,romania,2020,,,,,,,,,,,,,,,,,,
Dragos Ser,Openside Flanker,romania,2020,,,,,,,,,,,,,,,,,,
Florin Bardasu,Hooker,romania,2020,,,,,,,,,,,,,,,,,,
Marius Antonescu,Lock,romania,2020,,,,,,,,,,,,,,,,,,
Marius Iftimiciuc,Lock,romania,2020,,,,,,,,,,,,,,,,,,
Mihai Macovei,Flanker 7,romania,2020,,,,,,,,,,,,,,,,,,
Ovidiu Cojocaru,Hooker,romania,2020,,,,,,,,,,,,,,,,,,
Alexandru Bucur,Wing,romania,2020,,,,,,,,,,,,,,,,,,
Andrei Gorin,,romania,2020,,,,,,,,,,,,,,,,,,
Balan Vasile,Fly Half,romania,2020,,,,,,,,,,,,,,,,,,
Daniel Plai,Fly half,romania,2020,,,,,,,,,,,,,,,,,,
Florian Rosu,Fullback,romania,2020,,,,,,,,,,,,,,,,,,
Florin Surugiu,Scrum half,romania,2020,,,,,,,,,,,,,,,,,,
Gabriel Rupanu,Centre 13,romania,2020,,,,,,,,,,,,,,,,,,
Hinckley Vovasa,Outside centre,romania,2020,,,,,,,,,,,,,,,,,,
Ionel Melinte,Fullback,romania,2020,,,,,,,,,,,,,,,,,,
Ionut Dumitru,Wing,romania,2020,,,,,,,,,,,,,,,,,,
Jason Tomane,Inside centre,romania,2020,,,,,,,,,,,,,,,,,,
Marius Simionescu,Fullback,romania,2020,,,,,,,,,,,,,,,,,,
Nicolas Onutu,Left Wing,romania,2020,,,,,,,,,,,,,,,,,,
Popa Vlad,Left Wing,romania,2020,,,,,,,,,,,,,,,,,,
Tudor Boldor,Wing,romania,2020,,,,,,,,,,,,,,,,,,
Tudor Butnariu,Fullback,romania,2020,,,,,,,,,,,,,,,,,,
Aaron Wainwright,Flanker 7,wales,2020, 0 , 0 , 44 , 30 , 2 , 0 , 5 , 1 , 0 , 0 , 0 , 48 , 5 , 2 , 4 , 3 , 0 , 0 
Adam Beard,Lock,wales,2020, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
Alun Wyn Jones,Lock,wales,2020, 0 , 0 , 65 , 41 , 1 , 0 , 25 , 7 , 0 , 0 , 0 , 97 , 5 , 11 , 6 , 6 , 0 , 0 
Ben Carter,Lock 4,wales,2020,,,,,,,,,,,,,,,,,,
Bradley Roberts,Hooker,wales,2020,,,,,,,,,,,,,,,,,,
Christ Tshiunza ,Lock,wales,2020,,,,,,,,,,,,,,,,,,
Dan Lydiate,Flanker 6,wales,2020,,,,,,,,,,,,,,,,,,
Dewi Lake,Hooker,wales,2020,,,,,,,,,,,,,,,,,,
Dillon Lewis,Prop,wales,2020, 5 , 1 , 20 , 18 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 34 , 6 , 2 , 2 , 6 , 0 , 0 
Ellis Jenkins,Openside Flanker,wales,2020,,,,,,,,,,,,,,,,,,
Gareth Thomas,Loosehead Prop,wales,2020,,,,,,,,,,,,,,,,,,
Jac Morgan,Flanker 7,wales,2020,,,,,,,,,,,,,,,,,,
James Ratti,Lock,wales,2020,,,,,,,,,,,,,,,,,,
Josh Navidi,Flanker 7,wales,2020, 0 , 0 , 26 , 12 , 0 , 1 , 6 , 0 , 0 , 0 , 0 , 12 , 1 , 0 , 2 , 0 , 0 , 0 
Leon Brown,Prop,wales,2020, 0 , 0 , 5 , 7 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 18 , 0 , 1 , 0 , 2 , 0 , 0 
Rhys Carre,Loosehead Prop,wales,2020, 5 , 1 , 21 , 12 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 13 , 3 , 0 , 1 , 6 , 0 , 0 
Ross Moriarty,Number 8,wales,2020, 0 , 0 , 43 , 28 , 1 , 0 , 10 , 2 , 0 , 0 , 0 , 35 , 3 , 1 , 1 , 3 , 0 , 0 
Ryan Elias,Hooker,wales,2020, 0 , 0 , 35 , 17 , 2 , 1 , 5 , 0 , 0 , 0 , 0 , 35 , 0 , 3 , 10 , 5 , 0 , 0 
Seb Davies,Lock,wales,2020, 0 , 0 , 3 , 5 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 2 , 0 , 0 , 0 
Taine Basham,Flanker 7,wales,2020,,,,,,,,,,,,,,,,,,
Taulupe Faletau,Flanker 7,wales,2020, 0 , 0 , 119 , 67 , 9 , 1 , 24 , 4 , 2 , 0 , 0 , 77 , 1 , 3 , 5 , 3 , 0 , 0 
Tomas Francis,Tighthead Prop,wales,2020, 0 , 0 , 3 , 6 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 32 , 0 , 0 , 0 , 1 , 0 , 0 
Tommy Reffell,Flanker 7,wales,2020,,,,,,,,,,,,,,,,,,
Will Rowlands,Lock,wales,2020, 0 , 0 , 36 , 20 , 1 , 1 , 4 , 1 , 0 , 0 , 0 , 26 , 0 , 0 , 2 , 2 , 0 , 0 
Wyn Jones,Prop,wales,2020, 0 , 0 , 20 , 29 , 0 , 0 , 9 , 1 , 0 , 0 , 0 , 40 , 4 , 6 , 2 , 12 , 0 , 0 
Alex Cuthbert,Wing,wales,2020,,,,,,,,,,,,,,,,,,
Callum Sheedy,Fly half,wales,2020, 21 , 0 , 9 , 10 , 0 , 0 , 57 , 2 , 18 , 6 , 3 , 7 , 0 , 0 , 4 , 4 , 0 , 0 
Dan Biggar,Fly half,wales,2020, 57 , 2 , 79 , 41 , 11 , 3 , 155 , 9 , 45 , 10 , 9 , 45 , 10 , 3 , 7 , 0 , 0 , 0 
Gareth Anscombe,Fly half,wales,2020,,,,,,,,,,,,,,,,,,
Gareth Davies,Scrum half,wales,2020, 5 , 1 , 16 , 13 , 1 , 1 , 196 , 3 , 31 , 0 , 0 , 22 , 6 , 1 , 4 , 1 , 0 , 0 
George North,Left Wing,wales,2020, 10 , 2 , 144 , 41 , 6 , 2 , 12 , 2 , 1 , 0 , 0 , 24 , 5 , 2 , 6 , 1 , 0 , 0 
Johnny McNicholl,Fullback,wales,2020, 0 , 0 , 83 , 28 , 5 , 1 , 28 , 8 , 6 , 0 , 0 , 14 , 11 , 1 , 3 , 0 , 0 , 0 
Jonathan Davies,Centre 13,wales,2020, 0 , 0 , 21 , 10 , 0 , 0 , 5 , 1 , 3 , 0 , 0 , 12 , 1 , 1 , 1 , 1 , 0 , 0 
Josh Adams,Wing,wales,2020, 15 , 3 , 101 , 32 , 7 , 4 , 18 , 6 , 3 , 0 , 0 , 25 , 6 , 5 , 7 , 3 , 1 , 0 
Kieran Hardy,Scrum half,wales,2020, 5 , 1 , 2 , 6 , 0 , 0 , 96 , 0 , 11 , 0 , 0 , 6 , 3 , 0 , 1 , 1 , 0 , 0 
Liam Williams,Wing,wales,2020, 0 , 0 , 48 , 24 , 2 , 0 , 6 , 0 , 9 , 0 , 0 , 14 , 2 , 2 , 5 , 6 , 0 , 0 
Louis Rees-Zammit,Wing,wales,2020, 5 , 1 , 77 , 12 , 2 , 2 , 6 , 2 , 5 , 0 , 0 , 12 , 0 , 1 , 3 , 2 , 0 , 0 
Nick Tompkins,Centre,wales,2020, 5 , 1 , 199 , 57 , 18 , 11 , 53 , 8 , 6 , 0 , 0 , 30 , 14 , 5 , 7 , 3 , 0 , 0 
Owen Watkin,Centre,wales,2020, 0 , 0 , 21 , 10 , 0 , 0 , 13 , 1 , 1 , 0 , 0 , 22 , 1 , 0 , 0 , 2 , 0 , 0 
Rhys Priestland,Fly half,wales,2020,,,,,,,,,,,,,,,,,,
Sam Wainwright,,wales,2020,,,,,,,,,,,,,,,,,,
Tomos Williams,Scrum half,wales,2020, 5 , 1 , 50 , 11 , 3 , 3 , 156 , 2 , 24 , 0 , 0 , 15 , 4 , 0 , 6 , 0 , 0 , 0 
Allan Alaalatoa,Prop,australia,2020, 0 , 0 , 31 , 23 , 0 , 0 , 10 , 0 , 0 , 0 , 0 , 34 , 4 , 0 , 1 , 1 , 0 , 0 
Darcy Swain,Lock,australia,2020,,,,,,,,,,,,,,,,,,
David Porecki,Hooker,australia,2020,,,,,,,,,,,,,,,,,,
Folau Fainga'a,Hooker,australia,2020, 0 , 0 , 16 , 5 , 1 , 0 , 4 , 0 , 0 , 0 , 0 , 11 , 0 , 1 , 5 , 1 , 0 , 0 
Fraser McReight,Flanker 7,australia,2020, 0 , 0 , 20 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
Harry Wilson,Lock,australia,2020, 0 , 0 , 87 , 54 , 0 , 1 , 25 , 5 , 0 , 0 , 0 , 38 , 7 , 3 , 8 , 4 , 0 , 0 
James Slipper,Prop,australia,2020, 0 , 0 , 16 , 7 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 30 , 3 , 0 , 0 , 1 , 0 , 0 
Jed Holloway,Number 8,australia,2020,,,,,,,,,,,,,,,,,,
Matt Gibbon,Prop,australia,2020,,,,,,,,,,,,,,,,,,
Matt Philip,Lock,australia,2020, 0 , 0 , 91 , 51 , 3 , 1 , 27 , 4 , 0 , 0 , 0 , 40 , 7 , 4 , 6 , 5 , 0 , 0 
Michael Hooper,Openside Flanker,australia,2020, 5 , 1 , 92 , 45 , 1 , 0 , 38 , 4 , 0 , 0 , 0 , 77 , 15 , 4 , 8 , 7 , 1 , 0 
Ned Hanigan,Lock,australia,2020, 0 , 0 , 46 , 25 , 3 , 1 , 16 , 2 , 0 , 0 , 0 , 41 , 4 , 3 , 4 , 1 , 0 , 0 
Peter Samu,Flanker 7,australia,2020, 0 , 0 , 12 , 7 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 12 , 1 , 1 , 1 , 0 , 0 , 0 
Pone Fa'amausili,Prop,australia,2020,,,,,,,,,,,,,,,,,,
Rob Valetini,Flanker 6,australia,2020, 0 , 0 , 15 , 9 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 10 , 0 , 0 , 2 , 0 , 0 , 0 
Robert Leota,Flanker 7,australia,2020,,,,,,,,,,,,,,,,,,
Rory Arnold,Lock,australia,2020,,,,,,,,,,,,,,,,,,
Scott Sio,Prop,australia,2020, 0 , 0 , 27 , 16 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 15 , 2 , 0 , 2 , 3 , 0 , 0 
Taniela Tupou,Prop,australia,2020, 5 , 1 , 70 , 32 , 2 , 0 , 12 , 2 , 1 , 0 , 0 , 8 , 8 , 1 , 3 , 6 , 0 , 0 
Andrew Kellaway,Fullback,australia,2020,,,,,,,,,,,,,,,,,,
Angus Bell,,australia,2020, 0 , 0 , 21 , 7 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 9 , 0 , 1 , 0 , 1 , 0 , 0 
Bernard Foley,Fly half,australia,2020,,,,,,,,,,,,,,,,,,
Cadeyrn Neville,,australia,2020,,,,,,,,,,,,,,,,,,
Hunter Paisami,Centre,australia,2020, 0 , 0 , 158 , 62 , 6 , 1 , 35 , 7 , 13 , 0 , 0 , 25 , 18 , 0 , 14 , 2 , 0 , 0 
Irae Simone,Centre,australia,2020, 0 , 0 , 20 , 4 , 1 , 1 , 9 , 0 , 1 , 0 , 0 , 5 , 0 , 0 , 2 , 0 , 0 , 0 
Izaia Perese,Wing,australia,2020,,,,,,,,,,,,,,,,,,
Jake Gordon,Scrum half,australia,2020, 0 , 0 , 11 , 4 , 0 , 0 , 101 , 2 , 7 , 0 , 0 , 6 , 3 , 0 , 4 , 0 , 0 , 0 
James O'Connor,Fullback,australia,2020, 8 , 0 , 46 , 29 , 3 , 0 , 81 , 2 , 9 , 1 , 2 , 19 , 5 , 1 , 4 , 2 , 0 , 0 
Jock Campbell,Wing,australia,2020,,,,,,,,,,,,,,,,,,
