,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Selevasio Tolofua,Flanker 6,france,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 0 , 0 
Sipili Falatea,Prop,france,2022, 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 1 , 0 , 1 , 1 , 0 , 0 
Thibaud Flament,Lock 5,france,2022, 0 , 0 , 22 , 14 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 44 , 7 , 2 , 2 , 4 , 0 , 0 
Thomas Jolmes,Lock,france,2022, 0 , 0 , 8 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12 , 5 , 0 , 3 , 1 , 0 , 0 
Thomas Lavault,Lock,france,2022, 0 , 0 , 3 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 10 , 0 , 1 , 0 , 1 , 0 , 0 
Uini Atonio,Prop,france,2022, 0 , 0 , 28 , 16 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 16 , 3 , 0 , 1 , 4 , 0 , 0 
Yoan Tanga Mangene,Openside Flanker,france,2022, 0 , 0 , 29 , 11 , 0 , 1 , 14 , 2 , 0 , 0 , 0 , 27 , 7 , 2 , 0 , 3 , 0 , 0 
Antoine Dupont,Scrum Half,france,2022, 10 , 2 , 40 , 28 , 4 , 3 , 222 , 8 , 54 , 0 , 0 , 42 , 5 , 1 , 8 , 2 , 0 , 0 
Antoine Hastoy,Fly Half,france,2022, 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 4 , 1 , 0 , 2 , 0 , 0 , 0 
Baptiste Couilloud,Scrum half,france,2022, 5 , 1 , 34 , 4 , 0 , 1 , 19 , 0 , 4 , 0 , 0 , 8 , 1 , 0 , 0 , 1 , 0 , 0 
Brice Dulin,Fullback,france,2022,,,,,,,,,,,,,,,,,,
Damian Penaud,Centre,france,2022, 20 , 4 , 153 , 25 , 11 , 6 , 28 , 11 , 8 , 0 , 0 , 27 , 4 , 2 , 9 , 1 , 0 , 0 
GabinVillière,Wing,france,2022, 15 , 3 , 69 , 31 , 3 , 6 , 10 , 4 , 2 , 0 , 0 , 24 , 2 , 6 , 5 , 3 , 0 , 0 
Gael Fickou,Centre,france,2022, 10 , 2 , 58 , 23 , 3 , 1 , 28 , 2 , 4 , 0 , 0 , 49 , 4 , 4 , 3 , 3 , 0 , 0 
Jonathan Danty,Centre,france,2022, 5 , 1 , 93 , 27 , 4 , 1 , 15 , 2 , 2 , 0 , 0 , 31 , 6 , 3 , 6 , 0 , 0 , 0 
Jules Favre,Centre 12,france,2022,,,,,,,,,,,,,,,,,,
Leo Berdeu,Fly Half,france,2022,,,,,,,,,,,,,,,,,,
Matthieu Jalibert,Fly half,france,2022, 7 , 0 , 35 , 11 , 2 , 1 , 21 , 6 , 21 , 2 , 1 , 10 , 5 , 1 , 1 , 0 , 0 , 0 
Matthis Lebel,Fullback,france,2022, 10 , 2 , 38 , 10 , 3 , 1 , 4 , 0 , 1 , 0 , 0 , 4 , 1 , 0 , 1 , 1 , 0 , 0 
Max Spring,Fullback,france,2022, 0 , 0 , 47 , 5 , 3 , 0 , 4 , 0 , 7 , 0 , 0 , 2 , 3 , 0 , 2 , 0 , 0 , 0 
Maxime Lucu,Fly half,france,2022, 10 , 1 , 10 , 6 , 1 , 0 , 97 , 1 , 20 , 1 , 1 , 21 , 7 , 0 , 2 , 0 , 0 , 0 
Melvyn Jaminet,Fullback,france,2022, 64 , 0 , 92 , 43 , 6 , 2 , 15 , 4 , 31 , 11 , 14 , 9 , 2 , 1 , 12 , 1 , 0 , 0 
Romain Ntamack,Fly half,france,2022, 7 , 0 , 27 , 10 , 1 , 0 , 68 , 4 , 38 , 2 , 1 , 41 , 6 , 2 , 5 , 0 , 0 , 0 
Tani Vili,Centre,france,2022,,,,,,,,,,,,,,,,,,
Teddy Thomas,Wing,france,2022,,,,,,,,,,,,,,,,,,
Thomas Ramos,Fullback,france,2022, 0 , 0 , 12 , 3 , 1 , 0 , 2 , 1 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
Virimi Vakatawa,Wing,france,2022, 0 , 0 , 15 , 9 , 1 , 0 , 12 , 4 , 1 , 0 , 0 , 18 , 2 , 3 , 0 , 2 , 0 , 0 
Yoram Moefana,Centre,france,2022, 10 , 2 , 76 , 27 , 2 , 2 , 19 , 7 , 2 , 0 , 0 , 30 , 10 , 2 , 5 , 2 , 0 , 0 
Aidan Ross,Prop,new-zealand,2022, 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 1 , 0 , 0 , 0 
Akira Ioane,Blindside Flanker,new-zealand,2022, 5 , 1 , 86 , 35 , 1 , 1 , 9 , 0 , 1 , 0 , 0 , 28 , 2 , 1 , 4 , 3 , 0 , 0 
Angus Taavao-Matau,Prop,new-zealand,2022, 0 , 0 , 3 , 5 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 22 , 1 , 1 , 2 , 5 , 0 , 1 
Ardie Savea,Flanker 7,new-zealand,2022, 20 , 4 , 243 , 83 , 7 , 2 , 56 , 14 , 0 , 0 , 0 , 76 , 1 , 6 , 5 , 2 , 0 , 0 
Brodie Retallick,Lock,new-zealand,2022, 5 , 1 , 71 , 45 , 0 , 0 , 10 , 4 , 0 , 0 , 0 , 51 , 2 , 3 , 3 , 3 , 0 , 0 
Codie Taylor,Hooker,new-zealand,2022, 5 , 1 , 73 , 33 , 2 , 1 , 12 , 2 , 0 , 0 , 0 , 21 , 9 , 0 , 15 , 4 , 0 , 0 
Dalton Papali'i,Flanker 7,new-zealand,2022, 0 , 0 , 31 , 15 , 1 , 0 , 5 , 0 , 0 , 0 , 0 , 45 , 0 , 0 , 3 , 3 , 1 , 0 
Dane Coles,Hooker,new-zealand,2022, 0 , 0 , 11 , 9 , 0 , 0 , 8 , 2 , 0 , 0 , 0 , 5 , 0 , 0 , 4 , 1 , 0 , 0 
Ethan De Groot,Loosehead Prop,new-zealand,2022,,,,,,,,,,,,,,,,,,
George Bower,Tighthead Prop,new-zealand,2022, 0 , 0 , 69 , 34 , 3 , 2 , 7 , 0 , 0 , 0 , 0 , 42 , 11 , 0 , 3 , 6 , 0 , 0 
Hoskins Sotutu,Number 8,new-zealand,2022,,,,,,,,,,,,,,,,,,
Karl Tuinukuafe,Prop,new-zealand,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 2 , 1 , 0 , 1 , 1 , 0 
Nepo Laulala,Tighthead Prop,new-zealand,2022, 0 , 0 , 9 , 8 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 14 , 5 , 1 , 1 , 0 , 0 , 0 
Ofa Tuungafasi,Tighthead Prop,new-zealand,2022, 0 , 0 , 16 , 15 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 16 , 5 , 3 , 2 , 5 , 1 , 0 
Patrick Tuipulotu,Lock,new-zealand,2022, 0 , 0 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 
Pita Sowakula,Flanker 6,new-zealand,2022, 5 , 1 , 13 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 1 , 3 , 1 , 0 , 0 
Sam Cane,Openside Flanker,new-zealand,2022, 5 , 1 , 62 , 37 , 2 , 2 , 39 , 3 , 0 , 0 , 0 , 83 , 11 , 3 , 4 , 6 , 0 , 0 
Samisoni Taukei'aho,Hooker,new-zealand,2022, 25 , 5 , 118 , 59 , 5 , 0 , 13 , 4 , 0 , 0 , 0 , 52 , 5 , 2 , 10 , 5 , 0 , 0 
Samuel Whitelock,Lock,new-zealand,2022, 5 , 1 , 75 , 43 , 3 , 0 , 23 , 3 , 0 , 0 , 0 , 73 , 2 , 11 , 4 , 9 , 0 , 0 
Scott Barrett,Lock,new-zealand,2022, 5 , 1 , 64 , 36 , 0 , 0 , 10 , 0 , 0 , 0 , 0 , 62 , 11 , 7 , 4 , 5 , 0 , 0 
Shannon Frizell,Flanker 7,new-zealand,2022, 5 , 1 , 70 , 25 , 0 , 0 , 5 , 2 , 0 , 0 , 0 , 20 , 6 , 3 , 2 , 4 , 0 , 0 
Tupou Vaai,Lock 4,new-zealand,2022, 0 , 0 , 17 , 9 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 10 , 0 , 0 , 0 , 1 , 0 , 0 
Tyrel Lomax,Prop,maori-all-blacks,2022, 0 , 0 , 30 , 15 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 13 , 0 , 2 , 4 , 3 , 0 , 0 
Aaron Smith,Scrum Half,new-zealand,2022, 0 , 0 , 19 , 13 , 2 , 1 , 507 , 5 , 26 , 0 , 0 , 30 , 11 , 4 , 5 , 4 , 0 , 0 
Anton Lienert-Brown,Centre,new-zealand,2022,,,,,,,,,,,,,,,,,,
Beauden Barrett,Fly Half,new-zealand,2022, 10 , 2 , 107 , 39 , 6 , 1 , 68 , 5 , 47 , 0 , 0 , 27 , 4 , 5 , 7 , 4 , 0 , 0 
Braydon Ennor,Wing,new-zealand,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 3 , 0 , 0 , 0 , 0 , 0 
Caleb Clarke,Left Wing,new-zealand,2022, 10 , 2 , 315 , 46 , 2 , 4 , 16 , 0 , 0 , 0 , 0 , 23 , 5 , 1 , 7 , 2 , 0 , 0 
David Kaetau Havili,Wing,new-zealand,2022,,,,,,,,,,,,,,,,,,
Finlay Christie,Scrum Half,new-zealand,2022, 0 , 0 , 2 , 3 , 0 , 0 , 130 , 1 , 3 , 0 , 0 , 10 , 5 , 0 , 2 , 1 , 0 , 0 
Fletcher Newell,,new-zealand,2022, 0 , 0 , 15 , 10 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 6 , 0 , 1 , 0 , 2 , 1 , 0 
Folau Fakatava,Scrum half,new-zealand,2022, 0 , 0 , -1 , 6 , 0 , 0 , 48 , 1 , 1 , 0 , 0 , 2 , 1 , 0 , 4 , 0 , 0 , 0 
Jordie Barrett,Fullback,new-zealand,2022, 43 , 3 , 209 , 79 , 11 , 3 , 60 , 13 , 36 , 11 , 2 , 36 , 3 , 2 , 9 , 0 , 0 , 0 
Leicester Fainga'anuku,Wing,new-zealand,2022, 0 , 0 , 33 , 12 , 0 , 1 , 2 , 0 , 2 , 0 , 0 , 9 , 2 , 2 , 2 , 1 , 1 , 0 
Quinn Tupaea,Centre 13,new-zealand,2022, 5 , 1 , 53 , 27 , 1 , 0 , 15 , 2 , 0 , 0 , 0 , 23 , 3 , 4 , 3 , 1 , 0 , 0 
Richie Mo'unga,Fly half,new-zealand,2022, 71 , 1 , 101 , 38 , 6 , 0 , 100 , 6 , 40 , 15 , 12 , 42 , 6 , 2 , 11 , 3 , 0 , 0 
Rieko Ioane,Wing,new-zealand,2022, 5 , 1 , 299 , 55 , 10 , 5 , 38 , 8 , 0 , 0 , 0 , 55 , 3 , 2 , 10 , 7 , 0 , 0 
Roger Tuivasa-Sheck,Centre 12,new-zealand,2022, 0 , 0 , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 0 , 0 
Sevu Reece,Right Wing,new-zealand,2022, 5 , 1 , 28 , 19 , 3 , 0 , 2 , 2 , 2 , 0 , 0 , 16 , 2 , 5 , 0 , 1 , 0 , 0 
Stephen Perofeta,Fly half,new-zealand,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Will Jordan,Fullback,new-zealand,2022, 20 , 4 , 324 , 47 , 7 , 9 , 33 , 8 , 11 , 0 , 0 , 43 , 10 , 4 , 11 , 2 , 0 , 0 
AndreaZambonin,Lock 4,italy,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 
Braam Steyn,Flanker 7,italy,2022,,,,,,,,,,,,,,,,,,
Cherif Traore,Prop,italy,2022, 0 , 0 , 11 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 1 , 0 , 1 , 1 , 0 , 0 
Danilo Fischetti,Prop,italy,2022, 0 , 0 , 28 , 19 , 0 , 0 , 11 , 2 , 0 , 0 , 0 , 49 , 11 , 6 , 1 , 5 , 0 , 0 
David Sisi,Blindside Flanker,italy,2022, 0 , 0 , 4 , 3 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 7 , 1 , 0 , 0 , 0 , 0 , 0 
Federico Ruzza,Lock,italy,2022, 0 , 0 , 32 , 18 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 54 , 4 , 1 , 5 , 2 , 0 , 0 
Giacomo Nicotera,Hooker,italy,2022, 0 , 0 , 17 , 9 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 21 , 8 , 1 , 2 , 1 , 0 , 0 
Gianmarco Lucchesi,,italy,2022,,,,,,,,,,,,,,,,,,
Giosue Zilocchi,Tighthead Prop,italy,2022, 0 , 0 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 0 , 0 
Giovanni Pettinelli,Openside Flanker,italy,2022,,,,,,,,,,,,,,,,,,
Hame Faiva,Hooker,italy,2022, 0 , 0 , 16 , 6 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 21 , 0 , 0 , 4 , 1 , 0 , 1 
Ivan Nemer,Loosehead Prop,italy,2022, 0 , 0 , 7 , 5 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 25 , 2 , 1 , 0 , 2 , 0 , 0 
Luca Bigi,Hooker,italy,2022, 0 , 0 , 6 , 4 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 9 , 2 , 0 , 2 , 0 , 0 , 0 
Manuel Zuliani,Number 8,italy,2022, 0 , 0 , 9 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 0 , 0 , 1 , 0 , 0 
Marco Fuser,Lock,italy,2022,,,,,,,,,,,,,,,,,,
Michele Lamaro,Openside Flanker,italy,2022, 0 , 0 , 65 , 28 , 1 , 0 , 14 , 3 , 2 , 0 , 0 , 88 , 19 , 3 , 6 , 3 , 0 , 0 
Niccolo Cannone,Lock 4,italy,2022, 0 , 0 , 51 , 24 , 1 , 0 , 5 , 0 , 0 , 0 , 0 , 59 , 4 , 0 , 1 , 2 , 0 , 0 
Pietro Ceccarelli,Prop,italy,2022, 0 , 0 , 12 , 8 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 28 , 4 , 1 , 0 , 1 , 0 , 0 
Sebastian Negri da Ollegio,Openside Flanker,italy,2022, 0 , 0 , 26 , 13 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 12 , 1 , 0 , 1 , 1 , 0 , 0 
Tiziano Pasquali,Tight head prop,italy,2022, 0 , 0 , 16 , 5 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 20 , 3 , 0 , 0 , 6 , 0 , 0 
Toa Halafihi,Number 8,italy,2022, 0 , 0 , 61 , 25 , 1 , 0 , 12 , 1 , 0 , 0 , 0 , 41 , 5 , 7 , 0 , 1 , 0 , 0 
Alessandro Fusco,Fullback,italy,2022, 5 , 1 , 23 , 9 , 2 , 0 , 76 , 0 , 16 , 0 , 0 , 12 , 0 , 0 , 3 , 1 , 0 , 0 
Ange Capuozzo,Fullback,italy,2022, 5 , 1 , 37 , 20 , 4 , 1 , 18 , 3 , 3 , 0 , 0 , 9 , 2 , 0 , 3 , 1 , 0 , 0 
Callum Braley,Scrum half,italy,2022, 5 , 1 , 10 , 3 , 1 , 0 , 99 , 0 , 25 , 0 , 0 , 2 , 4 , 0 , 1 , 0 , 0 , 0 
Edoardo Padovani,Fullback,italy,2022, 14 , 1 , 52 , 27 , 2 , 0 , 14 , 1 , 13 , 0 , 3 , 24 , 5 , 2 , 5 , 1 , 0 , 0 
Federico Mori,Left wing,italy,2022, 0 , 0 , 19 , 4 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 3 , 1 , 1 , 0 , 1 , 0 , 0 
Giacomo Da Re,Fullback,italy,2022,,,,,,,,,,,,,,,,,,
Juan Ignacio Brex,Centre 12,italy,2022, 0 , 0 , 71 , 28 , 0 , 1 , 23 , 2 , 5 , 0 , 0 , 53 , 18 , 0 , 5 , 2 , 0 , 0 
Leonardo Marin ,Fly Half,italy,2022,,,,,,,,,,,,,,,,,,
Luca Morisi,Centre,italy,2022,,,,,,,,,,,,,,,,,,
Marco Zanon,Centre 12,italy,2022,,,,,,,,,,,,,,,,,,
Mark Sorenson,Wing,italy,2022, 0 , 0 , 9 , 6 , 2 , 0 , 3 , 2 , 2 , 0 , 0 , 5 , 1 , 0 , 0 , 2 , 0 , 0 
Monty Ioane,Right Wing,italy,2022, 0 , 0 , 157 , 48 , 8 , 3 , 22 , 8 , 5 , 0 , 0 , 29 , 7 , 1 , 8 , 0 , 0 , 0 
Paolo Garbisi,Fly half,italy,2022, 26 , 0 , 53 , 22 , 3 , 0 , 73 , 2 , 57 , 4 , 6 , 49 , 12 , 1 , 10 , 3 , 0 , 0 
Pierre Bruno,Wing,italy,2022, 0 , 0 , 9 , 6 , 2 , 0 , 3 , 2 , 2 , 0 , 0 , 5 , 1 , 0 , 0 , 2 , 0 , 0 
Stephen Varney,Scrum half,italy,2022, 0 , 0 , 23 , 11 , 1 , 0 , 105 , 0 , 22 , 0 , 0 , 13 , 2 , 0 , 6 , 1 , 0 , 0 
Tommaso Menoncello,Left Wing,italy,2022, 5 , 1 , 3 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 2 , 0 , 0 , 0 , 0 , 0 
Diego Arbelo,Prop,uruguay,2022,,,,,,,,,,,,,,,,,,
Eric dos Santos Madeira,Blindside Flanker,uruguay,2022,,,,,,,,,,,,,,,,,,
Franco Lamanna,Lock,uruguay,2022, 0 , 0 , 9 , 8 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 4 , 0 , 1 , 0 , 1 , 0 , 0 
German Kessler,Hooker,uruguay,2022,,,,,,,,,,,,,,,,,,
Kisi Pulu,Prop,uruguay,2022,,,,,,,,,,,,,,,,,,
Luke Crocker,Lock,uruguay,2022,,,,,,,,,,,,,,,,,,
Manuel Ardao,Flanker 6,uruguay,2022, 10 , 2 , 21 , 22 , 0 , 0 , 10 , 1 , 1 , 0 , 0 , 17 , 3 , 7 , 1 , 5 , 0 , 0 
Manuel Diana,Number 8,uruguay,2022,,,,,,,,,,,,,,,,,,
Manuel Leindekar,Lock,uruguay,2022,,,,,,,,,,,,,,,,,,
Mateo Sanguinetti,Prop,uruguay,2022,,,,,,,,,,,,,,,,,,
Santiago Civetta,Flanker 7,uruguay,2022,,,,,,,,,,,,,,,,,,
Agustin Ormaechea,Fullback,uruguay,2022,,,,,,,,,,,,,,,,,,
Diego Magno,,uruguay,2022, 5 , 1 , 11 , 13 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 10 , 4 , 0 , 0 , 2 , 0 , 0 
Facundo Gattas,,uruguay,2022,,,,,,,,,,,,,,,,,,
Federico Favaro,Wing,uruguay,2022,,,,,,,,,,,,,,,,,,
Felipe Arcos Perez,Outside centre,uruguay,2022,,,,,,,,,,,,,,,,,,
Felipe Etcheverry,,uruguay,2022, 7 , 0 , 31 , 21 , 6 , 1 , 43 , 5 , 29 , 2 , 1 , 8 , 7 , 1 , 7 , 1 , 0 , 0 
Gaston Mieres,Fullback,uruguay,2022,,,,,,,,,,,,,,,,,,
Ignacio Péculo,Fullback,uruguay,2022,,,,,,,,,,,,,,,,,,
Deon Fourie,Openside Flanker,south-africa,2022, 0 , 0 , 12 , 6 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 13 , 1 , 2 , 0 , 1 , 0 , 0 
Duane Vermeulen,Number 8,south-africa,2022, 0 , 0 , 12 , 10 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 11 , 1 , 4 , 0 , 2 , 0 , 0 
Eben Etzebeth,Lock,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Elrigh Louw,Number 8,south-africa,2022, 0 , 0 , 7 , 3 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 11 , 1 , 1 , 0 , 0 , 0 , 0 
Franco Mostert ,Openside flanker,south-africa,2022, 5 , 1 , 30 , 14 , 0 , 1 , 3 , 0 , 0 , 0 , 0 , 52 , 6 , 1 , 3 , 3 , 0 , 0 
Frans Malherbe,Prop,south-africa,2022, 0 , 0 , 18 , 16 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 36 , 2 , 2 , 1 , 3 , 0 , 0 
Jasper Wiese,Number 8,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Joeseph Dweba,Hooker,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Kwagga Smith,Flanker 6,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Lood De Jager,Lock 4,south-africa,2022, 0 , 0 , 96 , 37 , 1 , 2 , 7 , 2 , 0 , 0 , 0 , 62 , 13 , 2 , 3 , 9 , 0 , 0 
Malcolm Marx,Hooker,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Marcell Coetzee,Flanker 6,south-africa,2022, 0 , 0 , 14 , 7 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 1 , 1 , 0 , 0 
Marvin Orie,Lock,south-africa,2022, 0 , 0 , 1 , 1 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 5 , 1 , 1 , 0 , 0 , 0 , 0 
Mbongeni Mbonami,Hooker,south-africa,2022, 10 , 2 , 10 , 9 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 13 , 3 , 0 , 3 , 0 , 0 , 0 
Ox Nche,Prop,south-africa,2022, 0 , 0 , 19 , 10 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 15 , 5 , 0 , 2 , 4 , 0 , 0 
Pieter-Steph du Toit,Flanker 7,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Ruan Nortje,Lock,south-africa,2022, 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 
Rynhard Elstadt,Lock,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Salmaan Moerat,Lock,south-africa,2022, 0 , 0 , 3 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 
Siya Kolisi,Blindside Flanker,south-africa,2022, 10 , 2 , 62 , 28 , 3 , 1 , 11 , 1 , 1 , 0 , 0 , 49 , 12 , 7 , 3 , 4 , 0 , 0 
Steven Kitshoff,Prop,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Thomas du Toit,Prop,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Trevor Nyakane,Prop,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Vincent Koch,Prop,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Andre Esterhuizen,Centre,south-africa,2022, 0 , 0 , 21 , 7 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 11 , 1 , 0 , 2 , 1 , 0 , 0 
