,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Aphelele Fassi,Fullback,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Canan Moodie,Right wing,south-africa,2022, 5 , 1 , 28 , 10 , 0 , 0 , 7 , 3 , 1 , 0 , 0 , 16 , 4 , 1 , 6 , 1 , 0 , 0 
Cheslin Kolbe,Fullback,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Damian Willemse,Fly half,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Damian de Allende,Centre,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Elton Jantjies,Fly half,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Evan Roos,Number 8,south-africa,2022, 0 , 0 , 15 , 8 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 2 , 1 , 2 , 0 , 0 , 0 
Francois de Klerk,Scrum Half,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Frans Steyn,Centre,south-africa,2022, 15 , 0 , 29 , 10 , 1 , 0 , 6 , 0 , 8 , 6 , 1 , 11 , 2 , 0 , 3 , 2 , 0 , 0 
Grant Williams,Scrum half,south-africa,2022, 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Handre Pollard,Fly half,south-africa,2022, 59 , 1 , 45 , 18 , 3 , 0 , 47 , 2 , 22 , 6 , 13 , 18 , 7 , 0 , 4 , 0 , 0 , 0 
Hershel Jantjies,Scrum half,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Jacobus Reinach,Scrum half,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Jaden Hendrikse,Scrum Half,south-africa,2022, 7 , 1 , 12 , 11 , 0 , 1 , 340 , 3 , 65 , 1 , 0 , 31 , 6 , 3 , 6 , 2 , 0 , 0 
Jesse Kriel,Centre,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Kurt-Lee Arendse,Full Back,south-africa,2022, 10 , 2 , 55 , 11 , 3 , 4 , 3 , 0 , 4 , 0 , 0 , 14 , 4 , 1 , 4 , 2 , 0 , 1 
Lukhanyo Am,Centre,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Makazole Mapimpi,Wing,south-africa,2022, 10 , 2 , 79 , 20 , 4 , 2 , 11 , 1 , 1 , 0 , 0 , 31 , 6 , 1 , 9 , 3 , 1 , 0 
Ntuthuko Mchunu,Prop,south-africa,2022, 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 1 , 0 , 0 
Warrick Gelant,Fullback,south-africa,2022, 0 , 0 , 3 , 8 , 0 , 0 , 11 , 2 , 4 , 0 , 0 , 0 , 1 , 0 , 6 , 0 , 0 , 0 
Willie Le Roux,Fullback,south-africa-a,2022,,,,,,,,,,,,,,,,,,
Andrew Porter,Prop,ireland,2022, 10 , 2 , 64 , 26 , 1 , 0 , 11 , 1 , 0 , 0 , 0 , 56 , 0 , 5 , 2 , 8 , 1 , 0 
Caelan Doris,Number 8,ireland,2022, 0 , 0 , 131 , 57 , 1 , 1 , 32 , 6 , 0 , 0 , 0 , 95 , 2 , 10 , 11 , 7 , 0 , 0 
Cian Healy,Prop,ireland,2022, 5 , 1 , 23 , 11 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 26 , 8 , 1 , 3 , 3 , 0 , 0 
Cian Prendergast,Number 8,ireland,2022, 0 , 0 , 10 , 6 , 0 , 0 , 5 , 1 , 1 , 0 , 0 , 21 , 2 , 2 , 0 , 2 , 1 , 0 
Dan Sheehan,Hooker,ireland,2022, 5 , 1 , 173 , 76 , 4 , 1 , 30 , 6 , 0 , 0 , 0 , 70 , 10 , 1 , 12 , 3 , 0 , 0 
Dave Heffernan,Hooker,ireland,2022, 0 , 0 , 16 , 9 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 11 , 2 , 0 , 3 , 0 , 0 , 0 
Dave Kilcoyne,Prop,ireland,2022, 0 , 0 , 36 , 13 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 8 , 4 , 0 , 0 , 2 , 0 , 0 
Ed Byrne,Loosehead Prop,ireland,2022, 0 , 0 , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 1 , 0 , 0 
Finlay Bealham,Prop,ireland,2022, 5 , 1 , 19 , 11 , 0 , 0 , 5 , 2 , 0 , 0 , 0 , 25 , 2 , 0 , 1 , 2 , 0 , 0 
Gavin Coombes,Flanker 6,ireland,2022, 10 , 2 , 38 , 16 , 0 , 0 , 6 , 3 , 0 , 0 , 0 , 25 , 7 , 1 , 2 , 3 , 0 , 0 
Iain Henderson,Lock,ireland,2022, 0 , 0 , 20 , 15 , 0 , 0 , 10 , 1 , 0 , 0 , 0 , 18 , 1 , 1 , 4 , 3 , 0 , 0 
Jack Conan,Number 8,ireland,2022, 5 , 1 , 99 , 40 , 1 , 0 , 16 , 3 , 1 , 0 , 0 , 36 , 6 , 2 , 1 , 2 , 0 , 0 
James Ryan,Lock,ireland,2022, 0 , 0 , 56 , 27 , 2 , 0 , 5 , 0 , 0 , 0 , 0 , 66 , 2 , 4 , 4 , 7 , 1 , 0 
Jeremy Loughman,Prop,ireland,2022, 0 , 0 , 7 , 3 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 11 , 3 , 1 , 2 , 1 , 0 , 0 
Joe McCarthy,Lock 5,ireland,2022, 0 , 0 , 10 , 7 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 20 , 2 , 2 , 2 , 4 , 0 , 0 
Josh Van der Flier,Flanker 7,ireland,2022, 17 , 3 , 168 , 67 , 3 , 2 , 38 , 3 , 0 , 1 , 0 , 123 , 8 , 2 , 9 , 6 , 0 , 0 
Kieran Treadwell,Lock,ireland,2022, 5 , 1 , 40 , 18 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 33 , 5 , 1 , 2 , 2 , 0 , 0 
Michael Bent,Tighthead Prop,ireland,2022, 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Niall Scannell,Hooker,ireland,2022, 0 , 0 , 6 , 5 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 9 , 0 , 0 , 4 , 1 , 0 , 0 
Nick Timoney,Number 8,ireland,2022, 5 , 1 , 29 , 11 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 19 , 2 , 1 , 1 , 2 , 0 , 0 
Peter O'Mahony,Flanker 7,ireland,2022, 5 , 1 , 55 , 26 , 1 , 0 , 24 , 4 , 2 , 0 , 0 , 53 , 8 , 5 , 3 , 2 , 0 , 0 
Rob Herring,Hooker,ireland,2022, 5 , 1 , 38 , 11 , 0 , 1 , 6 , 1 , 0 , 0 , 0 , 14 , 0 , 0 , 4 , 1 , 0 , 0 
Ronan Kelleher,Hooker,ireland,2022, 0 , 0 , 14 , 8 , 0 , 0 , 5 , 2 , 0 , 0 , 0 , 13 , 1 , 1 , 2 , 1 , 0 , 0 
Ryan Baird,Lock,ireland,2022, 5 , 1 , 28 , 12 , 1 , 0 , 5 , 0 , 0 , 0 , 0 , 17 , 2 , 1 , 3 , 1 , 0 , 0 
Tadgh Beirne,Lock,ireland,2022, 0 , 0 , 141 , 59 , 4 , 2 , 33 , 5 , 1 , 0 , 0 , 72 , 5 , 10 , 8 , 5 , 0 , 0 
Tadhg Furlong,Tighthead Prop,ireland,2022, 0 , 0 , 69 , 43 , 2 , 0 , 22 , 2 , 0 , 0 , 0 , 68 , 10 , 2 , 2 , 5 , 0 , 0 
Tom O'Toole,Prop,ireland,2022, 0 , 0 , 13 , 9 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 21 , 2 , 0 , 0 , 0 , 0 , 0 
Andrew Conway,Wing,ireland,2022, 10 , 2 , 29 , 13 , 3 , 0 , 5 , 0 , 7 , 0 , 0 , 6 , 4 , 0 , 3 , 2 , 0 , 0 
Bundee Aki,Centre,ireland,2022, 15 , 3 , 177 , 71 , 3 , 3 , 36 , 5 , 0 , 0 , 0 , 52 , 11 , 8 , 3 , 5 , 0 , 0 
Ciaran Frawley,Fly half,ireland,2022, 17 , 0 , 7 , 4 , 1 , 0 , 19 , 0 , 10 , 4 , 3 , 24 , 5 , 0 , 3 , 1 , 0 , 0 
Conor Murray,Scrum half,ireland,2022, 5 , 1 , 12 , 6 , 2 , 1 , 127 , 0 , 9 , 0 , 0 , 8 , 2 , 0 , 2 , 1 , 0 , 0 
Craig Casey,Scrum Half,ireland,2022, 0 , 0 , 18 , 8 , 0 , 0 , 110 , 2 , 13 , 0 , 0 , 14 , 5 , 0 , 3 , 0 , 0 , 0 
Garry Ringrose,Centre,ireland,2022, 10 , 2 , 160 , 56 , 10 , 1 , 40 , 4 , 6 , 0 , 0 , 42 , 11 , 3 , 14 , 0 , 0 , 0 
Hugo Keenan,Fullback,ireland,2022, 10 , 2 , 98 , 62 , 5 , 2 , 45 , 6 , 22 , 0 , 0 , 22 , 11 , 1 , 9 , 1 , 0 , 0 
Jack Carty,Fly half,ireland,2022, 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
James Hume,Centre 13,ireland,2022, 0 , 0 , 17 , 6 , 0 , 0 , 7 , 1 , 0 , 0 , 0 , 8 , 2 , 0 , 3 , 2 , 0 , 0 
James Lowe,Left Wing,ireland,2022, 10 , 2 , 179 , 59 , 5 , 2 , 39 , 9 , 32 , 0 , 0 , 21 , 6 , 2 , 13 , 5 , 0 , 0 
Jamison Gibson-Park,Scrum Half,ireland,2022, 15 , 3 , 64 , 24 , 3 , 4 , 556 , 3 , 57 , 0 , 0 , 27 , 13 , 0 , 10 , 1 , 0 , 0 
Jimmy O'Brien,Centre,ireland,2022, 0 , 0 , 14 , 6 , 0 , 0 , 3 , 1 , 8 , 0 , 0 , 5 , 0 , 0 , 1 , 0 , 0 , 0 
Joey Carbery,Fly half,ireland,2022, 22 , 1 , 46 , 18 , 2 , 0 , 99 , 1 , 15 , 7 , 1 , 24 , 9 , 1 , 3 , 0 , 0 , 0 
Johnny Sexton,Fly Half,ireland,2022, 58 , 0 , 42 , 25 , 6 , 2 , 164 , 7 , 26 , 17 , 8 , 56 , 8 , 1 , 4 , 4 , 0 , 0 
Jordan Larmour,Wing,ireland,2022, 10 , 2 , 28 , 7 , 1 , 1 , 1 , 0 , 3 , 0 , 0 , 6 , 3 , 0 , 2 , 1 , 1 , 0 
Keith Earls,Wing,ireland,2022,,,,,,,,,,,,,,,,,,
Michael Lowry,Fullback,ireland,2022, 10 , 2 , 39 , 17 , 3 , 1 , 8 , 2 , 6 , 0 , 0 , 7 , 3 , 1 , 3 , 0 , 0 , 0 
Robbie Henshaw,Centre,ireland,2022, 5 , 1 , 98 , 42 , 3 , 1 , 32 , 5 , 1 , 0 , 0 , 50 , 6 , 2 , 8 , 4 , 0 , 0 
Robert Baloucoune,Wing,ireland,2022,,,,,,,,,,,,,,,,,,
Simon Westraadt,,ireland,2022, 5 , 1 , 121 , 45 , 3 , 2 , 27 , 9 , 14 , 0 , 0 , 32 , 6 , 2 , 8 , 0 , 0 , 0 
Stuart McCloskey,Centre,ireland,2022, 0 , 0 , 8 , 6 , 0 , 0 , 1 , 1 , 2 , 0 , 0 , 9 , 1 , 0 , 1 , 0 , 0 , 0 
Allan Dell,Prop,scotland,2022, 0 , 0 , 3 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 6 , 0 , 1 , 0 , 0 , 0 , 0 
Andy Christie,Flanker 6,scotland,2022, 0 , 0 , 3 , 5 , 0 , 0 , 4 , 2 , 0 , 0 , 0 , 7 , 2 , 2 , 2 , 1 , 0 , 0 
David Cherry,Hooker,scotland,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 1 , 1 , 1 , 0 , 0 
Ewan Ashman,Hooker,scotland,2022, 10 , 2 , 10 , 4 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 2 , 1 , 0 , 0 
Fraser Brown,Hooker,scotland,2022, 0 , 0 , 5 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 7 , 0 , 1 , 2 , 0 , 0 , 0 
George Turner,Hooker,scotland,2022, 0 , 0 , 47 , 22 , 3 , 1 , 7 , 0 , 0 , 0 , 0 , 47 , 9 , 3 , 12 , 3 , 0 , 0 
Glen Young,Lock,scotland,2022, 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 
Grant Gilchrist,Lock,scotland,2022, 0 , 0 , 48 , 31 , 1 , 0 , 14 , 2 , 0 , 0 , 0 , 72 , 0 , 4 , 3 , 10 , 0 , 0 
Hamish Watson,Flanker 7,scotland,2022, 5 , 1 , 74 , 45 , 2 , 0 , 15 , 5 , 0 , 0 , 0 , 85 , 2 , 5 , 3 , 4 , 0 , 0 
Jack Dempsey,Flanker 6,scotland,2022,,,,,,,,,,,,,,,,,,
Jamie Bhattie,Prop,scotland,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 0 , 1 , 0 , 0 
Jamie Hodgson,Lock,scotland,2022, 0 , 0 , 1 , 1 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 0 , 0 
Jamie Ritchie,Openside Flanker,scotland,2022, 0 , 0 , 13 , 6 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 7 , 1 , 0 , 1 , 2 , 0 , 0 
Javan Sebastian,Prop,scotland,2022, 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 2 , 0 , 0 
Jonny Gray,Lock,scotland,2022, 0 , 0 , 26 , 26 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 53 , 2 , 1 , 7 , 1 , 0 , 0 
Josh Bayliss,Blindside Flanker,scotland,2022, 0 , 0 , 3 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Luke Crosbie,Flanker 6,scotland,2022, 0 , 0 , 2 , 3 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 0 , 0 
Magnus Bradbury,Blindside Flanker,scotland,2022, 0 , 0 , 64 , 32 , 0 , 1 , 13 , 3 , 0 , 0 , 0 , 31 , 2 , 1 , 5 , 1 , 0 , 0 
Matt Fagerson,Flanker 7,scotland,2022, 5 , 1 , 106 , 56 , 5 , 0 , 15 , 1 , 0 , 0 , 0 , 66 , 1 , 7 , 4 , 3 , 0 , 0 
Nick Haining,Number 8,scotland,2022, 0 , 0 , 7 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 
Pierre Schoeman,Prop,scotland,2022, 5 , 1 , 82 , 47 , 2 , 1 , 12 , 0 , 0 , 0 , 0 , 41 , 7 , 2 , 3 , 4 , 0 , 0 
Rory Darge,Flanker 7,scotland,2022, 5 , 1 , 92 , 48 , 4 , 0 , 7 , 2 , 0 , 0 , 0 , 65 , 4 , 10 , 3 , 2 , 0 , 0 
Rory Sutherland,Prop,scotland,2022, 0 , 0 , 6 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 2 , 1 , 0 , 2 , 0 , 0 
Sam Skinner,Lock 4,scotland,2022, 0 , 0 , 27 , 22 , 0 , 0 , 13 , 1 , 0 , 0 , 0 , 52 , 2 , 5 , 1 , 1 , 0 , 0 
Scott Cummings,Lock,scotland,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 2 , 0 , 0 , 0 , 0 , 0 
Stuart McInally,Hooker,scotland,2022, 0 , 0 , 25 , 14 , 0 , 0 , 8 , 1 , 0 , 0 , 0 , 17 , 3 , 2 , 2 , 1 , 0 , 0 
WP Nel,Prop,scotland,2022, 0 , 0 , 3 , 5 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 22 , 6 , 0 , 0 , 5 , 0 , 0 
Zander Fagerson,Prop,scotland,2022, 0 , 0 , 65 , 39 , 1 , 0 , 4 , 0 , 0 , 0 , 0 , 58 , 3 , 0 , 4 , 12 , 0 , 0 
Adam Hastings,Fly Half,scotland,2022, 0 , 0 , 1 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 0 
Ali Price,Scrum half,scotland,2022, 0 , 0 , 54 , 20 , 10 , 5 , 362 , 7 , 44 , 0 , 0 , 31 , 13 , 2 , 8 , 1 , 0 , 0 
Ben Vellacott,Scrum half,scotland,2022, 0 , 0 , 3 , 2 , 0 , 0 , 8 , 1 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 
Ben White,Scrum half,scotland,2022, 5 , 1 , 24 , 8 , 3 , 0 , 139 , 2 , 15 , 0 , 0 , 19 , 0 , 2 , 4 , 2 , 1 , 0 
Blair Kinghorn,Fullback,scotland,2022, 29 , 1 , 30 , 15 , 0 , 1 , 82 , 1 , 15 , 6 , 4 , 25 , 3 , 1 , 10 , 4 , 0 , 0 
Cameron Redpath,Centre,scotland,2022, 0 , 0 , 4 , 4 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Chris Harris,Centre,scotland,2022, 10 , 2 , 41 , 23 , 0 , 0 , 19 , 5 , 1 , 0 , 0 , 37 , 4 , 1 , 3 , 1 , 0 , 0 
Darcy Graham,Wing,scotland,2022, 10 , 2 , 154 , 46 , 15 , 4 , 11 , 4 , 6 , 0 , 0 , 34 , 11 , 3 , 4 , 7 , 0 , 0 
Duhan van der Merwe,Wing,scotland,2022, 10 , 2 , 105 , 35 , 5 , 3 , 7 , 1 , 0 , 0 , 0 , 15 , 3 , 3 , 10 , 3 , 0 , 0 
Finn Russell,Fly half,scotland,2022, 33 , 0 , 23 , 14 , 1 , 0 , 115 , 6 , 44 , 6 , 7 , 22 , 7 , 1 , 6 , 2 , 1 , 0 
George Horne,Scrum half,scotland,2022,,,,,,,,,,,,,,,,,,
Kyle Rowe,Fullback,scotland,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 
Kyle Steyn,Wing,scotland,2022, 0 , 0 , 16 , 16 , 2 , 0 , 6 , 1 , 3 , 0 , 0 , 12 , 7 , 2 , 5 , 2 , 0 , 0 
Mark Bennett,Centre,scotland,2022, 10 , 2 , 70 , 24 , 3 , 3 , 7 , 2 , 0 , 0 , 0 , 13 , 2 , 2 , 3 , 0 , 0 , 0 
Ollie Smith,Fullback,scotland,2022, 0 , 0 , 3 , 2 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Rory Hutchinson,Centre,scotland,2022, 5 , 1 , 11 , 6 , 2 , 0 , 7 , 1 , 1 , 0 , 0 , 4 , 1 , 0 , 2 , 0 , 0 , 0 
Ross Thompson,Fullback,scotland,2022, 4 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 2 , 0 , 8 , 1 , 0 , 0 , 0 , 0 , 0 
Rufus McLean,,scotland,2022, 0 , 0 , 8 , 2 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 1 , 0 , 0 
Sam Johnson,Centre,scotland,2022, 10 , 2 , 44 , 21 , 4 , 1 , 18 , 0 , 0 , 0 , 0 , 40 , 4 , 1 , 2 , 2 , 0 , 0 
Sione Tuipulotu,Centre 12,scotland,2022, 0 , 0 , 62 , 20 , 1 , 0 , 11 , 0 , 0 , 0 , 0 , 10 , 2 , 0 , 0 , 1 , 0 , 0 
Stuart Hogg,Fullback,scotland,2022, 7 , 1 , 121 , 46 , 14 , 1 , 40 , 8 , 32 , 1 , 0 , 18 , 5 , 0 , 9 , 4 , 0 , 0 
Ben Betts,Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Ben Tameifuna,Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Dan Tuohy,Lock,tonga,2022,,,,,,,,,,,,,,,,,,
Daniel Faleafa,Flanker 6,tonga,2022,,,,,,,,,,,,,,,,,,
David Lolohea,Tight head prop,tonga,2022,,,,,,,,,,,,,,,,,,
Don Lolo,Lock 4,tonga,2022,,,,,,,,,,,,,,,,,,
Duke Nginingini,Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Fotu Lokotui,Flanker 7,tonga,2022,,,,,,,,,,,,,,,,,,
Ian Evans,Lock,tonga,2022,,,,,,,,,,,,,,,,,,
Jay Fonokalafi,Loosehead Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Jeremy Thrush,Lock,tonga,2022,,,,,,,,,,,,,,,,,,
Jethro Felemi,Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Leva Fifita,Lock,tonga,2022,,,,,,,,,,,,,,,,,,
Loni Uhila,Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Lopeti Timani,Lock,tonga,2022,,,,,,,,,,,,,,,,,,
Lua Li,Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Ma'afu Fia,Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Maama Vaipulu,Number 8,tonga,2022,,,,,,,,,,,,,,,,,,
Mateaki Kafatolu,Flanker 6,tonga,2022,,,,,,,,,,,,,,,,,,
Nasi Manu,Number 8,tonga,2022,,,,,,,,,,,,,,,,,,
Nicola Cattina,Lock,tonga,2022,,,,,,,,,,,,,,,,,,
Onehunga Havili,Flanker 7,tonga,2022,,,,,,,,,,,,,,,,,,
Paula Ngauamo,Hooker,tonga,2022,,,,,,,,,,,,,,,,,,
Sam Dickinson,Number 8,tonga,2022,,,,,,,,,,,,,,,,,,
Samiuela Moli,Hooker,tonga,2022,,,,,,,,,,,,,,,,,,
Shaun Knight,Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Siegfried Fisiihoi,Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Sila Puafisi,Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Sione Tuipolotu,Lock 4,tonga,2022,,,,,,,,,,,,,,,,,,
Sione Vailanu,Number 8,tonga,2022,,,,,,,,,,,,,,,,,,
Siua Maile,Hooker,tonga,2022,,,,,,,,,,,,,,,,,,
Solomone Funaki,Blindside Flanker,tonga,2022,,,,,,,,,,,,,,,,,,
Tanginoa Halaifonua,Lock,tonga,2022,,,,,,,,,,,,,,,,,,
Tom Johnson,Flanker 6,tonga,2022,,,,,,,,,,,,,,,,,,
Toma Taufa,Prop,tonga,2022,,,,,,,,,,,,,,,,,,
Valentino Mapapalangi,Flanker 6,tonga,2022,,,,,,,,,,,,,,,,,,
Wandile Putuma,Lock,tonga,2022,,,,,,,,,,,,,,,,,,
Zane Kapeli,Flanker 7,tonga,2022,,,,,,,,,,,,,,,,,,
Afeafe Haisila-Lokotui,Centre,tonga,2022,,,,,,,,,,,,,,,,,,
Afusipa Taumoepeau,Wing,tonga,2022,,,,,,,,,,,,,,,,,,
Aisea Halo,Scrum Half,tonga,2022,,,,,,,,,,,,,,,,,,
Atunaisa Manu,Right wing,tonga,2022,,,,,,,,,,,,,,,,,,
Cecil Afrika,Fly half,tonga,2022,,,,,,,,,,,,,,,,,,
Fine Inisi,Centre 13,tonga,2022,,,,,,,,,,,,,,,,,,
Hosea Saumaki,Wing,tonga,2022,,,,,,,,,,,,,,,,,,
JC Roos,Centre,tonga,2022,,,,,,,,,,,,,,,,,,
JacopoTrulla,,tonga,2022,,,,,,,,,,,,,,,,,,
James Faiva,Fly half,tonga,2022,,,,,,,,,,,,,,,,,,
John Tapueluelu,Fullback,tonga,2022,,,,,,,,,,,,,,,,,,
Kali Hala,Fly half,tonga,2022,,,,,,,,,,,,,,,,,,
Kurt Morath,Fly half,tonga,2022,,,,,,,,,,,,,,,,,,
Leon Fukofuka,Scrum half,tonga,2022,,,,,,,,,,,,,,,,,,
Luatangi Li,,canada,2022,,,,,,,,,,,,,,,,,,
Maile Ngauamo,,tonga,2022,,,,,,,,,,,,,,,,,,
Mali Hingano,Centre,tonga,2022,,,,,,,,,,,,,,,,,,
Malietoa Hingano,,tonga,2022,,,,,,,,,,,,,,,,,,
Nafi Tu'itavake,Right Wing,tonga,2022,,,,,,,,,,,,,,,,,,
Nikolai Foliaki,Centre,tonga,2022,,,,,,,,,,,,,,,,,,
Oliver Zono,Fly half,tonga,2022,,,,,,,,,,,,,,,,,,
Penikolo Latu,Wing,tonga,2022,,,,,,,,,,,,,,,,,,
Robbie Fruean,Centre,tonga,2022,,,,,,,,,,,,,,,,,,
Sam Vaka,Centre,tonga,2022,,,,,,,,,,,,,,,,,,
Setefano Funaki,,tonga,2022,,,,,,,,,,,,,,,,,,
Solomone Kata,,tonga,2022,,,,,,,,,,,,,,,,,,
Sonatane Takulua,Scrum half,tonga,2022,,,,,,,,,,,,,,,,,,
Tau Koloamatangi,Fullback,tonga,2022,,,,,,,,,,,,,,,,,,
Telusa Veainu,Wing,tonga,2022,,,,,,,,,,,,,,,,,,
Vaea Tutuila Vaea,Inside centre,tonga,2022,,,,,,,,,,,,,,,,,,
Viliami Fine,Fullback,tonga,2022,,,,,,,,,,,,,,,,,,
Viliami Taulani,Fly Half,tonga,2022,,,,,,,,,,,,,,,,,,
Walter Fifita,,tonga,2022,,,,,,,,,,,,,,,,,,
Adrian Motoc,Lock,romania,2022,,,,,,,,,,,,,,,,,,
Alex Gordas,Prop,romania,2022,,,,,,,,,,,,,,,,,,
Alexandru Savin,Prop,romania,2022,,,,,,,,,,,,,,,,,,
Alexandru Tarus,Prop,romania,2022,,,,,,,,,,,,,,,,,,
Constantin Pristavita,Prop,romania,2022,,,,,,,,,,,,,,,,,,
Costel Burtila,Tighthead Prop,romania,2022,,,,,,,,,,,,,,,,,,
Cristian Chirica,Number 8,romania,2022,,,,,,,,,,,,,,,,,,
Dragos Ser,Openside Flanker,romania,2022,,,,,,,,,,,,,,,,,,
Florin Bardasu,Hooker,romania,2022,,,,,,,,,,,,,,,,,,
Marius Antonescu,Lock,romania,2022,,,,,,,,,,,,,,,,,,
Marius Iftimiciuc,Lock,romania,2022,,,,,,,,,,,,,,,,,,
Mihai Macovei,Flanker 7,romania,2022,,,,,,,,,,,,,,,,,,
Ovidiu Cojocaru,Hooker,romania,2022,,,,,,,,,,,,,,,,,,
Alexandru Bucur,Wing,romania,2022,,,,,,,,,,,,,,,,,,
Andrei Gorin,,romania,2022,,,,,,,,,,,,,,,,,,
Balan Vasile,Fly Half,romania,2022,,,,,,,,,,,,,,,,,,
Daniel Plai,Fly half,romania,2022,,,,,,,,,,,,,,,,,,
Florian Rosu,Fullback,romania,2022,,,,,,,,,,,,,,,,,,
Florin Surugiu,Scrum half,romania,2022,,,,,,,,,,,,,,,,,,
Gabriel Rupanu,Centre 13,romania,2022,,,,,,,,,,,,,,,,,,
Hinckley Vovasa,Outside centre,romania,2022,,,,,,,,,,,,,,,,,,
Ionel Melinte,Fullback,romania,2022,,,,,,,,,,,,,,,,,,
Ionut Dumitru,Wing,romania,2022,,,,,,,,,,,,,,,,,,
Jason Tomane,Inside centre,romania,2022,,,,,,,,,,,,,,,,,,
