,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Frans Steyn,Centre,cheetahs-1,2022, 11 , 0 , 188 , 74 , 13 , 0 , 46 , 6 , 57 , 1 , 3 , 46 , 5 , 8 , 11 , 7 , 0 , 0 
Janus Venter,Fullback,cheetahs-1,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 
Jeandre Rudolph,,cheetahs-1,2022, 20 , 4 , 152 , 61 , 2 , 1 , 14 , 8 , 1 , 0 , 0 , 61 , 8 , 12 , 6 , 16 , 0 , 0 
Malcolm Jaer,Fullback,cheetahs-1,2022, 5 , 1 , 27 , 9 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 2 , 0 , 3 , 0 , 0 , 0 
Ockie Barnard,Fullback,cheetahs-1,2022, 5 , 1 , 6 , 7 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 17 , 6 , 0 , 3 , 1 , 0 , 0 
Reinhardt Fortuin,Fullback,cheetahs-1,2022, 7 , 1 , 84 , 23 , 6 , 3 , 41 , 4 , 3 , 1 , 0 , 24 , 8 , 1 , 3 , 2 , 0 , 0 
Rewan Kruger,Fullback,cheetahs-1,2022, 0 , 0 , 13 , 8 , 0 , 0 , 85 , 1 , 9 , 0 , 0 , 22 , 1 , 1 , 3 , 2 , 0 , 0 
Robert Ebersohn,Centre,cheetahs-1,2022, 0 , 0 , 20 , 9 , 0 , 0 , 10 , 2 , 1 , 0 , 0 , 12 , 5 , 1 , 2 , 1 , 0 , 0 
Rosko Speckman,Left Wing,cheetahs-1,2022, 5 , 1 , 165 , 44 , 15 , 1 , 47 , 26 , 4 , 0 , 0 , 18 , 10 , 3 , 7 , 6 , 1 , 0 
Ruan Pienaar,Scrum Half,cheetahs-1,2022, 115 , 0 , 48 , 18 , 2 , 2 , 645 , 8 , 66 , 38 , 13 , 38 , 19 , 4 , 12 , 8 , 0 , 0 
Sergio Moreira,Fullback,cheetahs-1,2022, 0 , 0 , 7 , 2 , 1 , 0 , 3 , 1 , 0 , 0 , 0 , 6 , 1 , 1 , 1 , 1 , 0 , 0 
Siya Masuku,Fly half,cheetahs-1,2022, 16 , 0 , 96 , 34 , 7 , 1 , 122 , 7 , 52 , 2 , 4 , 41 , 17 , 3 , 14 , 5 , 1 , 0 
Stephen Fitzgerald,Wing,cheetahs-1,2022, 35 , 7 , 186 , 65 , 6 , 1 , 33 , 9 , 1 , 0 , 0 , 82 , 16 , 17 , 14 , 9 , 2 , 0 
Angus Taavao-Matau,Prop,chiefs,2022, 10 , 2 , 111 , 61 , 1 , 1 , 26 , 0 , 0 , 0 , 0 , 76 , 17 , 1 , 4 , 9 , 0 , 0 
Atu Moli,Prop,chiefs,2022, 0 , 0 , 26 , 9 , 1 , 0 , 1 , 0 , 0 , 0 , 0 , 17 , 6 , 1 , 1 , 3 , 0 , 0 
Bradley Slater,Hooker,chiefs,2022, 0 , 0 , 83 , 29 , 2 , 1 , 18 , 0 , 0 , 0 , 0 , 56 , 9 , 4 , 12 , 3 , 0 , 0 
Brodie Retallick,Lock,chiefs,2022, 0 , 0 , 72 , 50 , 0 , 0 , 17 , 7 , 0 , 0 , 0 , 71 , 5 , 6 , 8 , 3 , 0 , 0 
George Dyer,Tighthead Prop,chiefs,2022, 0 , 0 , 8 , 3 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 32 , 3 , 0 , 1 , 2 , 0 , 0 
Hamilton Burr,Blindside Flanker,chiefs,2022, 5 , 1 , 10 , 8 , 0 , 0 , 5 , 1 , 1 , 0 , 0 , 17 , 3 , 2 , 0 , 2 , 0 , 0 
Kaylum Boshier,Flanker 6,chiefs,2022, 5 , 1 , 74 , 39 , 0 , 2 , 17 , 6 , 0 , 0 , 0 , 54 , 13 , 3 , 5 , 4 , 1 , 0 
Laghlan McWhannell,Lock,chiefs,2022, 0 , 0 , 44 , 27 , 0 , 1 , 5 , 2 , 0 , 0 , 0 , 18 , 1 , 1 , 1 , 1 , 0 , 0 
Luke Jacobson,Flanker 6,chiefs,2022, 15 , 3 , 167 , 87 , 4 , 0 , 41 , 10 , 0 , 0 , 0 , 108 , 19 , 8 , 6 , 8 , 1 , 0 
Mitchell Brown,Flanker 6,chiefs,2022, 0 , 0 , 14 , 10 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 33 , 8 , 2 , 2 , 3 , 0 , 0 
Mitchell Jacobson,Openside Flanker,chiefs,2022, 0 , 0 , 5 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Ollie Norris,Prop,chiefs,2022, 5 , 1 , 95 , 34 , 1 , 0 , 9 , 1 , 0 , 0 , 0 , 69 , 4 , 3 , 4 , 8 , 0 , 0 
Pita Sowakula,Flanker 6,chiefs,2022, 25 , 5 , 405 , 178 , 8 , 2 , 65 , 24 , 1 , 0 , 0 , 132 , 14 , 4 , 20 , 15 , 0 , 0 
Reuben O'Neill,Prop,chiefs,2022,,,,,,,,,,,,,,,,,,
Sam Cane,Openside Flanker,chiefs,2022, 5 , 1 , 97 , 65 , 1 , 1 , 62 , 10 , 1 , 0 , 0 , 126 , 13 , 9 , 9 , 7 , 0 , 0 
Samipeni Finau,Blindside Flanker,chiefs,2022, 0 , 0 , 121 , 63 , 0 , 0 , 19 , 3 , 1 , 0 , 0 , 68 , 11 , 4 , 7 , 3 , 0 , 1 
Samisoni Taukei'aho,Hooker,chiefs,2022, 25 , 5 , 347 , 137 , 10 , 2 , 20 , 3 , 0 , 0 , 0 , 97 , 12 , 3 , 17 , 7 , 0 , 0 
Simon Parker,Number 8,chiefs,2022,,,,,,,,,,,,,,,,,,
Sione Mafileo,Prop,chiefs,2022, 0 , 0 , 3 , 3 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 14 , 5 , 1 , 0 , 2 , 0 , 0 
Solomone Tukuafu,Tighthead Prop,chiefs,2022, 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 0 , 0 
Tom Florence,Flanker 7,chiefs,2022, 0 , 0 , 4 , 3 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Tupou Vaai,Lock 4,chiefs,2022, 10 , 2 , 224 , 91 , 5 , 2 , 27 , 5 , 2 , 0 , 0 , 97 , 13 , 4 , 11 , 4 , 0 , 0 
Alex Nankivell,Centre,chiefs,2022, 35 , 7 , 309 , 88 , 16 , 5 , 61 , 12 , 4 , 0 , 0 , 70 , 13 , 10 , 28 , 10 , 0 , 0 
Anton Lienert-Brown,Centre,chiefs,2022, 5 , 1 , 32 , 18 , 3 , 0 , 5 , 0 , 1 , 0 , 0 , 9 , 1 , 1 , 1 , 0 , 0 , 0 
Brad Weber,Scrum half,chiefs,2022, 25 , 5 , 95 , 42 , 7 , 4 , 684 , 9 , 35 , 0 , 0 , 69 , 19 , 3 , 18 , 2 , 0 , 0 
Bryn Gatland,Fly half,chiefs,2022, 124 , 2 , 104 , 61 , 6 , 1 , 298 , 15 , 94 , 42 , 10 , 81 , 16 , 3 , 24 , 3 , 0 , 0 
Chase Tiatia,Wing,chiefs,2022, 10 , 2 , 177 , 49 , 5 , 5 , 36 , 6 , 23 , 0 , 0 , 42 , 9 , 2 , 12 , 2 , 0 , 0 
Cortez Ratima,Scrum Half,chiefs,2022, 15 , 3 , 70 , 31 , 2 , 3 , 336 , 4 , 20 , 0 , 0 , 50 , 15 , 6 , 8 , 1 , 0 , 0 
Etene Nanai-Seturo,Wing,chiefs,2022, 15 , 3 , 266 , 58 , 18 , 9 , 23 , 9 , 16 , 0 , 0 , 23 , 5 , 7 , 8 , 4 , 0 , 0 
Gideon Wrampling,,chiefs,2022,,,,,,,,,,,,,,,,,,
Jonah Lowe,Centre,chiefs,2022, 25 , 5 , 178 , 60 , 8 , 3 , 38 , 8 , 10 , 0 , 0 , 34 , 4 , 4 , 9 , 3 , 0 , 0 
Josh Ioane,Fly half,chiefs,2022, 37 , 0 , 114 , 38 , 7 , 4 , 98 , 5 , 25 , 11 , 5 , 36 , 9 , 1 , 11 , 0 , 0 , 0 
Josh Lord,,chiefs,2022, 0 , 0 , 103 , 46 , 0 , 1 , 19 , 6 , 0 , 0 , 0 , 77 , 6 , 8 , 7 , 3 , 0 , 0 
Quinn Tupaea,Centre 13,chiefs,2022, 25 , 5 , 375 , 152 , 10 , 3 , 64 , 21 , 4 , 0 , 0 , 112 , 24 , 9 , 16 , 13 , 2 , 0 
Rivez Reihana,Fullback,chiefs,2022, 7 , 1 , 42 , 10 , 2 , 0 , 8 , 2 , 5 , 1 , 0 , 7 , 3 , 1 , 1 , 0 , 0 , 0 
Shaun Stevenson,Fullback,chiefs,2022, 10 , 2 , 90 , 26 , 7 , 2 , 15 , 2 , 12 , 0 , 0 , 23 , 2 , 2 , 6 , 2 , 0 , 0 
Tyrone Thompson,,chiefs,2022, 5 , 1 , 43 , 16 , 0 , 0 , 5 , 2 , 0 , 0 , 0 , 26 , 1 , 4 , 4 , 1 , 0 , 0 
Xavier Roe,Scrum half,chiefs,2022, 0 , 0 , 14 , 9 , 0 , 0 , 285 , 5 , 15 , 0 , 0 , 21 , 8 , 4 , 5 , 2 , 0 , 0 
Arthur Iturria,Lock,clermont,2022,,,,,,,,,,,,,,,,,,
Daniel Bibi Bizuwu,Prop,clermont,2022, 0 , 0 , 4 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 10 , 3 , 2 , 0 , 1 , 0 , 0 
Etienne Falgoux,Prop,clermont,2022, 0 , 0 , 10 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12 , 3 , 0 , 0 , 1 , 0 , 0 
Etienne Fourcade,Hooker,clermont,2022, 0 , 0 , 6 , 5 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 20 , 0 , 1 , 2 , 0 , 0 , 0 
Fritz Lee,Number 8,clermont,2022, 5 , 1 , 15 , 7 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 12 , 0 , 1 , 1 , 1 , 0 , 0 
Geoff Parling,Lock,clermont,2022,,,,,,,,,,,,,,,,,,
Giorgi Beria,Prop,clermont,2022,,,,,,,,,,,,,,,,,,
Judicael Cancoriet,Flanker 6,clermont,2022, 5 , 1 , 8 , 5 , 0 , 0 , 2 , 1 , 1 , 0 , 0 , 26 , 3 , 2 , 3 , 1 , 0 , 0 
Miles Amatosero,Lock 5,clermont,2022,,,,,,,,,,,,,,,,,,
Paul Jedrasiak,Lock,clermont,2022, 0 , 0 , 25 , 14 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 29 , 1 , 0 , 1 , 1 , 0 , 0 
Peceli Yato,Number 8,clermont,2022, 0 , 0 , 2 , 3 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 8 , 2 , 0 , 0 , 1 , 0 , 0 
Peni Ravai,Prop,clermont,2022,,,,,,,,,,,,,,,,,,
Rabah Slimani,Prop,clermont,2022, 0 , 0 , 12 , 5 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 2 , 0 , 0 , 0 
Sebastien Vahaamahina,Lock,clermont,2022, 0 , 0 , 6 , 3 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 0 
Sipili Falatea,Prop,clermont,2022,,,,,,,,,,,,,,,,,,
Tomas Lavanini,Lock,clermont,2022, 0 , 0 , 15 , 9 , 2 , 0 , 5 , 0 , 0 , 0 , 0 , 18 , 2 , 3 , 1 , 2 , 0 , 0 
Yohan Beheregaray,Hooker,clermont,2022, 0 , 0 , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 16 , 3 , 2 , 1 , 0 , 0 , 0 
Alivereti Raka,Wing,clermont,2022, 10 , 2 , 50 , 19 , 1 , 2 , 4 , 1 , 1 , 0 , 0 , 17 , 2 , 2 , 2 , 1 , 1 , 0 
Baptiste Jauneau,Scrum half,clermont,2022,,,,,,,,,,,,,,,,,,
Bastien Pourailly,Wing,clermont,2022,,,,,,,,,,,,,,,,,,
Benjamin Boudou,Fullback,clermont,2022,,,,,,,,,,,,,,,,,,
Camille Lopez,Fly half,clermont,2022, 11 , 0 , 27 , 3 , 1 , 0 , 41 , 0 , 8 , 4 , 1 , 8 , 2 , 0 , 2 , 0 , 0 , 0 
Cheikh Tiberghien,,clermont,2022, 0 , 0 , 60 , 15 , 2 , 1 , 7 , 3 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 1 , 0 , 0 
Clement Lanen,,clermont,2022,,,,,,,,,,,,,,,,,,
Cristian Ojovan,,clermont,2022, 0 , 0 , 11 , 5 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 13 , 2 , 0 , 0 , 2 , 0 , 0 
Damian Penaud,Centre,clermont,2022, 5 , 1 , 25 , 10 , 5 , 2 , 13 , 3 , 3 , 0 , 0 , 10 , 3 , 0 , 1 , 0 , 0 , 0 
Edward Annandale,Fullback,clermont,2022,,,,,,,,,,,,,,,,,,
Gabin Michet,Fullback,clermont,2022,,,,,,,,,,,,,,,,,,
George Moala,Centre 12,clermont,2022, 0 , 0 , 21 , 7 , 1 , 0 , 5 , 1 , 0 , 0 , 0 , 8 , 3 , 0 , 1 , 0 , 0 , 0 
JJ Hanrahan,Fly half,clermont,2022, 0 , 0 , 13 , 3 , 1 , 0 , 14 , 0 , 6 , 0 , 0 , 3 , 2 , 0 , 0 , 0 , 0 , 0 
Jaco van Tonder,,clermont,2022, 5 , 1 , 14 , 6 , 0 , 1 , 7 , 0 , 0 , 0 , 0 , 24 , 2 , 1 , 1 , 1 , 0 , 0 
Jean Pascal Barraque,Centre,clermont,2022, 0 , 0 , 22 , 9 , 3 , 0 , 16 , 3 , 8 , 0 , 0 , 10 , 1 , 0 , 3 , 1 , 0 , 0 
Kevin Viallard,Scrum half,clermont,2022, 0 , 0 , 0 , 1 , 0 , 0 , 27 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Kotaro Matsushima,Fullback,clermont,2022, 0 , 0 , 14 , 8 , 1 , 0 , 1 , 0 , 3 , 0 , 0 , 1 , 0 , 1 , 4 , 0 , 0 , 0 
Lucas Dessaigne,,clermont,2022, 0 , 0 , 9 , 5 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 29 , 0 , 0 , 0 , 1 , 0 , 0 
Marvin O'Connor,Wing,clermont,2022, 0 , 0 , 19 , 11 , 0 , 1 , 9 , 2 , 1 , 0 , 0 , 9 , 3 , 0 , 3 , 1 , 0 , 0 
Morgan Parra,Scrum half,clermont,2022, 15 , 0 , 0 , 1 , 0 , 0 , 80 , 0 , 9 , 0 , 5 , 6 , 4 , 0 , 1 , 0 , 0 , 0 
Samuel Ezeala,Fullback,clermont,2022,,,,,,,,,,,,,,,,,,
Sebastien Bezy,Scrum half,clermont,2022, 0 , 0 , 3 , 2 , 0 , 0 , 27 , 1 , 4 , 0 , 0 , 5 , 0 , 0 , 2 , 1 , 0 , 0 
Tani Vili,Centre,clermont,2022, 0 , 0 , 16 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 5 , 0 , 1 , 0 , 0 , 0 
Thibaud Lanen,,clermont,2022, 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 
Wesley Fofana,Centre 12,clermont,2022,,,,,,,,,,,,,,,,,,
Cian Prendergast,Number 8,connacht,2022, 15 , 3 , 146 , 79 , 9 , 3 , 38 , 5 , 2 , 0 , 0 , 116 , 15 , 9 , 13 , 10 , 1 , 0 
Dennis Buckley,Prop,connacht,2022, 0 , 0 , 14 , 9 , 0 , 0 , 9 , 0 , 0 , 0 , 0 , 30 , 2 , 1 , 1 , 5 , 0 , 0 
Finlay Bealham,Prop,connacht,2022, 0 , 0 , 91 , 59 , 4 , 0 , 7 , 6 , 4 , 0 , 0 , 69 , 14 , 0 , 3 , 7 , 0 , 0 
Jack Aungier,Prop,connacht,2022, 5 , 1 , 28 , 19 , 0 , 1 , 4 , 0 , 0 , 0 , 0 , 38 , 10 , 0 , 1 , 11 , 0 , 0 
Jarrad Butler,Flanker 6,connacht,2022, 5 , 1 , 96 , 67 , 1 , 0 , 33 , 2 , 2 , 0 , 0 , 86 , 13 , 4 , 8 , 4 , 0 , 0 
Josh Murphy,Flanker 6,connacht,2022, 0 , 0 , 8 , 6 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 7 , 0 , 1 , 2 , 3 , 0 , 0 
Oisin Dowling,Lock,connacht,2022, 0 , 0 , 62 , 36 , 1 , 1 , 12 , 4 , 12 , 0 , 0 , 82 , 9 , 7 , 8 , 5 , 1 , 0 
Paul Boyle,Number 8,connacht,2022, 10 , 2 , 80 , 44 , 1 , 0 , 21 , 3 , 1 , 0 , 0 , 47 , 3 , 3 , 6 , 5 , 2 , 0 
Peter Dooley,Loosehead Prop,connacht,2022, 0 , 0 , 2 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 1 , 0 , 0 
Shamus Hurley-Langton,Openside flanker,connacht,2022, 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 6 , 1 , 1 , 1 , 1 , 0 , 0 
Bryan Ralston,,connacht,2022, 0 , 0 , 7 , 4 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 4 , 2 , 0 , 1 , 1 , 0 , 0 
Caolin Blade,Scrum Half,connacht,2022, 15 , 3 , 56 , 26 , 5 , 2 , 249 , 3 , 23 , 0 , 0 , 17 , 2 , 2 , 3 , 1 , 0 , 0 
Conor Fitzgerald,Fly half,connacht,2022, 23 , 0 , 33 , 19 , 0 , 0 , 48 , 4 , 22 , 4 , 5 , 30 , 6 , 2 , 2 , 0 , 0 , 0 
David Hawkshaw,Fullback,connacht,2022, 11 , 1 , 2 , 2 , 1 , 0 , 14 , 1 , 3 , 3 , 0 , 5 , 0 , 2 , 1 , 1 , 0 , 0 
Dylan Tierney-Martin,Fullback,connacht,2022, 5 , 1 , 15 , 14 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 18 , 2 , 1 , 1 , 2 , 0 , 0 
John Porch,Wing,connacht,2022, 10 , 2 , 195 , 69 , 13 , 1 , 30 , 7 , 8 , 0 , 0 , 48 , 14 , 3 , 9 , 6 , 1 , 0 
Kieran Marmion,Scrum half,connacht,2022, 10 , 2 , 123 , 28 , 4 , 1 , 503 , 9 , 20 , 0 , 0 , 29 , 5 , 3 , 6 , 1 , 0 , 0 
Oran McNulty,Fullback,connacht,2022, 0 , 0 , 51 , 14 , 5 , 2 , 11 , 2 , 10 , 0 , 0 , 4 , 1 , 2 , 7 , 0 , 0 , 0 
Simon Westraadt,,connacht,2022, 0 , 0 , 73 , 46 , 5 , 1 , 28 , 7 , 10 , 0 , 0 , 27 , 4 , 0 , 8 , 4 , 0 , 0 
Thomas Farrell,Centre,connacht,2022, 5 , 1 , 80 , 56 , 1 , 0 , 27 , 10 , 5 , 0 , 0 , 49 , 22 , 3 , 11 , 3 , 0 , 0 
Abraham Pole,Loosehead Prop,crusaders,2022, 0 , 0 , 8 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 3 , 0 , 0 , 1 , 0 , 0 
Codie Taylor,Hooker,crusaders,2022, 20 , 4 , 138 , 50 , 4 , 0 , 24 , 4 , 1 , 0 , 0 , 89 , 10 , 4 , 26 , 4 , 0 , 0 
Ethan Blackadder,Blindside Flanker,crusaders,2022, 20 , 4 , 195 , 75 , 6 , 2 , 57 , 4 , 0 , 0 , 0 , 156 , 12 , 5 , 10 , 8 , 0 , 0 
George Bower,Tighthead Prop,crusaders,2022, 0 , 0 , 134 , 58 , 1 , 0 , 20 , 1 , 0 , 0 , 0 , 85 , 14 , 2 , 8 , 13 , 0 , 0 
Joe Moody,Prop,crusaders,2022, 0 , 0 , 43 , 28 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 46 , 6 , 0 , 2 , 1 , 0 , 0 
Liam Hallam-Eames,Lock,crusaders,2022, 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 
Mitchell Dunshea,Lock 4,crusaders,2022, 5 , 1 , 17 , 7 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 16 , 3 , 1 , 1 , 1 , 0 , 0 
Pablo Matera,Blindside Flanker,crusaders,2022, 5 , 1 , 276 , 92 , 11 , 5 , 37 , 8 , 3 , 0 , 0 , 122 , 13 , 10 , 15 , 10 , 2 , 1 
Quinten Strange,Lock,crusaders,2022, 5 , 1 , 64 , 29 , 6 , 0 , 10 , 3 , 0 , 0 , 0 , 49 , 8 , 1 , 3 , 3 , 0 , 0 
Ricky Jackson,Hooker,crusaders,2022, 0 , 0 , 70 , 30 , 2 , 0 , 15 , 2 , 0 , 0 , 0 , 44 , 8 , 7 , 10 , 4 , 0 , 0 
Samuel Whitelock,Lock,crusaders,2022, 5 , 1 , 84 , 55 , 6 , 1 , 19 , 2 , 0 , 0 , 0 , 83 , 8 , 9 , 5 , 7 , 0 , 0 
Scott Barrett,Lock,crusaders,2022, 0 , 0 , 174 , 87 , 2 , 0 , 24 , 0 , 0 , 0 , 0 , 149 , 17 , 17 , 10 , 9 , 0 , 1 
Sione Havili Talitui,Openside Flanker,crusaders,2022, 5 , 1 , 12 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 0 , 1 , 0 , 0 
Bryn Hall,Scrum half,crusaders,2022, 15 , 3 , 37 , 15 , 0 , 0 , 658 , 9 , 42 , 0 , 0 , 61 , 11 , 7 , 11 , 2 , 0 , 0 
David Kaetau Havili,Wing,crusaders,2022, 5 , 1 , 270 , 98 , 17 , 4 , 87 , 20 , 47 , 0 , 0 , 145 , 32 , 7 , 17 , 6 , 1 , 0 
Fletcher Newell,,crusaders,2022, 10 , 2 , 70 , 35 , 1 , 0 , 16 , 0 , 0 , 0 , 0 , 66 , 16 , 4 , 6 , 15 , 0 , 0 
Jack Goodhue,Centre,crusaders,2022, 0 , 0 , 109 , 36 , 1 , 2 , 35 , 6 , 4 , 0 , 0 , 53 , 7 , 0 , 3 , 2 , 0 , 0 
Kini Naholo,Left wing,crusaders,2022, 0 , 0 , 36 , 10 , 1 , 1 , 1 , 0 , 2 , 0 , 0 , 5 , 1 , 1 , 2 , 1 , 0 , 0 
Leicester Fainga'anuku,Wing,crusaders,2022, 50 , 10 , 368 , 128 , 10 , 5 , 37 , 24 , 13 , 0 , 0 , 74 , 14 , 11 , 20 , 7 , 0 , 0 
Richie Mo'unga,Fly half,crusaders,2022, 117 , 1 , 240 , 75 , 34 , 6 , 258 , 22 , 100 , 29 , 17 , 59 , 18 , 4 , 12 , 2 , 0 , 0 
Sevu Reece,Right Wing,crusaders,2022, 50 , 10 , 229 , 76 , 16 , 9 , 42 , 14 , 21 , 0 , 0 , 64 , 11 , 7 , 16 , 6 , 0 , 0 
Simon Hickey,Fly half,crusaders,2022, 14 , 0 , 17 , 6 , 0 , 0 , 56 , 0 , 10 , 7 , 0 , 11 , 2 , 0 , 0 , 0 , 0 , 0 
Will Jordan,Fullback,crusaders,2022, 50 , 10 , 542 , 139 , 35 , 12 , 116 , 20 , 58 , 0 , 0 , 54 , 10 , 10 , 36 , 3 , 0 , 0 
Boan Venter,Prop,edinburgh,2022, 15 , 3 , 46 , 33 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 27 , 3 , 1 , 1 , 5 , 0 , 0 
Grant Gilchrist,Lock,edinburgh,2022, 0 , 0 , 84 , 40 , 4 , 0 , 8 , 2 , 3 , 0 , 0 , 74 , 5 , 1 , 3 , 7 , 1 , 0 
Jamie Ritchie,Openside Flanker,edinburgh,2022, 0 , 0 , 13 , 9 , 0 , 0 , 33 , 1 , 1 , 0 , 0 , 3 , 1 , 2 , 3 , 5 , 0 , 0 
Luan de Bruin,Prop,edinburgh,2022, 0 , 0 , -2 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 1 , 1 , 2 , 0 , 0 , 0 
Luke Crosbie,Flanker 6,edinburgh,2022, 0 , 0 , 18 , 13 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 14 , 0 , 0 , 1 , 1 , 0 , 0 
Pierre Schoeman,Prop,edinburgh,2022, 5 , 1 , 103 , 54 , 1 , 1 , 10 , 2 , 0 , 0 , 0 , 28 , 3 , 6 , 6 , 5 , 0 , 0 
Sam Skinner,Lock 4,exeter-chiefs,2022, 5 , 1 , 80 , 44 , 3 , 0 , 15 , 3 , 10 , 0 , 0 , 56 , 5 , 5 , 9 , 2 , 0 , 0 
Stuart McInally,Hooker,edinburgh,2022, 0 , 0 , 64 , 29 , 3 , 0 , 4 , 2 , 0 , 0 , 0 , 20 , 2 , 1 , 6 , 2 , 0 , 0 
Viliame Mata,Number 8,edinburgh,2022, 5 , 1 , 14 , 9 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 6 , 1 , 0 , 1 , 1 , 0 , 0 
WP Nel,Prop,edinburgh,2022, 0 , 0 , 107 , 46 , 6 , 0 , 7 , 6 , 1 , 0 , 0 , 56 , 14 , 1 , 2 , 10 , 0 , 0 
Ben Vellacott,Scrum half,edinburgh,2022, 10 , 2 , 7 , 11 , 2 , 1 , 278 , 7 , 51 , 0 , 0 , 23 , 6 , 1 , 3 , 1 , 0 , 0 
Blair Kinghorn,Fullback,edinburgh,2022, 29 , 5 , 105 , 39 , 7 , 1 , 121 , 13 , 38 , 2 , 0 , 27 , 8 , 1 , 12 , 0 , 0 , 0 
Charlie Savala,Fullback,edinburgh,2022, 5 , 1 , 11 , 8 , 1 , 0 , 20 , 2 , 8 , 0 , 0 , 13 , 2 , 0 , 2 , 0 , 0 , 0 
Chris Dean,Centre,edinburgh,2022, 5 , 1 , 66 , 16 , 2 , 3 , 23 , 2 , 4 , 0 , 0 , 18 , 4 , 1 , 5 , 2 , 0 , 0 
Darcy Graham,Wing,edinburgh,2022, 20 , 4 , 98 , 26 , 4 , 2 , 8 , 4 , 3 , 0 , 0 , 14 , 1 , 1 , 8 , 2 , 0 , 0 
Henry Immelman,Fullback,edinburgh,2022, 13 , 2 , 90 , 47 , 4 , 3 , 11 , 3 , 12 , 0 , 0 , 11 , 4 , 0 , 6 , 2 , 0 , 0 
Henry Pyrgos,Scrum half,edinburgh,2022, 0 , 0 , 4 , 10 , 0 , 0 , 350 , 2 , 51 , 0 , 0 , 12 , 3 , 1 , 8 , 3 , 0 , 0 
Jaco van der Walt,Fly half,edinburgh,2022, 13 , 0 , 19 , 16 , 2 , 0 , 35 , 0 , 4 , 5 , 1 , 28 , 4 , 4 , 4 , 1 , 0 , 0 
James Lang,Fly half,edinburgh,2022, 5 , 1 , 96 , 27 , 2 , 2 , 28 , 4 , 1 , 0 , 0 , 41 , 7 , 1 , 7 , 2 , 0 , 0 
Mac Sykes,Scrum half,edinburgh,2022, 0 , 0 , 10 , 5 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 20 , 2 , 0 , 1 , 2 , 0 , 1 
Mark Bennett,Centre,edinburgh,2022, 40 , 5 , 131 , 41 , 12 , 1 , 9 , 6 , 7 , 6 , 1 , 21 , 6 , 6 , 4 , 1 , 0 , 0 
