,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Chris Feauai-Sautia,Centre 12,brumbies,2022, 0 , 0 , 2 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 13 , 2 , 1 , 0 , 2 , 0 , 0 
Fred Kaihea,Fullback,brumbies,2022, 0 , 0 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 1 , 0 , 1 , 1 , 0 , 0 
Hudson Creighton,Fullback,brumbies,2022, 5 , 1 , 12 , 8 , 2 , 0 , 5 , 3 , 1 , 0 , 0 , 7 , 0 , 0 , 2 , 1 , 0 , 0 
Irae Simone,Centre,brumbies,2022, 25 , 5 , 254 , 71 , 6 , 4 , 96 , 7 , 24 , 0 , 0 , 168 , 31 , 8 , 21 , 7 , 0 , 0 
Jesse Mogg,Fullback,brumbies,2022, 10 , 2 , 16 , 14 , 2 , 1 , 8 , 5 , 12 , 0 , 0 , 7 , 2 , 1 , 3 , 2 , 0 , 0 
Lachie Albert,Scrum Half,brumbies,2022,,,,,,,,,,,,,,,,,,
Lachlan Lonergan,,brumbies,2022, 30 , 6 , 91 , 42 , 2 , 1 , 13 , 1 , 0 , 0 , 0 , 46 , 5 , 6 , 17 , 3 , 0 , 0 
Len Ikitau,Centre,brumbies,2022, 15 , 3 , 218 , 58 , 5 , 4 , 32 , 4 , 16 , 0 , 0 , 123 , 22 , 4 , 15 , 7 , 0 , 1 
Nic White,Scrum half,brumbies,2022, 16 , 1 , 60 , 36 , 7 , 2 , 432 , 9 , 77 , 4 , 1 , 88 , 25 , 12 , 19 , 8 , 1 , 0 
Nick Frost,,brumbies,2022, 15 , 3 , 159 , 63 , 4 , 2 , 23 , 1 , 0 , 0 , 0 , 116 , 23 , 14 , 7 , 7 , 0 , 0 
Noah Lolesio,,brumbies,2022, 118 , 1 , 78 , 39 , 2 , 2 , 123 , 9 , 55 , 28 , 18 , 80 , 22 , 2 , 14 , 2 , 0 , 0 
Ollie Sapsford,Wing,brumbies,2022, 0 , 0 , 20 , 11 , 1 , 0 , 4 , 0 , 1 , 0 , 0 , 21 , 6 , 1 , 3 , 0 , 0 , 0 
Rory Scott,Fullback,brumbies,2022, 5 , 1 , 30 , 17 , 0 , 0 , 6 , 1 , 0 , 0 , 0 , 64 , 4 , 2 , 4 , 4 , 0 , 0 
Ryan Lonergan,Scrum half,brumbies,2022, 29 , 1 , 29 , 18 , 2 , 0 , 362 , 7 , 46 , 9 , 2 , 47 , 18 , 2 , 15 , 1 , 0 , 0 
Thomas Banks,Fullback,brumbies,2022, 25 , 5 , 310 , 93 , 9 , 7 , 44 , 11 , 32 , 0 , 0 , 39 , 10 , 8 , 18 , 3 , 0 , 1 
Tom Ross,Fullback,brumbies,2022, 0 , 0 , 31 , 12 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 36 , 1 , 0 , 1 , 5 , 0 , 0 
Tom Wright,Centre,brumbies,2022, 45 , 9 , 300 , 89 , 12 , 8 , 54 , 11 , 21 , 0 , 0 , 56 , 26 , 11 , 22 , 2 , 0 , 0 
Marco van Staden,Blindside Flanker,leicester,2022,,,,,,,,,,,,,,,,,,
Johan Goosen,Fly Half,bulls,2022, 8 , 0 , 6 , 4 , 0 , 0 , 14 , 2 , 7 , 4 , 0 , 7 , 2 , 0 , 3 , 3 , 1 , 0 
Mihlali Mosi,Number 8,cheetahs-1,2022, 10 , 2 , 135 , 54 , 7 , 1 , 11 , 4 , 0 , 0 , 0 , 64 , 7 , 3 , 11 , 7 , 0 , 0 
Wandisile Simelane,Centre 13,bulls,2022, 0 , 0 , 22 , 8 , 2 , 0 , 9 , 2 , 3 , 0 , 0 , 2 , 2 , 0 , 2 , 0 , 0 , 0 
Ben Funnell,Hooker,canterbury,2022, 0 , 0 , 15 , 6 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 16 , 3 , 1 , 0 , 2 , 0 , 0 
Billy Harmon,Openside Flanker,highlanders,2022, 5 , 1 , 154 , 44 , 1 , 1 , 39 , 6 , 2 , 0 , 0 , 90 , 12 , 12 , 5 , 2 , 0 , 0 
Brodie McAlister,Hooker,crusaders,2022, 5 , 1 , 53 , 25 , 1 , 0 , 15 , 4 , 1 , 0 , 0 , 50 , 9 , 4 , 6 , 1 , 0 , 0 
Corey Kellow,Openside Flanker,crusaders,2022, 0 , 0 , 16 , 10 , 0 , 0 , 4 , 1 , 0 , 0 , 0 , 25 , 3 , 1 , 2 , 1 , 0 , 0 
Cullen Grace,Lock 5,crusaders,2022, 20 , 4 , 224 , 98 , 2 , 4 , 50 , 5 , 0 , 0 , 0 , 169 , 38 , 8 , 17 , 6 , 0 , 0 
Dan Lienert-Brown,Prop,highlanders,2022, 10 , 2 , 78 , 39 , 0 , 2 , 13 , 3 , 0 , 0 , 0 , 65 , 10 , 2 , 7 , 7 , 0 , 0 
Finlay Brewis,Tighthead Prop,crusaders,2022, 5 , 1 , 28 , 14 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 20 , 1 , 0 , 1 , 3 , 0 , 0 
George Bell,Hooker,crusaders,2022, 5 , 1 , 3 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 0 , 0 
Luke Romano,Lock 4,canterbury,2022, 0 , 0 , 39 , 30 , 0 , 0 , 8 , 1 , 0 , 0 , 0 , 35 , 6 , 1 , 4 , 2 , 0 , 0 
Oli Jager,Prop,crusaders,2022, 0 , 0 , 79 , 42 , 0 , 0 , 25 , 1 , 0 , 0 , 0 , 94 , 7 , 1 , 2 , 7 , 1 , 0 
Owen Franks,Tighthead Prop,hurricanes,2022, 0 , 0 , 13 , 15 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 25 , 0 , 0 , 0 , 4 , 1 , 0 
Reed Prinsep,Blindside Flanker,hurricanes,2022, 0 , 0 , 67 , 31 , 0 , 0 , 12 , 1 , 0 , 0 , 0 , 52 , 6 , 2 , 8 , 3 , 0 , 0 
Tamaiti Williams,Tighthead Prop,crusaders,2022, 15 , 3 , 62 , 31 , 1 , 0 , 11 , 1 , 0 , 0 , 0 , 39 , 9 , 5 , 2 , 6 , 0 , 0 
Tom Christie,Flanker 7,crusaders,2022, 18 , 3 , 125 , 53 , 1 , 1 , 43 , 5 , 0 , 0 , 1 , 231 , 19 , 13 , 15 , 11 , 0 , 0 
Zach Gallagher,Lock 4,crusaders,2022, 0 , 0 , 46 , 27 , 0 , 0 , 8 , 0 , 0 , 0 , 0 , 59 , 3 , 5 , 3 , 8 , 0 , 0 
Alex Harford,Fullback,canterbury,2022, 34 , 0 , 25 , 10 , 3 , 0 , 60 , 3 , 16 , 11 , 3 , 7 , 2 , 2 , 1 , 0 , 0 , 0 
Blair Murray,Fullback,canterbury,2022, 0 , 0 , 26 , 2 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 0 , 0 
Braydon Ennor,Wing,crusaders,2022, 10 , 2 , 208 , 60 , 5 , 4 , 30 , 10 , 4 , 0 , 0 , 83 , 19 , 7 , 8 , 3 , 0 , 0 
Chay Fihaki,,crusaders,2022, 0 , 0 , 94 , 28 , 3 , 0 , 24 , 2 , 11 , 0 , 0 , 8 , 2 , 1 , 5 , 0 , 0 , 0 
Dallas McLeod,Wing,crusaders,2022, 0 , 0 , 39 , 10 , 1 , 0 , 5 , 0 , 0 , 0 , 0 , 6 , 2 , 0 , 1 , 0 , 0 , 0 
Dominic Gardiner,Fullback,crusaders,2022, 0 , 0 , 48 , 16 , 0 , 1 , 13 , 3 , 0 , 0 , 0 , 17 , 1 , 1 , 4 , 0 , 0 , 0 
Fergus Burke,Fly half,crusaders,2022, 61 , 2 , 50 , 30 , 6 , 4 , 102 , 2 , 37 , 18 , 5 , 50 , 9 , 3 , 5 , 5 , 0 , 0 
George Bridge,Wing,crusaders,2022, 10 , 2 , 247 , 97 , 8 , 4 , 45 , 13 , 9 , 0 , 0 , 69 , 15 , 4 , 17 , 5 , 0 , 0 
Isaiah Punivai,,crusaders,2022, 0 , 0 , 53 , 10 , 0 , 0 , 4 , 1 , 2 , 0 , 0 , 7 , 4 , 3 , 1 , 0 , 0 , 0 
Joe Brial ,Fullback,canterbury,2022, 0 , 0 , 3 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 5 , 0 , 0 , 0 , 0 , 0 , 0 
Joel Lam,Fullback,canterbury,2022, 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 
Jone Rova,Fullback,canterbury,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 0 , 0 
Liam Allen,Fullback,canterbury,2022, 0 , 0 , 95 , 41 , 3 , 0 , 6 , 0 , 0 , 0 , 0 , 47 , 5 , 5 , 4 , 1 , 0 , 0 
Manasa Mataele,Wing,canterbury,2022, 15 , 3 , 164 , 33 , 8 , 5 , 13 , 2 , 3 , 0 , 0 , 13 , 2 , 1 , 4 , 2 , 0 , 0 
Mitchell Drummond,Scrum half,crusaders,2022, 0 , 0 , 13 , 13 , 0 , 0 , 431 , 3 , 32 , 0 , 0 , 42 , 10 , 3 , 8 , 3 , 0 , 0 
Ngane Punivai,Wing,highlanders,2022, 0 , 0 , 20 , 9 , 1 , 0 , 4 , 0 , 0 , 0 , 0 , 10 , 2 , 2 , 1 , 0 , 0 , 0 
Rameka Poihipi,Centre,chiefs,2022, 5 , 1 , 88 , 37 , 3 , 0 , 27 , 1 , 7 , 0 , 0 , 34 , 4 , 2 , 3 , 2 , 0 , 0 
Sam Darry,,canterbury,2022, 5 , 1 , 113 , 62 , 1 , 0 , 19 , 2 , 0 , 0 , 0 , 62 , 10 , 7 , 4 , 4 , 0 , 0 
Seb Calder,Fullback,canterbury,2022, 0 , 0 , 11 , 5 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 14 , 3 , 0 , 0 , 4 , 0 , 0 
Shilo Klein,,crusaders,2022, 5 , 1 , 2 , 2 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 8 , 1 , 0 , 1 , 1 , 0 , 1 
Tom Heywood,Fullback,canterbury,2022, 0 , 0 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 
Wil Gualter,Fullback,canterbury,2022, 5 , 1 , 22 , 11 , 0 , 1 , 10 , 3 , 1 , 0 , 0 , 10 , 8 , 0 , 6 , 0 , 0 , 0 
Willi Heinz,Scrum half,worcester,2022,,,,,,,,,,,,,,,,,,
Corey Domachowski,Prop,cardiff-blues,2022, 5 , 1 , 38 , 16 , 3 , 0 , 8 , 0 , 0 , 0 , 0 , 15 , 5 , 2 , 0 , 2 , 0 , 0 
Dillon Lewis,Prop,cardiff-blues,2022, 5 , 1 , 28 , 23 , 0 , 0 , 12 , 1 , 1 , 0 , 0 , 41 , 5 , 2 , 3 , 5 , 0 , 0 
Dimitri Arhip,Prop,cardiff-blues,2022, 0 , 0 , 69 , 36 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 74 , 12 , 4 , 3 , 17 , 1 , 0 
James Botham,Blindside Flanker,cardiff-blues,2022, 5 , 1 , 183 , 73 , 6 , 1 , 8 , 3 , 1 , 0 , 0 , 93 , 13 , 6 , 12 , 4 , 1 , 0 
James Ratti,Lock,cardiff-blues,2022, 10 , 2 , 188 , 83 , 2 , 1 , 20 , 3 , 1 , 0 , 0 , 87 , 8 , 2 , 4 , 5 , 0 , 0 
Josh Turnbull,Flanker 7,cardiff-blues,2022, 0 , 0 , 136 , 67 , 1 , 1 , 22 , 5 , 0 , 0 , 0 , 84 , 8 , 2 , 8 , 5 , 0 , 0 
Kirby Myhill,Hooker,cardiff-blues,2022, 5 , 1 , 68 , 38 , 1 , 1 , 8 , 3 , 0 , 0 , 0 , 59 , 6 , 2 , 9 , 4 , 1 , 0 
Kristian Dacey,Hooker,cardiff-blues,2022, 10 , 2 , 73 , 41 , 0 , 1 , 6 , 0 , 0 , 0 , 0 , 40 , 4 , 2 , 6 , 2 , 1 , 0 
Liam Belcher,Hooker,cardiff-blues,2022, 5 , 1 , 18 , 15 , 1 , 0 , 5 , 0 , 0 , 0 , 0 , 26 , 4 , 2 , 12 , 5 , 0 , 1 
Lopeti Timani,Lock,cardiff-blues,2022, 0 , 0 , 15 , 8 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 9 , 2 , 1 , 0 , 0 , 0 , 0 
Matthew Screech,Lock,cardiff-blues,2022, 0 , 0 , 48 , 31 , 0 , 0 , 14 , 2 , 0 , 0 , 0 , 62 , 5 , 2 , 5 , 4 , 0 , 0 
Rhys Carre,Loosehead Prop,cardiff-blues,2022, 10 , 2 , 77 , 40 , 1 , 0 , 11 , 1 , 1 , 0 , 0 , 57 , 24 , 5 , 5 , 7 , 0 , 0 
Rory Thornton,Lock,cardiff-blues,2022, 0 , 0 , 36 , 15 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 30 , 2 , 0 , 0 , 2 , 0 , 0 
Seb Davies,Lock,cardiff-blues,2022, 5 , 1 , 108 , 53 , 0 , 2 , 13 , 4 , 1 , 0 , 0 , 79 , 17 , 2 , 4 , 7 , 0 , 0 
Shane Lewis-Hughes,Lock,cardiff-blues,2022, 0 , 0 , 71 , 29 , 0 , 0 , 8 , 1 , 0 , 0 , 0 , 53 , 2 , 0 , 3 , 6 , 0 , 0 
Thomas Young,Flanker 7,cardiff-blues,2022, 0 , 0 , 22 , 12 , 2 , 1 , 3 , 1 , 0 , 0 , 0 , 29 , 2 , 1 , 2 , 1 , 1 , 0 
Aled Summerhill,Wing,cardiff-blues,2022, 10 , 2 , 123 , 34 , 6 , 3 , 11 , 4 , 1 , 0 , 0 , 23 , 3 , 1 , 6 , 5 , 0 , 0 
Ben Thomas,Centre,cardiff-blues,2022, 5 , 0 , 92 , 22 , 3 , 0 , 29 , 1 , 3 , 1 , 1 , 32 , 4 , 0 , 4 , 2 , 0 , 0 
Jarrod Evans,Fly half,cardiff-blues,2022, 64 , 0 , 79 , 31 , 6 , 0 , 157 , 4 , 43 , 17 , 10 , 58 , 16 , 0 , 11 , 1 , 0 , 0 
Jason Harries,Wing,cardiff-blues,2022, 5 , 1 , 21 , 6 , 3 , 0 , 7 , 1 , 1 , 0 , 0 , 5 , 2 , 2 , 0 , 1 , 0 , 0 
Lloyd Williams,Scrum half,cardiff-blues,2022, 10 , 2 , 83 , 28 , 3 , 2 , 484 , 4 , 65 , 0 , 0 , 36 , 4 , 2 , 2 , 2 , 0 , 0 
Mason Grady,Fullback,cardiff-blues,2022, 0 , 0 , 17 , 8 , 0 , 0 , 1 , 0 , 1 , 0 , 0 , 12 , 2 , 1 , 1 , 0 , 0 , 0 
Max Llewellyn,Centre,cardiff-blues,2022, 10 , 2 , 135 , 40 , 4 , 3 , 24 , 3 , 0 , 0 , 0 , 58 , 11 , 2 , 5 , 4 , 0 , 0 
Reynold Lee-Lo,Centre,cardiff-blues,2022, 5 , 1 , 179 , 58 , 7 , 2 , 32 , 15 , 0 , 0 , 0 , 48 , 13 , 4 , 6 , 2 , 0 , 0 
Rhys Priestland,Fly half,cardiff-blues,2022, 31 , 0 , 23 , 17 , 1 , 0 , 78 , 7 , 29 , 5 , 7 , 22 , 8 , 1 , 12 , 6 , 0 , 0 
Theo Cabango,Right wing,cardiff-blues,2022, 10 , 2 , 80 , 25 , 6 , 4 , 4 , 0 , 1 , 0 , 0 , 10 , 2 , 1 , 8 , 1 , 0 , 0 
Tomos Williams,Scrum half,cardiff-blues,2022, 0 , 0 , 29 , 14 , 5 , 1 , 235 , 5 , 32 , 0 , 0 , 28 , 6 , 1 , 4 , 1 , 0 , 0 
Uilisi Halaholo,Outside centre,cardiff-blues,2022, 5 , 1 , 48 , 8 , 6 , 2 , 5 , 1 , 0 , 0 , 0 , 10 , 5 , 1 , 0 , 1 , 1 , 0 
Antoine Guillamon,Prop,castres,2022, 0 , 0 , 6 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 13 , 2 , 1 , 1 , 2 , 0 , 0 
Antoine Tichit,Prop,castres,2022, 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 13 , 1 , 0 , 0 , 0 , 0 , 0 
Baptiste Delaporte,Flanker 7,castres,2022, 0 , 0 , 2 , 3 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 7 , 0 , 3 , 1 , 0 , 0 , 0 
Florent Vanverberghe,Number 8,castres,2022, 0 , 0 , 10 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 20 , 0 , 1 , 2 , 2 , 0 , 0 
Gaeton Barlot, Hooker,castres,2022, 5 , 1 , 10 , 4 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 8 , 1 , 0 , 1 , 1 , 0 , 0 
Jack Whetton,Lock,castres,2022, 0 , 0 , 13 , 8 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 16 , 3 , 0 , 1 , 1 , 0 , 0 
Josaia Raisuqe,Openside flanker,castres,2022, 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 6 , 1 , 0 , 0 , 1 , 0 , 0 
Julius Nostadt,Prop,castres,2022, 0 , 0 , 7 , 7 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 11 , 1 , 1 , 1 , 4 , 0 , 0 
Kevin Kornath,Flanker 6,castres,2022, 0 , 0 , 10 , 3 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 9 , 0 , 0 , 1 , 1 , 0 , 0 
Loic Jacquet,Lock,castres,2022, 0 , 0 , 1 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 7 , 2 , 1 , 1 , 1 , 0 , 0 
Mateaki Kafatolu,Flanker 6,castres,2022, 0 , 0 , 19 , 7 , 0 , 0 , 3 , 2 , 0 , 0 , 0 , 30 , 2 , 2 , 0 , 2 , 0 , 0 
Matthew Tierney,Prop,castres,2022, 0 , 0 , 2 , 1 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 13 , 4 , 0 , 0 , 0 , 0 , 0 
Nick Champion de Crespigny,Blindside flanker,castres,2022, 0 , 0 , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 18 , 2 , 2 , 0 , 1 , 0 , 0 
Paula Ngauamo,Hooker,castres,2022, 0 , 0 , 4 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 2 , 0 , 0 , 0 
Teariki Ben-Nicholas,Number 8,castres,2022,,,,,,,,,,,,,,,,,,
Theo Hannoyer,Lock 4,castres,2022, 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 0 , 0 
Thomas Staniforth,Lock,castres,2022,,,,,,,,,,,,,,,,,,
Tyler Ardron,Lock,castres,2022,,,,,,,,,,,,,,,,,,
Wayan De Benedittis ,Loose head prop,castres,2022,,,,,,,,,,,,,,,,,,
Wilfrid Hounkpatin,Prop,castres,2022,,,,,,,,,,,,,,,,,,
Adrea Cocagi,Centre,castres,2022, 0 , 0 , 14 , 4 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 15 , 1 , 3 , 1 , 1 , 0 , 0 
Antoine Zeghdar,Wing,castres,2022, 5 , 1 , 33 , 15 , 4 , 1 , 5 , 4 , 0 , 0 , 0 , 17 , 3 , 0 , 3 , 1 , 0 , 0 
Bastien Guillemin,Wing,castres,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Ben Botica,Fly half,castres,2022, 16 , 0 , 14 , 7 , 2 , 1 , 16 , 0 , 12 , 2 , 4 , 13 , 7 , 1 , 2 , 1 , 0 , 0 
Benjamin Urdapilleta,Fly half,castres,2022,,,,,,,,,,,,,,,,,,
Brice Humbert,Fullback,castres,2022, 0 , 0 , 6 , 6 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 3 , 2 , 1 , 2 , 0 , 0 , 0 
Filipo Nakosi,Wing,castres,2022, 5 , 1 , 60 , 10 , 2 , 1 , 7 , 4 , 0 , 0 , 0 , 7 , 2 , 1 , 1 , 0 , 0 , 0 
Hugo Hermet,Fullback,castres,2022, 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 
Jeremy Fernandez,Fullback,castres,2022, 0 , 0 , 7 , 2 , 0 , 0 , 3 , 0 , 6 , 0 , 0 , 2 , 0 , 0 , 1 , 0 , 0 , 0 
Louis Le Brun,Fullback,castres,2022, 0 , 0 , 11 , 4 , 1 , 0 , 2 , 1 , 2 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 0 , 0 
Martin Laveau,Wing,castres,2022,,,,,,,,,,,,,,,,,,
Pierre Aguillon,Centre,castres,2022, 0 , 0 , 21 , 8 , 1 , 0 , 3 , 1 , 0 , 0 , 0 , 16 , 2 , 0 , 0 , 2 , 0 , 0 
Pierre Colonna,Fullback,castres,2022, 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 0 , 0 
Rory Kockott,Scrum half,castres,2022, 5 , 1 , 17 , 7 , 0 , 0 , 45 , 4 , 24 , 0 , 0 , 8 , 1 , 0 , 2 , 2 , 0 , 0 
Ryno Pieterse,,castres,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 1 , 1 , 1 , 0 , 0 , 0 
Santiago Arata,Scrum half,castres,2022, 0 , 0 , 1 , 3 , 0 , 0 , 14 , 2 , 2 , 0 , 0 , 2 , 1 , 0 , 1 , 1 , 0 , 0 
Simon Meka,Fullback,castres,2022, 0 , 0 , 6 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 16 , 1 , 0 , 1 , 0 , 0 , 0 
Thomas Combezou,Centre,castres,2022, 0 , 0 , 6 , 4 , 0 , 0 , 2 , 0 , 4 , 0 , 0 , 7 , 0 , 0 , 0 , 1 , 0 , 0 
Thomas Larregain,Fullback,castres,2022, 5 , 1 , 10 , 5 , 3 , 0 , 0 , 0 , 7 , 0 , 0 , 1 , 1 , 0 , 3 , 1 , 0 , 0 
Vilimoni Botitu,Inside centre,castres,2022, 0 , 0 , 6 , 1 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 2 , 0 , 0 , 2 , 1 , 0 , 0 
Aidon Davis,Flanker 7,cheetahs-1,2022, 5 , 1 , 128 , 72 , 3 , 1 , 30 , 3 , 2 , 0 , 0 , 68 , 4 , 6 , 9 , 4 , 0 , 0 
Alulutho Tshakweni,Prop,cheetahs-1,2022, 5 , 1 , 71 , 37 , 1 , 1 , 9 , 4 , 0 , 0 , 0 , 43 , 12 , 2 , 2 , 7 , 1 , 0 
Anidisa Ntsila,Flanker 6,cheetahs-1,2022, 15 , 3 , 117 , 42 , 8 , 1 , 27 , 11 , 0 , 0 , 0 , 60 , 7 , 5 , 5 , 4 , 0 , 0 
Aranos Coetzee,Prop,cheetahs-1,2022, 0 , 0 , 14 , 8 , 2 , 0 , 2 , 0 , 0 , 0 , 0 , 23 , 3 , 0 , 0 , 5 , 0 , 0 
Conraad Van Vuuren,Prop,cheetahs-1,2022, 5 , 1 , 7 , 4 , 1 , 0 , 5 , 2 , 0 , 0 , 0 , 13 , 3 , 0 , 0 , 9 , 2 , 0 
George Cronje,Openside flanker,cheetahs-1,2022, 0 , 0 , 2 , 2 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 8 , 0 , 0 , 1 , 0 , 0 , 0 
Louis Van Der Westhuizen,Hooker,cheetahs-1,2022, 70 , 14 , 67 , 37 , 1 , 0 , 11 , 3 , 0 , 0 , 0 , 65 , 10 , 10 , 17 , 9 , 0 , 0 
Marnus van der Merwe,Hooker,cheetahs-1,2022, 20 , 4 , 56 , 25 , 2 , 2 , 7 , 0 , 1 , 0 , 0 , 45 , 7 , 5 , 13 , 4 , 0 , 0 
Rynier Bernardo,Lock 5,cheetahs-1,2022, 0 , 0 , 14 , 10 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 13 , 2 , 2 , 3 , 1 , 0 , 0 
Schalk Ferreira,Prop,cheetahs-1,2022, 0 , 0 , 10 , 5 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 25 , 1 , 1 , 0 , 7 , 0 , 0 
Victor Sekekete,Lock,cheetahs-1,2022, 5 , 1 , 55 , 40 , 2 , 0 , 27 , 3 , 1 , 0 , 0 , 56 , 15 , 11 , 11 , 16 , 0 , 0 
Wilmar Arnoldi,Hooker,cheetahs-1,2022, 5 , 1 , 33 , 10 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 14 , 3 , 1 , 0 , 0 , 0 , 0 
Brandon Thomson,Fly half,cheetahs-1,2022, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 2 , 0 , 1 , 0 , 0 , 0 , 0 
Cameron Dawson,,cheetahs-1,2022, 0 , 0 , 74 , 22 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 33 , 6 , 0 , 0 , 4 , 1 , 0 
Christopher Smit,Fly half,cheetahs-1,2022, 0 , 0 , 68 , 27 , 8 , 0 , 26 , 1 , 15 , 0 , 0 , 31 , 7 , 3 , 6 , 2 , 0 , 0 
Clayton Blommetjies,Fullback,cheetahs-1,2022, 20 , 4 , 62 , 34 , 3 , 1 , 71 , 17 , 30 , 0 , 0 , 4 , 4 , 2 , 18 , 0 , 0 , 0 
Cohan Jasper,Fullback,cheetahs-1,2022, 5 , 1 , 94 , 38 , 9 , 0 , 21 , 10 , 14 , 0 , 0 , 12 , 5 , 1 , 17 , 0 , 0 , 0 
Craig Barry,Wing,cheetahs-1,2022, 0 , 0 , 11 , 4 , 1 , 0 , 3 , 1 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 
Damien Hoyland,Wing,cheetahs-1,2022, 0 , 0 , 47 , 23 , 1 , 0 , 5 , 0 , 0 , 0 , 0 , 35 , 13 , 0 , 2 , 13 , 0 , 0 
Dandré Delport,Fullback,cheetahs-1,2022, 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 1 , 1 , 1 , 0 , 0 , 0 , 0 
Daniel Kasende,,cheetahs-1,2022, 20 , 4 , 205 , 48 , 8 , 1 , 11 , 6 , 1 , 0 , 0 , 31 , 16 , 7 , 9 , 2 , 0 , 0 
David Brits,Fullback,cheetahs-1,2022, 15 , 3 , 122 , 34 , 8 , 6 , 30 , 7 , 5 , 0 , 0 , 37 , 12 , 5 , 13 , 5 , 0 , 0 
Duncan Saal,Right Wing,cheetahs-1,2022, 5 , 1 , 10 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 1 , 0 , 1 , 0 , 0 , 0 
Enver Brandt,,cheetahs-1,2022, 0 , 0 , 30 , 8 , 1 , 2 , 3 , 2 , 0 , 0 , 0 , 2 , 3 , 1 , 3 , 2 , 0 , 0 
Evardi Boshoff,Outside centre,cheetahs-1,2022, 0 , 0 , 12 , 5 , 0 , 0 , 5 , 3 , 0 , 0 , 0 , 8 , 0 , 1 , 1 , 0 , 0 , 0 
