,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Ben Youngs,Scrum half,england,2019, 10 , 2 , 94 , 20 , 3 , 3 , 526 , 7 , 70 , 0 , 0 , 24 , 4 , 1 , 10 , 0 , 0 , 0 
Danny Care,Scrum half,england,2019,,,,,,,,,,,,,,,,,,
Elliot Daly,Centre,england,2019, 13 , 2 , 303 , 62 , 13 , 5 , 63 , 10 , 35 , 0 , 0 , 23 , 7 , 5 , 8 , 3 , 0 , 0 
Freddie Steward,Wing,england,2019,,,,,,,,,,,,,,,,,,
George Ford,Fly half,england,2019, 55 , 2 , 70 , 25 , 12 , 4 , 219 , 6 , 74 , 9 , 9 , 60 , 10 , 5 , 5 , 0 , 0 , 0 
George Furbank,Fullback,england,2019,,,,,,,,,,,,,,,,,,
Guy Porter,,england,2019,,,,,,,,,,,,,,,,,,
Harry Randall,Scrum half,england,2019,,,,,,,,,,,,,,,,,,
Henry Arundell,Fullback,england,2019,,,,,,,,,,,,,,,,,,
Henry Slade,Centre,england,2019, 0 , 0 , 54 , 12 , 2 , 1 , 6 , 1 , 9 , 0 , 0 , 10 , 2 , 2 , 4 , 4 , 0 , 0 
Jack Nowell,Wing,england,2019, 5 , 1 , 12 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Jack Van Poortvliet,,england,2019,,,,,,,,,,,,,,,,,,
Joe Cokanasiga,Wing,england,2019, 25 , 5 , 180 , 40 , 9 , 7 , 8 , 2 , 1 , 0 , 0 , 5 , 5 , 2 , 6 , 1 , 0 , 0 
Joe Marchant,Centre,england,2019, 5 , 1 , 47 , 7 , 8 , 0 , 4 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 
Joel Conlon,Left Wing,england,2019,,,,,,,,,,,,,,,,,,
Luke Northmore,Centre 13,england,2019,,,,,,,,,,,,,,,,,,
Manu Tuilagi,Centre 13,england,2019,,,,,,,,,,,,,,,,,,
Marcus Smith,Fly half,england,2019,,,,,,,,,,,,,,,,,,
Mark Atkinson,Centre 12,england,2019,,,,,,,,,,,,,,,,,,
Max Malins,Fly half,england,2019,,,,,,,,,,,,,,,,,,
Ollie Hassell-Collins,Wing,england,2019,,,,,,,,,,,,,,,,,,
Orlando Bailey,Fly Half,england,2019,,,,,,,,,,,,,,,,,,
Owen Farrell,Fly Half,england,2019,,,,,,,,,,,,,,,,,,
Rafi Quirke,Scrum Half,england,2019,,,,,,,,,,,,,,,,,,
Tommy Freeman,Fullback,england,2019,,,,,,,,,,,,,,,,,,
Will Joseph,Fullback,england,2019,,,,,,,,,,,,,,,,,,
Asaeli Ai Valu,Prop,japan,2019, 0 , 0 , 38 , 23 , 1 , 0 , 2 , 0 , 0 , 0 , 0 , 11 , 3 , 0 , 2 , 3 , 0 , 0 
Atsushi Sakate,Hooker,japan,2019, 0 , 0 , 9 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 1 , 1 , 0 , 1 , 0 , 0 
Ben Gunter,Flanker 6,japan,2019,,,,,,,,,,,,,,,,,,
Craig Millar,Prop,japan,2019,,,,,,,,,,,,,,,,,,
Jack Cornelsen,Lock 4,japan,2019,,,,,,,,,,,,,,,,,,
Jiwon Koo,Prop,japan,2019, 0 , 0 , 8 , 17 , 1 , 1 , 3 , 0 , 0 , 0 , 0 , 18 , 0 , 0 , 0 , 3 , 0 , 0 
Kazuki Himeno,Flanker 7,japan,2019, 5 , 1 , 125 , 56 , 5 , 2 , 10 , 5 , 0 , 0 , 0 , 48 , 4 , 3 , 2 , 2 , 0 , 0 
Keita Inagaki,Prop,japan,2019, 5 , 1 , 35 , 30 , 2 , 1 , 10 , 2 , 0 , 0 , 0 , 32 , 5 , 1 , 1 , 1 , 0 , 0 
Michael Leitch,Number 8,japan,2019, 0 , 0 , 75 , 34 , 5 , 3 , 13 , 6 , 0 , 0 , 0 , 37 , 4 , 6 , 4 , 3 , 0 , 0 
Sanaila Waqa,Lock 5,japan,2019,,,,,,,,,,,,,,,,,,
Shinnosuke Kakinaga,Tighthead Prop,japan,2019,,,,,,,,,,,,,,,,,,
Shota Horie,Hooker,japan,2019, 0 , 0 , 17 , 39 , 1 , 1 , 16 , 1 , 1 , 0 , 0 , 36 , 4 , 2 , 8 , 1 , 0 , 0 
Takeshi Hino,Hooker,japan,2019,,,,,,,,,,,,,,,,,,
Wimpie van der Walt,Lock,japan,2019, 0 , 0 , 18 , 12 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 23 , 0 , 0 , 1 , 2 , 0 , 0 
Daiki Nakajima,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Dylan Riley,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Faulua Makisi,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Gerhard van den Heever,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Kaito Shigeno,Scrum half,japan,2019,,,,,,,,,,,,,,,,,,
Kanji Shimokawa,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Kotaro Matsushima,Fullback,japan,2019, 25 , 5 , 225 , 51 , 11 , 13 , 13 , 2 , 8 , 0 , 0 , 20 , 6 , 1 , 10 , 0 , 0 , 0 
Lee Seung-Shin,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Lua Makisi ,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Naoto Saito,,japan,2019,,,,,,,,,,,,,,,,,,
Ryohei Yamanaka,Fly half,japan,2019, 0 , 0 , 65 , 15 , 3 , 0 , 6 , 0 , 8 , 0 , 0 , 8 , 5 , 0 , 5 , 1 , 0 , 0 
Ryoto Nakamura,Centre,japan,2019, 0 , 0 , 51 , 30 , 7 , 1 , 58 , 2 , 4 , 0 , 0 , 36 , 3 , 2 , 3 , 0 , 0 , 0 
Ryuga Hashimoto,,japan,2019,,,,,,,,,,,,,,,,,,
Shane Gates,Centre,japan,2019,,,,,,,,,,,,,,,,,,
Shogo Nakano,,japan,2019,,,,,,,,,,,,,,,,,,
Shuhei Takeuchi,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Siosaia Fifita,,japan,2019,,,,,,,,,,,,,,,,,,
Taichi Takahashi,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Takayasu Tsuji,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Takuya Yamasawa,Fly half,japan,2019,,,,,,,,,,,,,,,,,,
Tevita Tatafu,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Warner Dearns,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Yu Tamura,Fly half,japan,2019, 51 , 0 , 41 , 20 , 5 , 0 , 130 , 1 , 44 , 9 , 11 , 6 , 5 , 1 , 6 , 0 , 0 , 0 
Yukio Morikawa,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Yusuke Kizu,Fullback,japan,2019,,,,,,,,,,,,,,,,,,
Yutaka Nagare,Scrum half,japan,2019, 0 , 0 , 0 , 5 , 0 , 1 , 342 , 0 , 14 , 0 , 0 , 8 , 0 , 0 , 4 , 1 , 0 , 0 
Agustin Creevy, Hooker,argentina,2019, 0 , 0 , 35 , 31 , 0 , 0 , 6 , 2 , 1 , 0 , 0 , 12 , 0 , 2 , 2 , 4 , 0 , 0 
Eduardo Bello,Prop,argentina,2019,,,,,,,,,,,,,,,,,,
Facundo Isa,Flanker 6,argentina,2019, 5 , 1 , 47 , 17 , 1 , 2 , 6 , 2 , 0 , 0 , 0 , 5 , 0 , 1 , 4 , 0 , 0 , 0 
Francisco Gomez Kodela,Prop,argentina,2019,,,,,,,,,,,,,,,,,,
Guido Petti Pagadizaval,Lock,argentina,2019, 10 , 2 , 134 , 37 , 7 , 4 , 6 , 4 , 0 , 0 , 0 , 39 , 1 , 9 , 7 , 4 , 0 , 0 
Julian Montoya,Hooker,argentina,2019, 20 , 4 , 48 , 24 , 2 , 2 , 5 , 1 , 0 , 0 , 0 , 38 , 2 , 3 , 3 , 0 , 0 , 0 
Marcos Kremer,Flanker 6,argentina,2019, 0 , 0 , 78 , 54 , 1 , 1 , 3 , 2 , 0 , 0 , 0 , 68 , 9 , 4 , 8 , 9 , 0 , 0 
Matias Alemanno,Lock,argentina,2019,,,,,,,,,,,,,,,,,,
Mayco Vivas,Prop,argentina,2019, 0 , 0 , 21 , 13 , 2 , 0 , 2 , 0 , 0 , 0 , 0 , 18 , 1 , 0 , 3 , 2 , 0 , 0 
Nahuel Tetaz Chaparro,Prop,argentina,2019, 0 , 0 , 37 , 27 , 2 , 0 , 2 , 0 , 0 , 0 , 0 , 38 , 6 , 0 , 2 , 2 , 0 , 0 
Pablo Matera,Blindside Flanker,argentina,2019, 5 , 1 , 155 , 62 , 7 , 3 , 24 , 11 , 4 , 0 , 0 , 63 , 7 , 5 , 9 , 3 , 0 , 0 
Rodrigo Bruni,Number 8,argentina,2019, 0 , 0 , 23 , 12 , 0 , 1 , 5 , 2 , 0 , 0 , 0 , 8 , 2 , 0 , 0 , 0 , 0 , 0 
Santiago Socino,Hooker,argentina,2019, 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 0 , 0 , 1 , 0 , 0 , 0 
Tomas Lavanini,Lock,argentina,2019, 0 , 0 , 51 , 41 , 2 , 0 , 3 , 0 , 0 , 0 , 0 , 27 , 8 , 0 , 9 , 6 , 0 , 1 
Alexander Todua,Wing,argentina,2019,,,,,,,,,,,,,,,,,,
Bautista Delguy,Wing,argentina,2019, 0 , 0 , 79 , 13 , 5 , 4 , 3 , 0 , 2 , 0 , 0 , 3 , 1 , 2 , 3 , 0 , 0 , 0 
Benjamin Urdapilleta,Fly half,argentina,2019,,,,,,,,,,,,,,,,,,
Domingo Miotti,Fly half,argentina,2019,,,,,,,,,,,,,,,,,,
Emiliano Boffelli,Wing,argentina,2019, 10 , 1 , 78 , 29 , 10 , 5 , 17 , 3 , 12 , 1 , 1 , 12 , 6 , 0 , 4 , 0 , 0 , 0 
Felipe Ezcurra,Centre,argentina,2019, 0 , 0 , 17 , 8 , 3 , 2 , 149 , 0 , 13 , 0 , 0 , 16 , 2 , 1 , 2 , 1 , 0 , 0 
Gonzalo Bertranou,Scrum half,argentina,2019, 5 , 1 , 27 , 4 , 2 , 1 , 71 , 0 , 3 , 0 , 0 , 1 , 0 , 1 , 0 , 1 , 0 , 0 
Ignacio Ruiz,,argentina,2019,,,,,,,,,,,,,,,,,,
Jeronimo De La Fuente,Centre,argentina,2019, 5 , 1 , 155 , 58 , 9 , 4 , 58 , 7 , 11 , 0 , 0 , 63 , 7 , 4 , 8 , 1 , 0 , 0 
Joel Sclavi,,argentina,2019,,,,,,,,,,,,,,,,,,
Juan Cruz Mallia,Centre,argentina,2019,,,,,,,,,,,,,,,,,,
Juan Imhoff,Wing,argentina,2019,,,,,,,,,,,,,,,,,,
Juan Martin Gonzalez,,argentina,2019,,,,,,,,,,,,,,,,,,
Lautaro Bazan Velez,Scrum half,argentina,2019,,,,,,,,,,,,,,,,,,
Lucio Cinti,,argentina,2019,,,,,,,,,,,,,,,,,,
Matias Moroni,Centre,argentina,2019, 5 , 1 , 122 , 31 , 6 , 3 , 7 , 5 , 9 , 0 , 0 , 33 , 7 , 3 , 5 , 4 , 0 , 0 
Matias Orlando,Centre,argentina,2019, 0 , 0 , 32 , 11 , 1 , 1 , 8 , 0 , 0 , 0 , 0 , 24 , 4 , 2 , 5 , 0 , 0 , 0 
Nicolas Sanchez,Fly half,argentina,2019, 39 , 1 , 96 , 22 , 5 , 3 , 82 , 5 , 30 , 8 , 6 , 22 , 6 , 1 , 8 , 0 , 0 , 0 
Pedro Rubiolo,Fullback,argentina,2019,,,,,,,,,,,,,,,,,,
Santiago Carreras,Centre,argentina,2019, 5 , 1 , 144 , 26 , 4 , 6 , 6 , 2 , 6 , 0 , 0 , 9 , 6 , 4 , 2 , 3 , 0 , 0 
Santiago Cordero,Wing,argentina,2019, 5 , 1 , 53 , 16 , 3 , 1 , 4 , 3 , 3 , 0 , 0 , 10 , 3 , 0 , 1 , 0 , 0 , 0 
Santiago Grondona,,argentina,2019,,,,,,,,,,,,,,,,,,
Tomas Albornoz,,argentina,2019,,,,,,,,,,,,,,,,,,
Tomas Cubelli,Scrum half,argentina,2019,,,,,,,,,,,,,,,,,,
Abraham Papali'i,Number 8,samoa,2019,,,,,,,,,,,,,,,,,,
Aki Seiuli,Prop,samoa,2019,,,,,,,,,,,,,,,,,,
Alamanda Motuga,Openside Flanker,samoa,2019,,,,,,,,,,,,,,,,,,
Ally Hogg,Number 8,samoa,2019,,,,,,,,,,,,,,,,,,
Ben Nee Nee,Lock,samoa,2019,,,,,,,,,,,,,,,,,,
Filo Paulo,Lock,samoa,2019, 0 , 0 , 2 , 6 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 14 , 1 , 0 , 1 , 1 , 0 , 0 
Henry Stowers,Number 8,samoa,2019,,,,,,,,,,,,,,,,,,
JP Sauni,Blindside Flanker,samoa,2019,,,,,,,,,,,,,,,,,,
Jack Lam,Openside Flanker,samoa,2019, 5 , 1 , 29 , 19 , 2 , 0 , 10 , 0 , 0 , 0 , 0 , 16 , 2 , 3 , 0 , 4 , 0 , 0 
Joe Tekori,Lock,samoa,2019,,,,,,,,,,,,,,,,,,
John Ulugia,Hooker,samoa,2019,,,,,,,,,,,,,,,,,,
Jonah Aoina,Prop,samoa,2019,,,,,,,,,,,,,,,,,,
Kalolo Tuiloma,Prop,samoa,2019,,,,,,,,,,,,,,,,,,
Masalosalo Tutaia,Lock,samoa,2019,,,,,,,,,,,,,,,,,,
Michael Alaalatoa,Prop,samoa,2019, 0 , 0 , 20 , 18 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 34 , 1 , 0 , 0 , 4 , 0 , 0 
Michael Paterson,Lock,samoa,2019,,,,,,,,,,,,,,,,,,
Mikaele Tapili,Blindside flanker,samoa,2019,,,,,,,,,,,,,,,,,,
Naama Leleimalefaga,Prop,samoa,2019,,,,,,,,,,,,,,,,,,
Olajuwon Noa,Openside Flanker,samoa,2019,,,,,,,,,,,,,,,,,,
Paul Alo-Emile,Prop,samoa,2019,,,,,,,,,,,,,,,,,,
Ray Niuia,Hooker,samoa,2019,,,,,,,,,,,,,,,,,,
Sakaria Taulafo,Prop,samoa,2019,,,,,,,,,,,,,,,,,,
Sam Slade,Lock 5,samoa,2019,,,,,,,,,,,,,,,,,,
Seilala Lam,Hooker,samoa,2019, 0 , 0 , 16 , 12 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 17 , 1 , 0 , 3 , 2 , 1 , 0 
Senio Toleafoa,Lock,samoa,2019, 0 , 0 , 1 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 9 , 0 , 0 , 1 , 2 , 0 , 0 
TJ Ioane,Number 8,samoa,2019, 0 , 0 , 43 , 24 , 1 , 0 , 10 , 2 , 1 , 0 , 0 , 56 , 6 , 3 , 2 , 4 , 2 , 0 
Talalelei Gray,Number 8,samoa,2019,,,,,,,,,,,,,,,,,,
Theodore McFarland,Lock 4,samoa,2019,,,,,,,,,,,,,,,,,,
AJ Alatimu,Fullback,samoa,2019, 0 , 0 , 4 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 0 , 0 
Ahsee Tuala,Fullback,samoa,2019, 0 , 0 , 10 , 3 , 0 , 0 , 11 , 1 , 0 , 0 , 0 , 2 , 2 , 1 , 2 , 0 , 0 , 0 
Albert Onelei,Fullback,samoa,2019,,,,,,,,,,,,,,,,,,
Alex Luatua,Fullback,samoa,2019,,,,,,,,,,,,,,,,,,
Auvasa Falealii,Scrum Half,samoa,2019,,,,,,,,,,,,,,,,,,
Aviata Silago,Fullback,samoa,2019,,,,,,,,,,,,,,,,,,
D'Angelo Leuila,Fly Half,samoa,2019,,,,,,,,,,,,,,,,,,
Dwayne Polataivao,Scrum Half,samoa,2019, 0 , 0 , 25 , 11 , 1 , 2 , 92 , 1 , 6 , 0 , 0 , 13 , 2 , 1 , 3 , 0 , 0 , 0 
Ed Fidow,Wing,samoa,2019,,,,,,,,,,,,,,,,,,
Elijah Niko,Right wing,samoa,2019,,,,,,,,,,,,,,,,,,
Elisapeta Alofipo,Centre 12,samoa,2019,,,,,,,,,,,,,,,,,,
George Pisi,Centre,samoa,2019,,,,,,,,,,,,,,,,,,
Henry Taefu,Centre 12,samoa,2019, 19 , 1 , 33 , 16 , 1 , 0 , 17 , 1 , 2 , 1 , 4 , 27 , 2 , 0 , 1 , 0 , 0 , 0 
Jamie-Jerry Taulagi,Fullback,samoa,2019,,,,,,,,,,,,,,,,,,
Joe Perez,Right Wing,samoa,2019,,,,,,,,,,,,,,,,,,
John Vaili,Centre 13,samoa,2019,,,,,,,,,,,,,,,,,,
Jonathan Taumateine,Scrum Half,samoa,2019,,,,,,,,,,,,,,,,,,
Losi Filipo,Wing,samoa,2019,,,,,,,,,,,,,,,,,,
Mike Ellery,Wing,samoa,2019,,,,,,,,,,,,,,,,,,
Neria Fomai,Left Wing,samoa,2019,,,,,,,,,,,,,,,,,,
Nigel Hunt,Centre,samoa,2019,,,,,,,,,,,,,,,,,,
Opetera Peleseuma,Outside centre,samoa,2019,,,,,,,,,,,,,,,,,,
Reece Anapu,Fullback,samoa,2019,,,,,,,,,,,,,,,,,,
Rodney Yona,Centre 12,samoa,2019,,,,,,,,,,,,,,,,,,
Sinoti Sinoti,Wing,samoa,2019,,,,,,,,,,,,,,,,,,
Stacey Ili,Wing,samoa,2019,,,,,,,,,,,,,,,,,,
Taiso Silafai-Leaana,Centre,samoa,2019,,,,,,,,,,,,,,,,,,
Tam Uli Salelologa,Right Wing,samoa,2019,,,,,,,,,,,,,,,,,,
Tietie Tuimaga,,samoa,2019,,,,,,,,,,,,,,,,,,
Tom Heathcote,Fly half,samoa,2019,,,,,,,,,,,,,,,,,,
Tomasi Alosio,Fullback,samoa,2019,,,,,,,,,,,,,,,,,,
Winston Stanley,Centre,samoa,2019,,,,,,,,,,,,,,,,,,
 Jean Sousa,Lock 5,portugal,2019,,,,,,,,,,,,,,,,,,
Diogo Ferreira,Prop,portugal,2019,,,,,,,,,,,,,,,,,,
Duarte Diniz,Openside Flanker,portugal,2019,,,,,,,,,,,,,,,,,,
Duarte Torgal,Lock 4,portugal,2019,,,,,,,,,,,,,,,,,,
Francisco Fernades Moreira,Loose head prop,portugal,2019,,,,,,,,,,,,,,,,,,
Geoffrey Moise,Prop,portugal,2019,,,,,,,,,,,,,,,,,,
Joao Granate,Blindside Flanker,portugal,2019,,,,,,,,,,,,,,,,,,
Jose Madeira,Openside Flanker,portugal,2019,,,,,,,,,,,,,,,,,,
Lionel Campergue,Hooker,portugal,2019,,,,,,,,,,,,,,,,,,
Rafael Simoes,Lock 4,portugal,2019,,,,,,,,,,,,,,,,,,
Steevy Cerqueira,Lock,portugal,2019,,,,,,,,,,,,,,,,,,
Cody Thomas,Fullback,portugal,2019,,,,,,,,,,,,,,,,,,
David Wallis,Fullback,portugal,2019,,,,,,,,,,,,,,,,,,
James Verity-Amm,Wing,portugal,2019,,,,,,,,,,,,,,,,,,
Jeromino Portela,Fly Half,portugal,2019,,,,,,,,,,,,,,,,,,
Joao Mateus,Fullback,portugal,2019,,,,,,,,,,,,,,,,,,
Jorge Abecasis,Fly Half,portugal,2019,,,,,,,,,,,,,,,,,,
Jose Lima,Centre,portugal,2019,,,,,,,,,,,,,,,,,,
Manuel Cardoso Pinto,Fullback,portugal,2019,,,,,,,,,,,,,,,,,,
Pedro Bettencourt,Centre,portugal,2019,,,,,,,,,,,,,,,,,,
Pedro Lucas,Fullback,portugal,2019,,,,,,,,,,,,,,,,,,
Samuel Marques,Scrum half,portugal,2019,,,,,,,,,,,,,,,,,,
Simao Bento ,Fullback,portugal,2019,,,,,,,,,,,,,,,,,,
Thibault De Freitas,Fullback,portugal,2019,,,,,,,,,,,,,,,,,,
Tomas Appleton,Centre 12,portugal,2019,,,,,,,,,,,,,,,,,,
Vincent Pinto,Centre,portugal,2019,,,,,,,,,,,,,,,,,,
Andrew Quattrin,Hooker,canada,2019, 0 , 0 , 2 , 4 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12 , 4 , 0 , 2 , 0 , 0 , 0 
Cole Keith,Prop,canada,2019, 0 , 0 , 5 , 3 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 4 , 1 , 0 , 0 , 3 , 0 , 0 
Conor Keys,Lock,canada,2019, 0 , 0 , 8 , 5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 7 , 2 , 0 , 2 , 0 , 0 , 0 
Djustice Sears-Duru,Prop,canada,2019, 0 , 0 , 11 , 6 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 17 , 1 , 2 , 1 , 1 , 0 , 0 
Eric Howard,Hooker,canada,2019, 0 , 0 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 12 , 4 , 0 , 6 , 2 , 0 , 0 
Jake Ilnicki,Prop,canada,2019, 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 5 , 1 , 0 , 0 , 1 , 0 , 0 
Josh Larsen,Lock,canada,2019, 0 , 0 , 24 , 11 , 0 , 0 , 2 , 2 , 0 , 0 , 0 , 9 , 1 , 0 , 1 , 1 , 0 , 1 
Lucas Albornoz,Lock,canada,2019,,,,,,,,,,,,,,,,,,
Lucas Rumball,Flanker 6,canada,2019, 0 , 0 , 10 , 12 , 3 , 0 , 2 , 1 , 0 , 0 , 0 , 24 , 2 , 1 , 2 , 0 , 0 , 0 
Marc-Antoine Rallier,Hooker,canada,2019,,,,,,,,,,,,,,,,,,
ReeganO'Gorman,Blindside flanker,canada,2019,,,,,,,,,,,,,,,,,,
Siaki Vikilani,Number 8,canada,2019,,,,,,,,,,,,,,,,,,
Stephan Malan,Number 8,canada,2019,,,,,,,,,,,,,,,,,,
Ben LeSage,Centre,canada,2019, 0 , 0 , 3 , 3 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 7 , 3 , 0 , 3 , 1 , 0 , 0 
Cole Davis,Wing,canada,2019,,,,,,,,,,,,,,,,,,
Corey Thomas,,canada,2019,,,,,,,,,,,,,,,,,,
Donald Carson,Fullback,canada,2019,,,,,,,,,,,,,,,,,,
Ernst Stapelberg,Fly half,canada,2019,,,,,,,,,,,,,,,,,,
Gavin Mullin,Centre,canada,2019,,,,,,,,,,,,,,,,,,
JW Jonker,Centre,canada,2019,,,,,,,,,,,,,,,,,,
Kainoa Lloyd,Wing,canada,2019,,,,,,,,,,,,,,,,,,
LachlanKratz,Inside centre,canada,2019,,,,,,,,,,,,,,,,,,
LiamMurray,Fullback,canada,2019,,,,,,,,,,,,,,,,,,
Michael Smith,Fullback,canada,2019,,,,,,,,,,,,,,,,,,
Peter Nelson,Fly half,canada,2019, 4 , 0 , 58 , 10 , 4 , 2 , 32 , 1 , 23 , 2 , 0 , 14 , 7 , 2 , 1 , 0 , 0 , 0 
QuinnNgawati,Inside centre,canada,2019,,,,,,,,,,,,,,,,,,
Robert Povey,Fullback,canada,2019,,,,,,,,,,,,,,,,,,
Ross Braude,Scrum half,canada,2019,,,,,,,,,,,,,,,,,,
TylerRowland,Fullback,canada,2019,,,,,,,,,,,,,,,,,,
Billy Harmon,Openside Flanker,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Caleb Delaney,Lock 5,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Cameron Suafoa,Blindside Flanker,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Cullen Grace,Lock 5,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Isaia Walker-Leawere,Lock,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Jermaine Ainsley,Prop,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Josh Dickson,Lock,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Kurt Eklund,Hooker,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Leni Apisai,Hooker,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Manaaki Selby-Rickit,Lock 5,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Marcel Renata,Prop,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Max Hicks,Blindside Flanker,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Ollie Norris,Prop,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Reed Prinsep,Blindside Flanker,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
TK Howden,Blindside Flanker,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Tamaiti Williams,Tighthead Prop,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Alex Nankivell,Centre,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Bailyn Sullivan,Centre,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Billy Proctor,Centre,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Brad Weber,Scrum half,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Connor Garden-Bachop,Fullback,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Josh Ioane,Fly half,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Josh Moorby,Fullback,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Rameka Poihipi,Centre,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Ruben Love,,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Shaun Stevenson,Fullback,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
TJ Perenara,Scrum half,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Tyrone Thompson,,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Zarn Sullivan,Fullback,maori-all-blacks,2019,,,,,,,,,,,,,,,,,,
Andrew Darlington,Tighthead Prop,netherlands,2019,,,,,,,,,,,,,,,,,,
Christopher Van Leeuwen,Blindside Flanker,netherlands,2019,,,,,,,,,,,,,,,,,,
Dave Koelman,Number 8,netherlands,2019,,,,,,,,,,,,,,,,,,
Dennis Van Dijken,Lock 4,netherlands,2019,,,,,,,,,,,,,,,,,,
Dirk Danen,Blindside flanker,netherlands,2019,,,,,,,,,,,,,,,,,,
Hugo Langelaan,Loosehead Prop,netherlands,2019,,,,,,,,,,,,,,,,,,
Liam Stone,Openside flanker,netherlands,2019,,,,,,,,,,,,,,,,,,
Lodi Buijs,Tighthead Prop,netherlands,2019,,,,,,,,,,,,,,,,,,
Louis Bruinsma,Lock 5,netherlands,2019,,,,,,,,,,,,,,,,,,
Mark Darlington, Hooker,netherlands,2019,,,,,,,,,,,,,,,,,,
Mike Mbaud, Hooker,netherlands,2019,,,,,,,,,,,,,,,,,,
Robin Moenen,Loosehead Prop,netherlands,2019,,,,,,,,,,,,,,,,,,
Ross Bennie-Coulson, Hooker,netherlands,2019,,,,,,,,,,,,,,,,,,
Wolf Van Dijk,Openside Flanker,netherlands,2019,,,,,,,,,,,,,,,,,,
 Christopher Raymond,Fullback,netherlands,2019,,,,,,,,,,,,,,,,,,
Bart Wierenga,Centre 13,netherlands,2019,,,,,,,,,,,,,,,,,,
Caleb Korteweg,Fullback,netherlands,2019,,,,,,,,,,,,,,,,,,
Daan Van Der Avoird,Left Wing,netherlands,2019,,,,,,,,,,,,,,,,,,
David Weersma,Centre 12,netherlands,2019,,,,,,,,,,,,,,,,,,
