,position,team,year,Points,Tries,Metres,Runs,Defenders Beaten,Clean Breaks,Passes,Try Assists,Kicks,Conversion Goals,Penalty Goals,Tackles,Tackles Missed,Turnovers Won,Turnovers Conceded,Penalties Conceded,Yellow Cards,Red Cards
Marco Jansen Van Vuuren,Scrum half,blue-bulls,2021, 5 , 1 , 14 , 8 , 0 , 0 , 41 , 1 , 11 , 0 , 0 , 8 , 3 , 2 , 1 , 2 , 0 , 0 
Mheli Dlamini,Fullback,blue-bulls,2021,,,,,,,,,,,,,,,,,,
Michael Tambwe,Wing,blue-bulls,2021, 15 , 3 , 148 , 41 , 10 , 3 , 15 , 9 , 2 , 0 , 0 , 20 , 6 , 0 , 9 , 2 , 0 , 0 
Morne Steyn,Fly Half,bulls,2021, 57 , 0 , 23 , 14 , 3 , 0 , 86 , 2 , 55 , 15 , 9 , 24 , 4 , 3 , 8 , 3 , 0 , 0 
Muller Uys,Number 8,blue-bulls,2021, 0 , 0 , 56 , 32 , 0 , 0 , 17 , 5 , 0 , 0 , 0 , 43 , 4 , 1 , 6 , 3 , 0 , 0 
Niel Beukes,Fullback,blue-bulls,2021,,,,,,,,,,,,,,,,,,
Quewin Nortje,Left wing,blue-bulls,2021,,,,,,,,,,,,,,,,,,
Raynard Roets,Fullback,blue-bulls,2021,,,,,,,,,,,,,,,,,,
Richard Kriel,Full Back,blue-bulls,2021, 15 , 3 , 58 , 21 , 1 , 3 , 15 , 8 , 3 , 0 , 0 , 11 , 3 , 3 , 6 , 0 , 0 , 0 
Ruan Delport,Fullback,blue-bulls,2021,,,,,,,,,,,,,,,,,,
Schalk Erasmus,,blue-bulls,2021, 25 , 5 , 58 , 38 , 0 , 0 , 18 , 1 , 1 , 0 , 0 , 40 , 2 , 3 , 10 , 2 , 0 , 0 
Sean Cox,Centre,blue-bulls,2021,,,,,,,,,,,,,,,,,,
Sebastian Lombard,Fullback,blue-bulls,2021,,,,,,,,,,,,,,,,,,
Sidney Tobias,Hooker,blue-bulls,2021, 0 , 0 , 7 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 
Stedman Gans,Centre,bulls,2021, 0 , 0 , 2 , 1 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 
Stephan Smit,Fullback,blue-bulls,2021,,,,,,,,,,,,,,,,,,
Stravino Jacobs,Right Wing,bulls,2021, 10 , 2 , 151 , 32 , 12 , 7 , 11 , 3 , 15 , 0 , 0 , 20 , 11 , 1 , 19 , 2 , 1 , 0 
Tarquin Manuel ,Fullback,blue-bulls,2021,,,,,,,,,,,,,,,,,,
Tiaan Fourie,Fullback,blue-bulls,2021, 0 , 0 , 10 , 5 , 2 , 0 , 29 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 0 
Tielman Nieuwoudt,Fullback,blue-bulls,2021,,,,,,,,,,,,,,,,,,
Willie Potgieter,Fullback,blue-bulls,2021,,,,,,,,,,,,,,,,,,
Atunaisa Moli,Prop,bristol,2021, 15 , 3 , 151 , 14 , 3 , 6 , 5 , 1 , 2 , 0 , 0 , 11 , 6 , 2 , 5 , 2 , 0 , 0 
Bryan Byrne,Hooker,bristol,2021, 0 , 0 , 10 , 13 , 1 , 1 , 2 , 0 , 0 , 0 , 0 , 12 , 0 , 0 , 5 , 2 , 0 , 0 
Christopher Vui,Flanker 6,bristol,2021, 0 , 0 , 90 , 49 , 2 , 1 , 24 , 1 , 0 , 0 , 0 , 72 , 8 , 7 , 9 , 8 , 0 , 0 
Daniel Thomas,Flanker 7,bristol,2021, 5 , 1 , 37 , 21 , 1 , 0 , 30 , 3 , 0 , 0 , 0 , 55 , 3 , 6 , 7 , 7 , 0 , 0 
Dave Attwood,Lock,bristol,2021, 5 , 1 , 62 , 37 , 2 , 1 , 17 , 3 , 0 , 0 , 0 , 72 , 5 , 2 , 5 , 9 , 1 , 0 
Ed Holmes,Flanker 6,bristol,2021, 0 , 0 , 66 , 19 , 3 , 2 , 1 , 0 , 0 , 0 , 0 , 22 , 2 , 3 , 1 , 2 , 0 , 0 
Harry Thacker,Hooker,bristol,2021, 5 , 1 , 174 , 80 , 14 , 2 , 26 , 9 , 4 , 0 , 0 , 76 , 11 , 0 , 9 , 7 , 0 , 0 
Jake Armstrong,Prop,bristol,2021, 0 , 0 , 7 , 7 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 6 , 0 , 0 , 2 , 1 , 0 , 0 
Jake Heenan,Flanker 7,bristol,2021, 10 , 2 , 47 , 47 , 1 , 0 , 36 , 4 , 0 , 0 , 0 , 91 , 6 , 8 , 7 , 8 , 2 , 0 
Jake Kerr,Hooker,bristol,2021, 10 , 2 , 52 , 28 , 0 , 1 , 16 , 2 , 0 , 0 , 0 , 47 , 4 , 2 , 5 , 3 , 1 , 0 
Jake Woolmore,Prop,bristol,2021, 0 , 0 , 52 , 17 , 0 , 1 , 17 , 3 , 0 , 0 , 0 , 44 , 7 , 0 , 1 , 13 , 1 , 0 
Joe Joyce,Lock,bristol,2021, 5 , 1 , 76 , 41 , 0 , 2 , 35 , 3 , 5 , 0 , 0 , 100 , 4 , 3 , 7 , 5 , 0 , 0 
John Afoa,Prop,bristol,2021, 0 , 0 , 27 , 22 , 0 , 0 , 23 , 1 , 0 , 0 , 0 , 49 , 7 , 2 , 3 , 8 , 0 , 0 
John Hawkins,Lock,bristol,2021, 0 , 0 , 11 , 7 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 15 , 1 , 4 , 0 , 2 , 0 , 0 
Kyle Sinckler,Tighthead Prop,lions,2021, 0 , 0 , 32 , 26 , 0 , 0 , 21 , 2 , 0 , 0 , 0 , 40 , 1 , 0 , 2 , 7 , 0 , 0 
Lindokuhle Welemu,Lock,bristol,2021,,,,,,,,,,,,,,,,,,
Matt Mullan,Prop,bristol,2021,,,,,,,,,,,,,,,,,,
Max Lahiff,Loosehead Prop,bristol,2021, 5 , 1 , 30 , 21 , 2 , 0 , 9 , 4 , 0 , 0 , 0 , 38 , 2 , 2 , 1 , 6 , 0 , 0 
Mitch Eadie,Flanker 6,bristol,2021,,,,,,,,,,,,,,,,,,
Sam Jeffries,Flanker 6,bristol,2021, 5 , 1 , 62 , 26 , 0 , 1 , 17 , 4 , 4 , 0 , 0 , 46 , 3 , 3 , 2 , 1 , 0 , 0 
Steven Luatua,Blindside Flanker,bristol,2021, 5 , 1 , 137 , 68 , 4 , 1 , 60 , 7 , 1 , 0 , 0 , 77 , 5 , 9 , 19 , 11 , 0 , 0 
Will Capon,Hooker,bristol,2021, 5 , 1 , 64 , 38 , 3 , 0 , 22 , 1 , 0 , 0 , 0 , 47 , 4 , 3 , 18 , 3 , 0 , 0 
Yann Thomas,Prop,bristol,2021, 0 , 0 , 40 , 27 , 8 , 0 , 15 , 1 , 0 , 0 , 0 , 54 , 8 , 0 , 4 , 7 , 0 , 0 
Alapati Leiua,Centre,bristol,2021, 10 , 2 , 161 , 62 , 9 , 7 , 82 , 10 , 5 , 0 , 0 , 45 , 13 , 2 , 13 , 1 , 0 , 0 
Andy Uren,Scrum half,bristol,2021, 5 , 1 , 123 , 30 , 9 , 2 , 487 , 5 , 94 , 0 , 0 , 51 , 7 , 0 , 8 , 3 , 1 , 0 
Antoine Frisch,Centre,bristol,2021, 0 , 0 , 3 , 2 , 0 , 0 , 12 , 0 , 2 , 0 , 0 , 12 , 2 , 1 , 0 , 0 , 0 , 0 
Ash Challenger,Fullback,bristol,2021, 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 0 , 0 
Callum Sheedy,Fly half,bristol,2021, 147 , 1 , 148 , 45 , 9 , 1 , 347 , 19 , 71 , 29 , 28 , 77 , 22 , 5 , 12 , 2 , 0 , 0 
Carwyn Penny,Fly half,bristol,2021,,,,,,,,,,,,,,,,,,
Charles Piutau,Fullback,bristol,2021, 10 , 2 , 378 , 119 , 12 , 7 , 83 , 19 , 24 , 0 , 0 , 31 , 8 , 4 , 22 , 4 , 1 , 0 
Charlie Powell,,bristol,2021, 0 , 0 , 5 , 3 , 0 , 0 , 1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 , 0 , 0 
Daniel Sancery,Fullback,bristol,2021,,,,,,,,,,,,,,,,,,
Fitz Harding,,bristol,2021, 10 , 2 , 165 , 69 , 5 , 3 , 40 , 10 , 4 , 0 , 0 , 114 , 5 , 4 , 9 , 10 , 0 , 0 
George Kloska,,bristol,2021, 5 , 1 , 23 , 5 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 16 , 2 , 0 , 3 , 2 , 1 , 0 
Harry Randall,Scrum half,bristol,2021, 10 , 2 , 127 , 23 , 9 , 5 , 372 , 5 , 49 , 0 , 0 , 31 , 6 , 0 , 7 , 3 , 0 , 0 
Henry Purdy,Wing,bristol,2021, 13 , 2 , 198 , 54 , 0 , 5 , 28 , 7 , 12 , 0 , 1 , 34 , 9 , 1 , 12 , 4 , 0 , 0 
Ioan Lloyd,Fly Half,bristol,2021, 14 , 0 , 113 , 50 , 11 , 0 , 55 , 7 , 14 , 4 , 2 , 29 , 7 , 2 , 12 , 5 , 0 , 0 
Jack Bates,,bristol,2021, 5 , 1 , 80 , 21 , 3 , 2 , 18 , 4 , 0 , 0 , 0 , 20 , 1 , 0 , 2 , 1 , 0 , 0 
Jono Benz Salomon,Fullback,bristol,2021,,,,,,,,,,,,,,,,,,
Adam Beard,Lock,lions,2021, 5 , 1 , 9 , 5 , 0 , 1 , 8 , 1 , 0 , 0 , 0 , 25 , 1 , 3 , 1 , 2 , 0 , 0 
Alun Wyn Jones,Lock,lions,2021, 0 , 0 , 25 , 25 , 1 , 0 , 9 , 5 , 0 , 0 , 0 , 37 , 2 , 1 , 1 , 1 , 0 , 0 
Courtney Lawes,Flanker 6,lions,2021, 0 , 0 , 84 , 44 , 2 , 0 , 17 , 4 , 0 , 0 , 0 , 53 , 3 , 4 , 3 , 5 , 0 , 0 
Hamish Watson,Flanker 7,edinburgh,2021, 0 , 0 , 85 , 42 , 3 , 1 , 32 , 7 , 0 , 0 , 0 , 75 , 3 , 5 , 1 , 4 , 1 , 0 
Iain Henderson,Lock,lions,2021, 0 , 0 , 12 , 13 , 0 , 0 , 11 , 0 , 0 , 0 , 0 , 30 , 2 , 3 , 0 , 2 , 0 , 0 
Jack Conan,Number 8,lions,2021, 10 , 2 , 126 , 75 , 3 , 2 , 15 , 6 , 0 , 0 , 0 , 46 , 1 , 2 , 5 , 2 , 0 , 0 
Jamie George,Hooker,saracens,2021, 20 , 4 , 50 , 15 , 1 , 2 , 10 , 0 , 0 , 0 , 0 , 27 , 2 , 0 , 7 , 1 , 0 , 0 
Jonny Hill,Lock,exeter-chiefs,2021, 25 , 5 , 144 , 86 , 2 , 0 , 27 , 3 , 3 , 0 , 0 , 118 , 12 , 9 , 27 , 12 , 1 , 0 
Josh Navidi,Flanker 7,lions,2021, 0 , 0 , 54 , 10 , 0 , 1 , 9 , 0 , 0 , 0 , 0 , 23 , 2 , 1 , 2 , 1 , 0 , 0 
Justin Tipuric,Flanker 6,lions,2021, 0 , 0 , 0 , 0 , 0 , 0 , 4 , 0 , 0 , 0 , 0 , 5 , 1 , 0 , 0 , 0 , 0 , 0 
Ken Owens,Hooker,lions,2021, 5 , 1 , 22 , 30 , 1 , 0 , 10 , 0 , 0 , 0 , 0 , 30 , 0 , 1 , 8 , 1 , 0 , 0 
Luke Cowan-Dickie,Hooker,exeter-chiefs,2021, 15 , 3 , 176 , 120 , 5 , 2 , 33 , 4 , 0 , 0 , 0 , 74 , 7 , 15 , 19 , 8 , 0 , 0 
Mako Vunipola,Prop,saracens,2021, 10 , 2 , 169 , 72 , 4 , 2 , 31 , 8 , 0 , 0 , 0 , 81 , 9 , 2 , 6 , 6 , 0 , 0 
Maro Itoje,Lock 4,saracens,2021, 5 , 1 , 74 , 34 , 4 , 1 , 18 , 3 , 0 , 0 , 0 , 61 , 7 , 11 , 1 , 10 , 0 , 0 
Rory Sutherland,Prop,worcester,2021, 0 , 0 , 38 , 22 , 0 , 0 , 9 , 1 , 0 , 0 , 0 , 36 , 4 , 0 , 3 , 7 , 0 , 0 
Sam Simmonds,Number 8,exeter-chiefs,2021, 55 , 11 , 593 , 237 , 30 , 15 , 76 , 13 , 2 , 0 , 0 , 200 , 19 , 9 , 18 , 6 , 0 , 0 
Tadgh Beirne,Lock,munster,2021, 5 , 1 , 89 , 70 , 1 , 0 , 33 , 5 , 1 , 0 , 0 , 115 , 2 , 17 , 8 , 17 , 0 , 0 
Tadhg Furlong,Tighthead Prop,lions,2021, 0 , 0 , 35 , 26 , 0 , 1 , 9 , 2 , 0 , 0 , 0 , 42 , 6 , 2 , 0 , 2 , 0 , 0 
Tom Curry,Flanker 7,sale,2021, 5 , 1 , 175 , 67 , 3 , 2 , 38 , 7 , 3 , 0 , 0 , 104 , 8 , 11 , 6 , 9 , 1 , 0 
Wyn Jones,Prop,lions,2021, 5 , 1 , 21 , 18 , 0 , 0 , 10 , 0 , 0 , 0 , 0 , 28 , 3 , 1 , 5 , 4 , 0 , 0 
Zander Fagerson,Prop,lions,2021, 5 , 1 , 14 , 10 , 1 , 0 , 3 , 1 , 0 , 0 , 0 , 7 , 1 , 0 , 3 , 4 , 0 , 0 
Ali Price,Scrum half,lions,2021, 5 , 1 , 14 , 10 , 3 , 1 , 266 , 6 , 34 , 0 , 0 , 21 , 6 , 0 , 6 , 1 , 0 , 0 
Bundee Aki,Centre,connacht,2021, 10 , 2 , 107 , 42 , 5 , 1 , 26 , 6 , 0 , 0 , 0 , 57 , 5 , 5 , 3 , 7 , 1 , 0 
Chris Harris,Centre,gloucester,2021, 20 , 4 , 85 , 49 , 6 , 5 , 31 , 9 , 6 , 0 , 0 , 101 , 10 , 8 , 10 , 2 , 0 , 0 
Conor Murray,Scrum half,munster,2021, 15 , 3 , 50 , 25 , 2 , 1 , 461 , 3 , 90 , 0 , 0 , 45 , 11 , 1 , 4 , 2 , 0 , 0 
Dan Biggar,Fly half,lions,2021, 47 , 0 , 16 , 14 , 1 , 0 , 64 , 2 , 30 , 13 , 7 , 28 , 7 , 1 , 5 , 0 , 0 , 0 
Duhan van der Merwe,Wing,worcester,2021, 15 , 3 , 277 , 52 , 10 , 4 , 15 , 8 , 0 , 0 , 0 , 33 , 5 , 3 , 6 , 4 , 1 , 0 
Elliot Daly,Centre,saracens,2021, 0 , 0 , 8 , 3 , 0 , 0 , 4 , 0 , 5 , 0 , 0 , 10 , 2 , 1 , 2 , 0 , 0 , 0 
Finn Russell,Fly half,racing-92,2021, 0 , 0 , 54 , 4 , 2 , 1 , 31 , 5 , 17 , 0 , 0 , 8 , 6 , 0 , 2 , 2 , 0 , 0 
Gareth Davies,Scrum half,lions,2021, 5 , 1 , 24 , 10 , 1 , 1 , 61 , 1 , 9 , 0 , 0 , 7 , 2 , 0 , 7 , 2 , 0 , 0 
Josh Adams,Wing,lions,2021, 35 , 7 , 145 , 38 , 5 , 5 , 7 , 4 , 4 , 0 , 0 , 11 , 4 , 2 , 5 , 2 , 0 , 0 
Liam Williams,Wing,lions,2021, 0 , 0 , 36 , 14 , 3 , 0 , 14 , 1 , 1 , 0 , 0 , 4 , 1 , 0 , 5 , 0 , 0 , 0 
Louis Rees-Zammit,Wing,gloucester,2021, 35 , 7 , 181 , 41 , 7 , 6 , 22 , 3 , 10 , 0 , 0 , 36 , 8 , 5 , 10 , 2 , 0 , 0 
Marcus Smith,Fly half,harlequins,2021, 230 , 7 , 333 , 68 , 29 , 13 , 376 , 25 , 155 , 63 , 23 , 137 , 29 , 5 , 12 , 9 , 2 , 0 
Owen Farrell,Fly Half,saracens,2021, 62 , 0 , 51 , 12 , 3 , 2 , 59 , 2 , 33 , 16 , 10 , 27 , 6 , 0 , 7 , 1 , 0 , 0 
Robbie Henshaw,Centre,lions,2021, 10 , 2 , 56 , 29 , 4 , 2 , 18 , 2 , 2 , 0 , 0 , 47 , 3 , 3 , 8 , 2 , 0 , 0 
Stuart Hogg,Fullback,exeter-chiefs,2021, 15 , 3 , 399 , 121 , 31 , 6 , 106 , 22 , 56 , 0 , 0 , 46 , 12 , 0 , 21 , 6 , 0 , 0 
Allan Alaalatoa,Prop,brumbies,2021, 0 , 0 , 38 , 44 , 1 , 0 , 25 , 3 , 0 , 0 , 0 , 102 , 12 , 3 , 4 , 15 , 0 , 1 
Billy Pollard, Hooker,brumbies,2021, 0 , 0 , 10 , 2 , 0 , 0 , 1 , 1 , 0 , 0 , 0 , 5 , 0 , 0 , 3 , 0 , 0 , 0 
Connal McInerney,Hooker,brumbies,2021, 10 , 2 , 13 , 11 , 1 , 0 , 6 , 1 , 0 , 0 , 0 , 20 , 4 , 0 , 0 , 4 , 0 , 0 
Darcy Swain,Lock,brumbies,2021, 0 , 0 , 14 , 26 , 0 , 0 , 19 , 1 , 0 , 0 , 0 , 96 , 7 , 5 , 6 , 21 , 2 , 0 
Ed Kennedy,Flanker 6,brumbies,2021,,,,,,,,,,,,,,,,,,
Folau Fainga'a,Hooker,brumbies,2021, 20 , 4 , 56 , 52 , 5 , 1 , 23 , 5 , 2 , 0 , 0 , 73 , 4 , 2 , 14 , 7 , 1 , 0 
Jahrome Brown,Flanker 7,brumbies,2021, 0 , 0 , 32 , 13 , 0 , 0 , 7 , 0 , 0 , 0 , 0 , 30 , 4 , 0 , 2 , 2 , 0 , 0 
James Slipper,Prop,brumbies,2021, 0 , 0 , 42 , 30 , 3 , 0 , 9 , 3 , 0 , 0 , 0 , 58 , 4 , 0 , 0 , 5 , 1 , 0 
Luke Reimer, Hooker,brumbies,2021, 0 , 0 , 9 , 4 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 37 , 3 , 2 , 3 , 1 , 0 , 0 
Peter Samu,Flanker 7,brumbies,2021, 10 , 2 , 124 , 40 , 10 , 3 , 24 , 5 , 0 , 0 , 0 , 67 , 8 , 7 , 7 , 3 , 0 , 0 
Rob Valetini,Flanker 6,brumbies,2021, 15 , 3 , 254 , 120 , 15 , 3 , 44 , 18 , 0 , 0 , 0 , 167 , 23 , 11 , 14 , 7 , 1 , 0 
Scott Sio,Prop,brumbies,2021, 5 , 1 , 65 , 46 , 6 , 1 , 19 , 3 , 0 , 0 , 0 , 62 , 3 , 4 , 4 , 15 , 0 , 0 
Siaki Vikilani,Number 8,brumbies,2021,,,,,,,,,,,,,,,,,,
Sosefo Kautai,Prop,brumbies,2021, 0 , 0 , -4 , 6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 8 , 0 , 1 , 1 , 4 , 0 , 0 
Tom Hooper,Lock 5,brumbies,2021, 0 , 0 , 47 , 16 , 0 , 0 , 2 , 1 , 0 , 0 , 0 , 17 , 3 , 1 , 1 , 1 , 0 , 0 
Andy Muirhead,Left Wing,brumbies,2021, 15 , 3 , 222 , 69 , 28 , 6 , 28 , 10 , 17 , 0 , 0 , 41 , 21 , 5 , 15 , 4 , 1 , 0 
Cadeyrn Neville,,brumbies,2021, 10 , 2 , 41 , 48 , 0 , 0 , 27 , 1 , 1 , 0 , 0 , 95 , 14 , 10 , 8 , 10 , 0 , 0 
Cameron Clark,Fullback,brumbies,2021,,,,,,,,,,,,,,,,,,
Chris Feauai-Sautia,Centre 12,brumbies,2021,,,,,,,,,,,,,,,,,,
Fred Kaihea,Fullback,brumbies,2021, 0 , 0 , 4 , 2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 10 , 1 , 1 , 0 , 0 , 0 , 0 
Hudson Creighton,Fullback,brumbies,2021,,,,,,,,,,,,,,,,,,
Irae Simone,Centre,brumbies,2021, 10 , 2 , 204 , 75 , 12 , 2 , 144 , 5 , 20 , 0 , 0 , 111 , 26 , 7 , 12 , 9 , 0 , 0 
Jesse Mogg,Fullback,brumbies,2021,,,,,,,,,,,,,,,,,,
Lachie Albert,Scrum Half,brumbies,2021,,,,,,,,,,,,,,,,,,
Lachlan Lonergan,,brumbies,2021, 15 , 3 , 84 , 52 , 8 , 1 , 24 , 7 , 0 , 0 , 0 , 100 , 11 , 5 , 15 , 7 , 0 , 0 
Len Ikitau,Centre,brumbies,2021, 30 , 6 , 211 , 83 , 19 , 3 , 52 , 25 , 5 , 0 , 0 , 102 , 26 , 5 , 10 , 7 , 0 , 0 
Nic White,Scrum half,brumbies,2021, 8 , 1 , 55 , 40 , 6 , 1 , 538 , 5 , 79 , 0 , 1 , 79 , 14 , 4 , 10 , 10 , 0 , 0 
Nick Frost,,brumbies,2021, 0 , 0 , 71 , 59 , 4 , 0 , 16 , 6 , 0 , 0 , 0 , 101 , 19 , 6 , 9 , 7 , 0 , 0 
Noah Lolesio,,brumbies,2021, 104 , 2 , 183 , 103 , 16 , 5 , 260 , 17 , 67 , 32 , 10 , 92 , 13 , 1 , 28 , 7 , 0 , 0 
Ollie Sapsford,Wing,brumbies,2021,,,,,,,,,,,,,,,,,,
Rory Scott,Fullback,brumbies,2021, 5 , 1 , 41 , 24 , 2 , 0 , 16 , 2 , 0 , 0 , 0 , 95 , 8 , 7 , 4 , 6 , 1 , 0 
Ryan Lonergan,Scrum half,brumbies,2021, 30 , 1 , 11 , 15 , 0 , 0 , 392 , 4 , 32 , 8 , 3 , 50 , 13 , 1 , 9 , 1 , 0 , 0 
Thomas Banks,Fullback,brumbies,2021, 35 , 7 , 570 , 137 , 43 , 13 , 98 , 17 , 32 , 0 , 0 , 31 , 11 , 3 , 11 , 3 , 0 , 0 
Tom Ross,Fullback,brumbies,2021,,,,,,,,,,,,,,,,,,
Tom Wright,Centre,brumbies,2021, 20 , 4 , 208 , 59 , 16 , 10 , 32 , 12 , 20 , 0 , 0 , 21 , 18 , 4 , 19 , 4 , 0 , 0 
Marco van Staden,Blindside Flanker,leicester,2021, 0 , 0 , 53 , 23 , 1 , 0 , 6 , 2 , 0 , 0 , 0 , 74 , 10 , 6 , 2 , 6 , 0 , 0 
Johan Goosen,Fly Half,bulls,2021, 9 , 0 , 43 , 18 , 4 , 1 , 41 , 4 , 40 , 3 , 1 , 18 , 7 , 2 , 5 , 1 , 0 , 0 
Mihlali Mosi,Number 8,cheetahs-1,2021, 5 , 1 , 44 , 27 , 1 , 1 , 4 , 1 , 1 , 0 , 0 , 32 , 3 , 1 , 3 , 3 , 0 , 0 
Wandisile Simelane,Centre 13,bulls,2021,,,,,,,,,,,,,,,,,,
Ben Funnell,Hooker,canterbury,2021,,,,,,,,,,,,,,,,,,
Billy Harmon,Openside Flanker,highlanders,2021, 15 , 3 , 151 , 67 , 3 , 1 , 61 , 8 , 2 , 0 , 0 , 176 , 13 , 13 , 6 , 7 , 1 , 0 
Brodie McAlister,Hooker,crusaders,2021, 5 , 1 , 50 , 30 , 0 , 1 , 11 , 1 , 0 , 0 , 0 , 45 , 5 , 0 , 7 , 1 , 0 , 0 
Corey Kellow,Openside Flanker,crusaders,2021,,,,,,,,,,,,,,,,,,
Cullen Grace,Lock 5,crusaders,2021, 10 , 2 , 139 , 59 , 7 , 1 , 32 , 4 , 0 , 0 , 0 , 80 , 15 , 3 , 7 , 3 , 0 , 0 
Dan Lienert-Brown,Prop,highlanders,2021, 0 , 0 , 8 , 5 , 0 , 0 , 2 , 0 , 0 , 0 , 0 , 11 , 7 , 2 , 0 , 3 , 0 , 0 
Finlay Brewis,Tighthead Prop,crusaders,2021,,,,,,,,,,,,,,,,,,
George Bell,Hooker,crusaders,2021,,,,,,,,,,,,,,,,,,
Luke Romano,Lock 4,canterbury,2021, 10 , 2 , 164 , 99 , 0 , 0 , 32 , 5 , 0 , 0 , 0 , 113 , 11 , 10 , 16 , 11 , 1 , 0 
Oli Jager,Prop,crusaders,2021, 5 , 1 , 14 , 12 , 0 , 0 , 6 , 0 , 0 , 0 , 0 , 47 , 3 , 2 , 1 , 6 , 1 , 0 
Owen Franks,Tighthead Prop,hurricanes,2021,,,,,,,,,,,,,,,,,,
Reed Prinsep,Blindside Flanker,hurricanes,2021, 10 , 2 , 84 , 54 , 1 , 0 , 14 , 0 , 0 , 0 , 0 , 100 , 5 , 2 , 5 , 2 , 0 , 0 
Tamaiti Williams,Tighthead Prop,crusaders,2021, 5 , 1 , 22 , 11 , 1 , 0 , 3 , 0 , 0 , 0 , 0 , 22 , 4 , 1 , 2 , 5 , 0 , 0 
Tom Christie,Flanker 7,crusaders,2021, 0 , 0 , 11 , 7 , 0 , 0 , 3 , 0 , 0 , 0 , 0 , 23 , 2 , 3 , 2 , 2 , 0 , 0 
Zach Gallagher,Lock 4,crusaders,2021,,,,,,,,,,,,,,,,,,
Alex Harford,Fullback,canterbury,2021, 3 , 0 , 3 , 2 , 0 , 0 , 4 , 0 , 0 , 0 , 1 , 2 , 0 , 0 , 0 , 0 , 0 , 0 
Blair Murray,Fullback,canterbury,2021,,,,,,,,,,,,,,,,,,
Braydon Ennor,Wing,crusaders,2021, 5 , 1 , 65 , 21 , 2 , 2 , 19 , 3 , 3 , 0 , 0 , 30 , 8 , 0 , 3 , 1 , 0 , 0 
Chay Fihaki,,crusaders,2021, 0 , 0 , 10 , 2 , 0 , 0 , 1 , 0 , 3 , 0 , 0 , 1 , 1 , 0 , 5 , 0 , 0 , 0 
Dallas McLeod,Wing,crusaders,2021, 5 , 1 , 52 , 26 , 5 , 1 , 24 , 7 , 1 , 0 , 0 , 34 , 7 , 0 , 4 , 1 , 0 , 0 
Dominic Gardiner,Fullback,crusaders,2021,,,,,,,,,,,,,,,,,,
Fergus Burke,Fly half,crusaders,2021, 6 , 0 , 10 , 4 , 2 , 0 , 26 , 0 , 5 , 3 , 0 , 16 , 5 , 0 , 1 , 0 , 0 , 0 
George Bridge,Wing,crusaders,2021, 10 , 2 , 127 , 37 , 8 , 5 , 12 , 5 , 3 , 0 , 0 , 24 , 6 , 1 , 11 , 0 , 0 , 0 
Isaiah Punivai,,crusaders,2021,,,,,,,,,,,,,,,,,,
Joe Brial ,Fullback,canterbury,2021,,,,,,,,,,,,,,,,,,
Joel Lam,Fullback,canterbury,2021,,,,,,,,,,,,,,,,,,
Jone Rova,Fullback,canterbury,2021,,,,,,,,,,,,,,,,,,
Liam Allen,Fullback,canterbury,2021, 0 , 0 , 25 , 15 , 0 , 0 , 3 , 1 , 0 , 0 , 0 , 23 , 2 , 0 , 1 , 1 , 0 , 0 
Manasa Mataele,Wing,canterbury,2021, 20 , 4 , 218 , 49 , 8 , 3 , 17 , 9 , 2 , 0 , 0 , 11 , 11 , 1 , 11 , 2 , 0 , 0 
Mitchell Drummond,Scrum half,crusaders,2021, 10 , 2 , 30 , 11 , 1 , 0 , 429 , 6 , 19 , 0 , 0 , 52 , 7 , 5 , 4 , 3 , 0 , 0 
Ngane Punivai,Wing,highlanders,2021, 10 , 2 , 115 , 33 , 2 , 2 , 6 , 2 , 5 , 0 , 0 , 22 , 14 , 0 , 7 , 3 , 0 , 0 
Rameka Poihipi,Centre,chiefs,2021, 0 , 0 , 21 , 7 , 4 , 0 , 9 , 2 , 0 , 0 , 0 , 14 , 3 , 0 , 0 , 0 , 0 , 0 
Sam Darry,,canterbury,2021, 0 , 0 , 23 , 21 , 0 , 0 , 16 , 4 , 1 , 0 , 0 , 69 , 9 , 2 , 8 , 5 , 0 , 0 
Seb Calder,Fullback,canterbury,2021,,,,,,,,,,,,,,,,,,
Shilo Klein,,crusaders,2021,,,,,,,,,,,,,,,,,,
Tom Heywood,Fullback,canterbury,2021,,,,,,,,,,,,,,,,,,
Wil Gualter,Fullback,canterbury,2021,,,,,,,,,,,,,,,,,,
